numCinema;nomCinema;ancienneRegion;nouvelleRegion;adresseCinema;numCommune;nomCommune;populationCommune;numDepartement;numUniteUrbaine;nomUniteUrbaine;populationUniteUrbaine;situationGeographique;nbEcrans;nbFauteuils;nbSemainesActivite;nbSeances;nbEntrees2020;nbEntrees2019;evolutionEntrees;trancheEntrees;proprietaireCinema;programmateurCinema;AE;categorieAE;labelAE;genre;multiplexe;zoneCommune;nbFilmsProgrammes;nbFilmsInedits;nbFilmsSemaine1;PdMentreesFilmsFR;PdMentreesFilmsUSA;PdMentreesFilmsEUR;PdMentreesFilmsAutres;nbFilmsAE;PdMentreesFilmsAE;latitude;longitude;geolocalisation
22634;JEAN VILAR;Ile-de-France;Ile-de-France;1 RUE PAUL SIGNAC;94003;Arcueil;21516;94;00851;Paris;10706072;02-Grande Couronne;2;328;29;1089;12942;20721;-0,375416244;De 10 à 20 000 entrées;COMMUNE D ARCUEIL;;OUI;C;RDJPPR;FIXE;NON;B;165;118;1;46,64944637;41,5096823;10,57238282;1,268488508;125;29,8662411;48.801352;2.330702;48.801352, 2.330702
23301;JEAN GABIN;Ile-de-France;Ile-de-France;12-14 BOULEVARD LEON FEIX;95018;Argenteuil;110388;95;00851;Paris;10706072;03-Petite couronne;1;128;25;399;4116;81429;-0,949452898;De 2 à 5 000 entrées;COMMUNAUTE D AGGLOMERATION ARGENTEUIL BEZONS;;OUI;C;RDJP;FIXE;NON;B;77;43;0;79,67101179;5,276225947;8,845437616;6,207324643;63;88,85785227;48.946909;2.249331;48.946909, 2.249331
23323;LE FIGUIER BLANC;Ile-de-France;Ile-de-France;3TER RUE GREGOIRE COLLAS;95018;Argenteuil;110388;95;00851;Paris;10706072;03-Petite couronne;3;826;30;1948;23428;25808;-0,092219467;De 20 à 30 000 entrées;COMMUNAUTE D AGGLOMERATION ARGENTEUIL BEZONS;;OUI;C;RDJPPR;FIXE;NON;B;163;99;29;27,61741835;60,59720062;6,220839813;5,564541213;92;6,634525661;48.943679;2.24855;48.943679, 2.24855
23561;L'ARGENTIS;Centre;Centre - Val-de-Loire;PLACE NICOLAS LEBLANC;18011;Argent-sur-Sauldre;2142;18;18101;Argent-sur-Sauldre;2142;06-autres communes et unités urbaines;1;126;30;199;3494;2132;0,638836773;De 2 à 5 000 entrées;LES AMIS DU CINEMA;;NON;NON;;FIXE;NON;I;68;58;4;66,31148321;13,82361336;11,93035867;7,934544763;20;70,63076777;47.558659;2.446881;47.558659, 2.446881
23933;FEMINA;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;8 BD EMILE ZOLA;13004;Arles;52886;13;00552;Arles;55766;05-Unités urbaines de 20 000 à 100 000 hbts;3;483;30;1835;15731;12306;0,278319519;De 10 à 20 000 entrées;LE CAPITOLE;SARL CINEPROFILMS;NON;NON;;FIXE;NON;C;87;66;56;67,84479032;18,55814959;4,896238651;8,700821444;10;57,19844358;43.674097;4.627703;43.674097, 4.627703
23951;ACTES SUD LE MEJAN;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;23 QUAI MARX DORMOY;13004;Arles;52886;13;00552;Arles;55766;05-Unités urbaines de 20 000 à 100 000 hbts;3;231;31;2520;22579;15267;0,478941508;De 20 à 30 000 entrées;LE CAPITOLE;;OUI;D;RDJPPR;FIXE;NON;C;149;82;44;61,55907226;22,50690781;11,20321527;4,730804655;109;43,20522482;43.678479;4.624726;43.678479, 4.624726
26180;SALLE POLYVALENTE;Midi-Pyrénées;Occitanie;ESPACE VEZINOIS;12011;Arvieu;787;12;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;920;27;129;6160;9406;-0,345098873;De 5 à 10 000 entrées;MONDES ET MULTITUDES;;OUI;E;JP;ITINERANT;NON;R;52;33;0;68,59417242;20,32141784;6,323220186;4,761189546;22;59,22198859;44.174083;2.607518;44.174083, 2.607518
26402;LA LOCOMOTIVE;Bretagne;Bretagne;PLACE DE L'ANCIENNE GARE;56005;Arzon;2095;56;56102;Arzon;2095;06-autres communes et unités urbaines;2;246;30;1046;10051;3872;1,595816116;De 10 à 20 000 entrées;DORMOY SEBIRE AUDREY;;NON;NON;;FIXE;NON;I;115;87;22;52,41993394;39,36162574;6,462731581;1,755708746;52;20,24271147;47.546509;-2.910816;47.546509, -2.910816
29563;CINE AUDUN;Lorraine;Grand-Est;31 RUE LECLERC;57038;Audun-le-Tiche;6753;57;00366;Esch-sur-Alzette (LUX) - Villerupt (partie française);20247;05-Unités urbaines de 20 000 à 100 000 hbts;1;134;4;13;531;8009;-0,933699588;Moins de 2000 entrées;MAISON DES JEUNES ET DE LA CULTURE D'AUDUN LE TICHE;;NON;NON;;FIXE;NON;C;5;0;0;68,12537856;23,0466384;7,843731072;0,984251969;2;48,51605088;49.470467;5.957243;49.470467, 5.957243
30482;CHANTECLER;Haute-Normandie;Normandie;25 BD DES FONTAINES;76035;Aumale;2177;76;00157;Aumale;2579;06-autres communes et unités urbaines;1;181;30;460;6788;11841;-0,426737607;De 5 à 10 000 entrées;ANCELOT PHILIPPE MARCEL;;NON;NON;;FIXE;NON;C;47;37;7;50,58891123;2,844010342;30,53720195;16,02987647;12;87,76213732;49.770863;1.753271;49.770863, 1.753271
32771;L EMPIRE;Bourgogne;Bourgogne - Franche-Comté;JARDIN DE L HOTEL DE VILLE;21038;Auxonne;7743;21;21206;Auxonne;7743;06-autres communes et unités urbaines;1;192;22;160;2435;455436;-0,994653475;De 2 à 5 000 entrées;COMMUNE D'AUXONNE;;NON;NON;;FIXE;NON;I;46;43;0;44,25734526;36,3024039;10,69562188;8,744628963;16;69,44605737;47.193943;5.404892;47.193943, 5.404892
33122;VAUBAN;Bourgogne;Bourgogne - Franche-Comté;1 RUE DU MARECHAL FOCH;89025;Avallon;6807;89;89203;Avallon;6807;06-autres communes et unités urbaines;2;451;28;1041;15108;39369;-0,616246285;De 10 à 20 000 entrées;COMMUNE D'AVALLON;;OUI;E;RDJP;FIXE;NON;I;120;87;24;64,7020585;28,29902492;3,163596966;3,83531961;61;44,59371614;47.490254;3.909327;47.490254, 3.909327
33772;UTOPIA REPUBLIQUE (UTOPIA 5);Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;5 RUE FIGUIERE;84007;Avignon;92130;84;00754;Avignon;456042;04-Unités urbaines de 100 000 hbts ou plus;1;139;23;487;9972;20804;-0,520669102;De 5 à 10 000 entrées;FELICITE FILMS;;OUI;B;RDPR;FIXE;NON;C;133;92;38;65,52676296;20,40498442;6,534975928;7,533276692;107;70,22798074;43.947217;4.806805;43.947217, 4.806805
33912;LE FAMILIA;Nord-Pas-de-Calais;Hauts-de-France;RUE EDOUARD DEPRET;62065;Avion;18245;62;00756;Douai - Lens;504537;04-Unités urbaines de 100 000 hbts ou plus;1;193;31;233;5332;4206;0,267712791;De 5 à 10 000 entrées;ASSOCIATION GESTION CINEMA FAMILIA;;NON;NON;;FIXE;NON;B;37;22;1;67,02942362;20,30095392;8,51807067;4,151551794;18;57,71194411;50.408702;2.824662;50.408702, 2.824662
34482;CASINO;Midi-Pyrénées;Occitanie;ALLEES DU COULOUBRET;09032;Ax-les-Thermes;1231;09;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;336;24;110;2343;24644;-0,904926148;De 2 à 5 000 entrées;SOCIETE DU CASINO D'AX LES THERMES;SNC SAGEC - CINE 32 VEO;OUI;E;;FIXE;NON;R;79;59;0;63,05298979;20,04132231;5,785123967;11,12056393;41;58,81137579;42.72135;1.838852;42.72135, 1.838852
35872;REX;Midi-Pyrénées;Occitanie;RUE LASSUS NESTIER;31042;Bagnères-de-Luchon;2384;31;31113;Bagnères-de-Luchon;3934;06-autres communes et unités urbaines;2;378;29;1333;17895;6809;1,628139227;De 10 à 20 000 entrées;CINEMAS REX;IMAGO;OUI;E;RDJP;FIXE;NON;C;81;64;31;51,84691721;31,58136543;12,22778646;4,343930901;39;42,83745291;42.788987;0.591188;42.788987, 0.591188
35953;THEATRE VICTOR HUGO;Ile-de-France;Ile-de-France;14 AV VICTOR HUGO;92007;Bagneux;39487;92;00851;Paris;10706072;02-Grande Couronne;1;418;15;67;4348;9030;-0,518493909;De 2 à 5 000 entrées;COMMUNE DE BAGNEUX;;NON;NON;;FIXE;NON;B;30;12;2;35,03106968;43,40878828;13,54860186;8,011540169;15;9,809143364;48.804045;2.321692;48.804045, 2.321692
36013;LE CIN'HOCHE;Ile-de-France;Ile-de-France;6 RUE HOCHE;93006;Bagnolet;35881;93;00851;Paris;10706072;02-Grande Couronne;2;288;27;1003;14047;9586;0,465366159;De 10 à 20 000 entrées;ASSOCIATION BAGNOLETAISE DU CINEMA;;OUI;C;RDJPPR;FIXE;NON;B;141;87;4;42,72438249;52,94693079;3,90070922;0,427977501;111;22,01027146;48.869237;2.417029;48.869237, 2.417029
36071;CASINO DU LAC;Basse-Normandie;Normandie;6 AVENUE ROBERT  COUSIN;61483;Bagnoles de l'Orne Normandie;2697;61;61105;Bagnoles-de-l'Orne;3084;06-autres communes et unités urbaines;1;346;30;507;8065;470196;-0,982847578;De 5 à 10 000 entrées;SOGECOM - CASINO DE BAGNOLES DE L  ORNE;;OUI;E;JP;FIXE;NON;C;92;78;6;62,50965251;26,15186615;6,846846847;4,491634492;25;55,68854569;48.557714;-0.418487;48.557714, -0.418487
37350;CINE TOILE;Ile-de-France;Ile-de-France;2 RUE DES COLOMBES;91045;Ballancourt-sur-Essonne;7538;91;91402;Ballancourt-sur-Essonne;35283;03-Petite couronne;1;189;19;210;4258;754;4,647214854;De 2 à 5 000 entrées;CINEMA CONFLUENCES MENNECY;;NON;NON;;FIXE;NON;C;47;38;30;49,23102365;24,24342649;16,10716058;10,41838928;12;38,56457748;48.528643;2.388787;48.528643, 2.388787
38501;CINEMA DE BARAQUEVILLE;Midi-Pyrénées;Occitanie;PLACE RENE CASSIN;12056;Baraqueville;3141;12;12101;Baraqueville;3141;06-autres communes et unités urbaines;1;164;25;306;1652;10681;-0,845332834;Moins de 2000 entrées;LES LUMIERES DE LA VILLE;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;I;88;80;0;55,18987342;17,17657155;19,21905171;8,414503325;37;67,07573482;44.277667;2.43172;44.277667, 2.43172
39131;LE REFUGE;Midi-Pyrénées;Occitanie;LE REFUGE;65481;Barèges;176;65;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;136;27;85;1331;51690;-0,974250339;Moins de 2000 entrées;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;;NON;NON;;FIXE;NON;R;65;56;4;64,57894737;20,42105263;11,57894737;3,421052632;15;38,78947368;42.8964384;0.06247450000000754;42.8964384, 0.06247450000000754
39442;L ODEON;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;RUE BARRI;83012;Barjols;3051;83;83109;Barjols;3051;06-autres communes et unités urbaines;1;131;2;20;285;336548;-0,999153167;Moins de 2000 entrées;POLYMAGES;;NON;NON;;FIXE;NON;I;7;0;0;61,0738255;30,79670924;5,969906906;2,159558346;5;31,23511583;43.558187;6.006581;43.558187, 6.006581
39474;COLISEE;Lorraine;Grand-Est;15 RUE NOTRE-DAME;55029;Bar-le-Duc;15548;55;55301;Bar-le-Duc;18845;06-autres communes et unités urbaines;5;617;31;3360;30421;226341;-0,8655966;De 30 à 40 000 entrées;LES OISEAUX;;OUI;E;JP;FIXE;NON;C;129;101;79;76,53441845;14,03865717;1,085113598;8,341810783;46;40,35266192;48.775088;5.160512;48.775088, 5.160512
39662;SELECT;Basse-Normandie;Normandie;AV DE LA REPUBLIQUE;50031;Barneville-Carteret;2218;50;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;270;29;345;8349;11965;-0,302214793;De 5 à 10 000 entrées;CHAMPALAUNE BRUNO MAURICE GERARD;;OUI;E;;FIXE;NON;R;71;57;15;49,55700864;43,77022473;6,072440804;0,600325827;28;16,51900288;49.380918;-1.77881;49.380918, -1.77881
41142;REGENT;Corse;Corse;5  TER RUE CESAR CAMPINCHI;2B033;Bastia;44355;2B;2B501;Bastia;67699;05-Unités urbaines de 20 000 à 100 000 hbts;3;299;31;1763;23681;139;169,3669065;De 20 à 30 000 entrées;SOCIETE INSULAIRE CINEMATOGRAPHIQUE LE REGENT;SARL MC4 DISTRIBUTION;NON;NON;;FIXE;NON;C;96;66;57;33,44463196;49,49779147;12,60820911;4,449367463;27;26,43759468;42.697652;9.448441;42.697652, 9.448441
42841;VOG;Aquitaine;Nouvelle Aquitaine;14 RUE DU PALAIS DE JUSTICE;33036;Bazas;4734;33;33122;Bazas;4734;06-autres communes et unités urbaines;1;154;30;413;6431;19085;-0,663033796;De 5 à 10 000 entrées;BAZAS CULTURE CINEMA;SNC SAGEC - CINE 32 VEO;OUI;E;JPPR;FIXE;NON;I;153;110;2;59,65941343;30,69063387;8,230842006;1,419110691;90;67,98486282;44.432356;-0.21416;44.432356, -0.21416
44005;SALLE DE LA CHAUDANNE;Rhône-Alpes;Auvergne - Rhône-Alpes;RUE DE LA FONDERIE;73034;Beaufort;2088;73;73106;Beaufort;3611;06-autres communes et unités urbaines;1;80;22;165;2855;21877;-0,869497646;De 2 à 5 000 entrées;OFFICE DE TOURISME D'ARECHES BEAUFORT;SARL MC4 DISTRIBUTION;NON;NON;;FIXE;NON;C;62;45;3;59,51340326;28,35810023;11,69386169;0,43463481;23;46,67346542;45.717264;6.575641;45.717264, 6.575641
44042;CINEMA DE BEAUFORT EN VALLEE;Pays de la Loire;Pays de la Loire;PLACE NOTRE DAME;49021;Beaufort-en-Anjou;7104;49;49204;Beaufort-en-Vallée;7104;06-autres communes et unités urbaines;1;144;24;194;2817;16774;-0,832061524;De 2 à 5 000 entrées;GRAND ECRAN;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;C;126;103;0;42,54663057;49,21780987;5,833834737;2,40172483;67;8,265643803;47.440442;-0.217892;47.440442, -0.217892
44239;COUR DE L'ECOLE;Rhône-Alpes;Auvergne - Rhône-Alpes;COUR DE L'ECOLE;07028;Beaulieu;487;07;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;0;8;18;2029;24726;-0,917940629;De 2 à 5 000 entrées;VILLERMAUX CYRILLE JOSEPH GERARD;;NON;NON;;ITINERANT;NON;R;10;8;0;57,42024965;29,37586685;4,563106796;8,640776699;2;39,00138696;44.368236;4.268552;44.368236, 4.268552
45132;BEAUMONT PALACE;Ile-de-France;Ile-de-France;6 AV ANATOLE FRANCE;95052;Beaumont-sur-Oise;9699;95;00459;Persan - Beaumont-sur-Oise;37357;03-Petite couronne;1;353;26;454;6642;10647;-0,376162299;De 5 à 10 000 entrées;COMMUNE DE BEAUMONT SUR OISE;SARL GPCI;OUI;D;JPPR;FIXE;NON;C;120;87;0;25,92268672;56,8479972;11,42207451;5,80724156;58;18,80356831;49.141412;2.283076;49.141412, 2.283076
48503;ARLEQUIN;Rhône-Alpes;Auvergne - Rhône-Alpes;ESPACE BAUDIN;01034;Belley;9058;01;01205;Belley;10229;06-autres communes et unités urbaines;3;434;31;1487;17239;22361;-0,229059523;De 10 à 20 000 entrées;CINE L'ARLEQUIN;SARL MC4 DISTRIBUTION;OUI;E;;FIXE;NON;C;160;127;61;62,72050832;22,68623025;9,012624363;5,58063707;68;69,78513502;45.759249;5.690752;45.759249, 5.690752
50151;CYRANO;Aquitaine;Nouvelle Aquitaine;2 PLACE DES CARMES;24037;Bergerac;27419;24;00553;Bergerac;64508;05-Unités urbaines de 20 000 à 100 000 hbts;9;1082;30;5085;46537;807718;-0,942384595;De 40 à 50 000 entrées;SOBAMA;STE D'EXPLOITATION GRAND ECRAN (FRIDMAN);OUI;D;;FIXE;OUI;C;226;147;97;27,63322422;61,36556285;8,051055819;2,95015712;120;10,3083393;44.853174;0.486443;44.853174, 0.486443
51261;CINE 89;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;COURS MIRABEAU;13014;Berre-l'Étang;13477;13;00759;Marseille - Aix-en-Provence;1585498;04-Unités urbaines de 100 000 hbts ou plus;1;196;26;614;11046;8717;0,267179075;De 10 à 20 000 entrées;ASS FORUM DES JEUNES ET DE LA CULTURE;SARL MC4 DISTRIBUTION;OUI;C;JPPR;FIXE;NON;B;134;101;12;46,14208319;34,89601538;8,829954561;10,13194687;73;49,60241174;43.476136;5.167368;43.476136, 5.167368
52532;FOYER RURAL;Auvergne;Auvergne - Rhône-Alpes;FOYER RURAL;63038;Besse-et-Saint-Anastaise;1502;63;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;0;24;264;2982;12962;-0,76994291;De 2 à 5 000 entrées;BOULARAND CHRISTIAN MICHEL;SNC SAGEC - CINE 32 VEO;NON;NON;;ITINERANT;NON;R;90;76;0;73,16995544;9,5162317;3,246339911;14,06747295;49;47,10375557;45.512152;2.93212;45.512152, 2.93212
54292;LA BARBACANE;Ile-de-France;Ile-de-France;PLACE DU 8 MAI 1945;78062;Beynes;7552;78;78205;Beynes;8069;03-Petite couronne;1;292;22;193;3950;7881;-0,498794569;De 2 à 5 000 entrées;SYNDICAT INTERCOMMUNAL DE GESTION DES ACTIVITES DU CENTRE CULTUR;SARL GPCI;NON;NON;;FIXE;NON;C;71;57;0;35,74408901;44,86623579;11,60107993;7,788595271;26;22,46584308;48.855732;1.875104;48.855732, 1.875104
54604;MONCINE;Languedoc-Roussillon;Occitanie;3 CARREFOUR DE L'HOURS;34032;Béziers;75999;34;34501;Béziers;90841;05-Unités urbaines de 20 000 à 100 000 hbts;9;1462;31;8427;85452;20950;3,078854415;De 80 à 100 000 entrées;MULTICINES PYRENEES SARL;SARL MULTICINES PYRENNEENS (Xavier-Menou);OUI;D;;FIXE;OUI;C;163;124;115;63,92979325;25,85155437;5,919976201;4,298676186;55;61,22266845;43.342559;3.212618;43.342559, 3.212618
54891;ROYAL;Aquitaine;Nouvelle Aquitaine;8 AV DU MARECHAL FOCH;64122;Biarritz;24457;64;00751;Bayonne (partie française);236730;04-Unités urbaines de 100 000 hbts ou plus;3;458;30;2252;32177;19764;0,628061121;De 30 à 40 000 entrées;ROYAL CINEMA DE BIARRITZ;SNC SAGEC - CINE 32 VEO;OUI;C;RDJPPR;FIXE;NON;C;158;102;57;60,10813352;25,12929008;10,89170976;3,870866635;117;53,77683749;43.481231;-1.559098;43.481231, -1.559098
56475;LE RENOIR;Aquitaine;Nouvelle Aquitaine;RUE DU 14 JUILLET;40046;Biscarrosse;14336;40;40302;Biscarrosse;14336;06-autres communes et unités urbaines;4;536;31;2693;30487;48869;-0,376148479;De 30 à 40 000 entrées;MANDEAU MICHEL PIERRE;SNC SAGEC - CINE 32 VEO;OUI;E;RDJPPR;FIXE;NON;I;210;132;63;54,93865031;23,99795501;11,75869121;9,304703476;106;73,21063395;44.39654;-1.166475;44.39654, -1.166475
56558;CENTRE CULTUREL CLAUDE VIGEE;Alsace;Grand-Est;31, RUE DE VIRE;67046;Bischwiller;12579;67;67501;Haguenau;59194;05-Unités urbaines de 20 000 à 100 000 hbts;1;214;26;68;2352;21260;-0,889369708;De 2 à 5 000 entrées;ASS GESTION MAISON DES ASSOCIATIONS ET CULTURE DE BISCHWILLER;;NON;NON;;FIXE;NON;B;55;40;0;51,31644312;30,3527074;12,36959762;5,961251863;42;49,8509687;48.766357;7.85143;48.766357, 7.85143
57141;MEGA CGR;Midi-Pyrénées;Occitanie;ALLEE EMILE ZOLA;31069;Blagnac;23759;31;31701;Toulouse;948433;04-Unités urbaines de 100 000 hbts ou plus;15;2857;31;15041;203672;52190;2,902510059;De 200 à 300 000 entrées;BLAMOND;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;B;165;115;113;68,7739989;16,86780033;4,978058146;9,380142622;33;60,92978607;43.643857;1.370839;43.643857, 1.370839
57303;MAISON DES FETES;Lorraine;Grand-Est;CENTRE CULTUREL ANIMATION;54076;Blainville-sur-l'Eau;3955;54;54205;Blainville-sur-l'Eau;7125;06-autres communes et unités urbaines;1;600;23;112;4607;144257;-0,968063941;De 2 à 5 000 entrées;CENTRE REGIONAL AUDIO VISUEL LORRAINE;;OUI;E;JP;ITINERANT;NON;C;51;30;1;65,99372528;23,06643023;4,937934797;6,001909699;20;49,80220979;48.564457;6.411473;48.564457, 6.411473
57851;SELECT;Poitou-Charentes;Nouvelle Aquitaine;GRANDE RUE;16046;Côteaux du Blanzacais;931;16;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;114;20;57;777;24134;-0,967804757;Moins de 2000 entrées;LES BONIMENTEURS;SNC SAGEC - CINE 32 VEO;NON;NON;;FIXE;NON;R;50;35;0;64,28770302;25,97679814;6,171693736;3,563805104;18;42,11600928;45.46093;0.034513;45.46093, 0.034513
58121;SALLE DE CINEMA;Auvergne;Auvergne - Rhône-Alpes;CENTRE SOCIO-CULTUREL;43165;Rosières;1536;43;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;150;30;465;7376;2032;2,62992126;De 5 à 10 000 entrées;ASSOCIATION CINEVASION;;OUI;E;JP;ITINERANT;NON;R;66;44;0;26,44406109;59,91536511;7,461995346;6,178578458;28;10,46821271;47.9228694;6.6550746000000345;47.9228694, 6.6550746000000345
58841;L AMBIANCE;Basse-Normandie;Normandie;3 PLACE GASTON LEJUMEL;14079;Blonville-sur-Mer;1516;14;14402;Dives-sur-Mer;34823;05-Unités urbaines de 20 000 à 100 000 hbts;1;117;16;164;1111;58004;-0,980846149;Moins de 2000 entrées;COMMUNE DE BLONVILLE SUR MER;SARL GPCI;NON;NON;;FIXE;NON;B;63;54;0;29,99788177;61,01435794;4,949300522;4,038459767;17;4,817601606;49.318522;0.044034;49.318522, 0.044034
62802;MEGA CGR LE FRANCAIS;Aquitaine;Nouvelle Aquitaine;ROND-POINT DE L' INTENDANCE;33063;Bordeaux;249712;33;33701;Bordeaux;904359;04-Unités urbaines de 100 000 hbts ou plus;12;1900;31;12091;111684;120434;-0,072653902;De 100 à 150 000 entrées;HELMANI;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;C;148;110;107;70,11345219;19,93517018;8,849270665;1,102106969;30;35,65640194;44.841914;-0.577194;44.841914, -0.577194
62871;MEGARAMA;Aquitaine;Nouvelle Aquitaine;7 QUAI DES QUEYRIES;33063;Bordeaux;249712;33;33701;Bordeaux;904359;04-Unités urbaines de 100 000 hbts ou plus;17;2878;31;17563;146187;613151;-0,761580753;De 100 à 150 000 entrées;AGORA CINEMAS;SAS AGORA CINEMAS;NON;NON;;FIXE;OUI;C;184;129;126;55,18032077;37,34442477;5,380960267;2,094294195;48;19,98624186;44.841593;-0.562257;44.841593, -0.562257
63411;UTOPIA;Aquitaine;Nouvelle Aquitaine;5 PLACE CAMILLE JULLIAN;33063;Bordeaux;249712;33;33701;Bordeaux;904359;04-Unités urbaines de 100 000 hbts ou plus;5;553;28;3874;122280;42193;1,898111061;De 100 à 150 000 entrées;UTOPIA ST SIMEON;;OUI;A;RDJPPR;FIXE;NON;C;284;112;79;79,27993586;19,26973253;1,450331608;0;195;36,35303549;44.838942;-0.572524;44.838942, -0.572524
67312;CASINO;Auvergne;Auvergne - Rhône-Alpes;2 RUE DU PARC;03036;Bourbon-l'Archambault;2556;03;03102;Bourbon-l'Archambault;2556;06-autres communes et unités urbaines;1;124;29;122;1368;61181;-0,977640117;Moins de 2000 entrées;S.E.C.B.A. SA SOCIETE D EXPLOITATION DU CASINO DE BOURBON-L ARCH;SNC SAGEC - CINE 32 VEO;NON;NON;;FIXE;NON;I;39;32;0;40,98218531;47,31288046;9,36926103;2,335673202;14;17,2558287;46.585435;3.054345;46.585435, 3.054345
67903;SALLE POLYVALENTE;Rhône-Alpes;Auvergne - Rhône-Alpes;PETIT GYMNASE ECOLE;38052;Le Bourg-d'Oisans;3239;38;38116;Le Bourg-d'Oisans;3239;06-autres communes et unités urbaines;1;0;16;24;688;172876;-0,996020269;Moins de 2000 entrées;LES CINEMAS ASSOCIES;;NON;NON;;ITINERANT;NON;I;21;17;1;63,60739324;27,77565328;7,265774379;1,351179095;3;39,75780752;45.075098;6.013937;45.075098, 6.013937
71791;FA MI LA;Nord-Pas-de-Calais;Hauts-de-France;37, RUE ROGER SALENGRO;59107;Bray-Dunes;4599;59;59134;Bray-Dunes;4599;06-autres communes et unités urbaines;1;195;30;387;4899;5977;-0,180358039;De 2 à 5 000 entrées;COMMUNE DE BRAY DUNES;ENT. REG. CIN. NORD PAS DE CALAIS;OUI;E;JP;FIXE;NON;I;91;70;0;55,53170732;41,73658537;1,053658537;1,67804878;26;36,15609756;51.070372;2.519444;51.070372, 2.519444
73083;CINE LIBERTE;Bretagne;Bretagne;10 AVENUE GEORGES CLEMENCEAU;29019;Brest;139163;29;29701;Brest;200530;04-Unités urbaines de 100 000 hbts ou plus;15;2805;31;12336;213689;10785;18,81353732;De 200 à 300 000 entrées;MAJESTIC BREST;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;205;128;117;68,77113867;19,99248403;8,493047726;2,743329575;50;44,68245021;48.39126;-4.488243;48.39126, -4.488243
74322;EDEN STUDIO;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;35 RUE PASTEUR;05023;Briançon;12370;05;05301;Briançon;17468;06-autres communes et unités urbaines;1;98;30;522;8612;12200;-0,294098361;De 5 à 10 000 entrées;MAISON DES JEUNES ET DE LA CULTURE DU BRIANCONNAI;;OUI;E;RDJPPR;FIXE;NON;C;123;80;6;43,91468005;41,09159348;10,86574655;4,127979925;102;34,93099122;44.889994;6.634449;44.889994, 6.634449
75021;LA BOITE A IMAGES;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;PLACE DU 8 MAI 1945;83023;Brignoles;17093;83;83401;Brignoles;22801;05-Unités urbaines de 20 000 à 100 000 hbts;2;253;31;1069;13298;208490;-0,936217564;De 10 à 20 000 entrées;LE CINEMA DU SOLEIL;;OUI;D;;FIXE;NON;C;107;78;33;57,06043236;22,04488404;14,31194035;6,582743247;53;82,16627328;43.407348;6.063887;43.407348, 6.063887
76825;MEGA CGR;Nord-Pas-de-Calais;Hauts-de-France;AVENUE DE LA LIBERATION - RN 41;62178;Bruay-la-Buissière;22119;62;00752;Béthune;355543;04-Unités urbaines de 100 000 hbts ou plus;12;2404;31;12027;127512;85435;0,492503073;De 100 à 150 000 entrées;BRUAYMOND;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;C;142;98;95;66,37758506;23,11541027;9,106070714;1,400933956;20;30,8539026;50.49234;2.569387;50.49234, 2.569387
80942;CENTRE CULTUREL;Languedoc-Roussillon;Occitanie;RUE DU 19 MARS 1962;66028;Cabestany;9790;66;66601;Perpignan;200971;04-Unités urbaines de 100 000 hbts ou plus;1;248;29;195;5130;70848;-0,927591463;De 5 à 10 000 entrées;COMMUNE DE CABESTANY;CINEMAGINAIRE;OUI;C;;FIXE;NON;B;98;76;13;38,86757145;49,53028126;9,154317254;2,447830032;44;16,31823681;42.680362;2.934603;42.680362, 2.934603
81456;PATHE;Basse-Normandie;Normandie;14 ESPLANADE LEOPOLD S.SENGHOR;14118;Caen;106260;14;14601;Caen;198639;04-Unités urbaines de 100 000 hbts ou plus;10;1870;31;9313;195646;48972;2,995058401;De 150 à 200 000 entrées;PATHE CAEN;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;170;101;85;77,74825835;13,32506789;6,689101429;2,237572323;52;28,13201086;49.177395;-0.349774;49.177395, -0.349774
