numUniteUrbaine;nomUniteUrbaine;annee;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE
16601;Angoulême;2016;2;13;2170;1;24787;373890;2394338,09;9,181230401;1;2;294;2466;51581;207501,9;14,71128452
16601;Angoulême;2017;2;13;2170;1;24872;332642;2177035,2;8,123185274;1;2;294;2492;47874;192859,3;13,00485706
16601;Angoulême;2018;2;13;2170;1;25040;306752;1954707,79;7,436718604;1;2;294;2793;44688;182080,9;11,04168057
16601;Angoulême;2019;2;13;2170;1;24574;320458;2032778,39;7,973101376;1;2;294;2882;50554;215774,6;11,94299943
16601;Angoulême;2020;3;14;2342;1;12684;96024;603784,32;4,572044555;1;2;294;1442;19882;87830,7;9,284840334
74601;Annecy;2010;9;22;4538;1;25121;949761;6387424,2;22,62914366;6;9;1419;8943;237650;1225931;18,66744379
74601;Annecy;2011;9;22;4538;1;25607;939677;6318415,6;21,70220894;5;8;1132;8404;257612;1369795,5;23,598298
74601;Annecy;2012;9;22;4538;1;25780;918939;6216233,65;21,32365328;6;9;1224;9120;260897;1359223,65;21,73815594
74601;Annecy;2013;9;22;4538;1;26564;886257;6095772,19;20,00325015;6;9;1224;9209;253507;1345801,6;20,81312628
74601;Annecy;2014;9;21;4250;1;26916;964901;6595965,56;21,42488553;6;9;1224;9006;268119;1434993,71;22,50574145
74601;Annecy;2015;9;21;4200;1;27247;909254;6441340,2;20,25069549;6;9;1174;9403;259863;1383271,4;21,55723643
74601;Annecy;2016;9;21;4200;1;27911;928171;6627841,3;20,17223217;6;9;1174;9411;298148;1624467,8;25,32061816
74601;Annecy;2017;9;22;4488;1;28933;909553;6583345,95;19,07269134;6;9;1174;9460;276184;1496638,03;23,05196675
74601;Annecy;2018;9;22;4488;1;28940;885826;6340922,31;18,46010791;7;10;1461;10202;302632;1616691,08;21,72663234
74601;Annecy;2019;9;22;4488;1;29628;948574;6978391,92;19,46901856;7;10;1461;10328;317378;1727003,54;22,8187987
74601;Annecy;2020;8;20;3300;1;14578;298484;2108965,57;12,39838285;7;10;1461;5529;118338;628620,74;15,44404669
00552;Arles;2010;2;5;684;;3741;71650;405376,45;13,27623841;1;3;297;1951;26120;150412,5;13,49577869
00552;Arles;2011;2;6;780;;3180;69678;414019,8;15,14683153;;;;;;;
00552;Arles;2012;2;6;780;;6879;93951;613614,7;10,75624961;1;3;297;3777;33322;197457,5;8,8522282
00552;Arles;2013;2;6;780;;7519;94387;608564,45;10,0231818;1;3;297;4291;32644;193804,5;7,693032814
00552;Arles;2014;2;6;780;;7669;106903;650756;11,01366109;1;3;297;4172;36026;209934,5;8,814174708
00552;Arles;2015;2;6;714;;8040;112153;690065,27;12,33537689;1;3;231;4547;39384;231654,6;11,29967493
00552;Arles;2016;2;6;780;;7964;122154;742661,63;12,18503489;1;3;297;4488;55129;319985,1;12,3903213
00552;Arles;2017;2;6;714;;8018;121540;737455,77;13,35648428;1;3;231;4508;55252;320120,5;15,94763017
00552;Arles;2018;2;6;714;;8014;117409;710598,32;12,88932606;1;3;231;4494;53188;308342,5;15,38261315
00552;Arles;2019;2;6;714;;8190;122499;742444,91;13,20228655;1;3;231;4632;55594;326361,7;15,61519556
00552;Arles;2020;2;6;714;;4355;38310;226830,01;7,839919125;1;3;231;2520;22579;131619,4;11,64892766
59501;Armentières (partie française);2010;1;1;145;;466;16817;70906;24,88826402;1;1;145;466;16817;70906;24,88826402
59501;Armentières (partie française);2011;1;1;145;;625;21975;94375,1;24,24827586;1;1;145;625;21975;94375,1;24,24827586
59501;Armentières (partie française);2012;1;1;145;;673;17441;73524,6;17,87262387;1;1;145;673;17441;73524,6;17,87262387
59501;Armentières (partie française);2013;1;1;145;;679;18206;75318,7;18,49169671;1;1;145;679;18206;75318,7;18,49169671
59501;Armentières (partie française);2014;2;6;865;;5234;75320;364924,85;10,03969492;1;1;145;691;21224;91093,7;21,18269375
59501;Armentières (partie française);2015;2;6;865;;9236;143670;743114,29;10,87348926;1;1;145;678;18428;79515,9;18,7447869
59501;Armentières (partie française);2016;2;6;865;;9098;158547;809100,06;12,23067702;2;6;865;9098;158547;809100,06;12,23067702
59501;Armentières (partie française);2017;2;6;865;;10221;176503;896367,23;12,12698142;2;6;865;10221;176503;896367,23;12,12698142
59501;Armentières (partie française);2018;2;6;865;;10305;175270;924713,18;11,92193706;2;6;865;10305;175270;924713,18;11,92193706
59501;Armentières (partie française);2019;2;6;865;;10279;183175;985282,33;12,46696518;2;6;865;10279;183175;985282,33;12,46696518
59501;Armentières (partie française);2020;2;6;865;;5311;60345;336256,74;7,901528454;2;6;865;5311;60345;336256,74;7,901528454
62502;Arras;2010;1;6;679;;8616;215501;1279333,9;22,16190145;1;6;679;8616;215501;1279333,9;22,16190145
62502;Arras;2011;1;6;679;;8739;250331;1474653,38;25,42381316;1;6;679;8739;250331;1474653,38;25,42381316
62502;Arras;2012;1;6;679;;8867;237750;1399543,2;23,87589955;1;6;679;8867;237750;1399543,2;23,87589955
62502;Arras;2013;1;6;679;;8900;221723;1294139,9;22,1043953;1;6;679;8900;221723;1294139,9;22,1043953
62502;Arras;2014;1;6;679;;9012;266660;1547490,7;26,28730508;1;6;679;9012;266660;1547490,7;26,28730508
62502;Arras;2015;2;7;1303;;9011;263223;1568200,2;25,55667318;1;6;679;8983;253651;1521434,9;25,05229702
62502;Arras;2016;2;7;1303;;9255;266588;1562281,1;25,38082471;1;6;679;9236;259386;1527386,6;24,97708224
62502;Arras;2017;2;7;1303;;9199;275026;1592793;26,12557328;1;6;679;9170;265171;1546703;25,62999463
62502;Arras;2018;2;7;1303;;9243;277916;1597628;26,36051405;1;6;679;9212;267167;1546050,5;25,81460851
62502;Arras;2019;2;7;679;;9839;285949;1668307,03;26,06780845;1;6;679;9765;265918;1577118,46;24,24173362
62502;Arras;2020;2;7;1609;;5754;78772;483446,24;12,14412242;1;6;679;5753;78772;483446,24;12,16155921
00754;Avignon;2010;12;45;8485;2;66645;2053366;12713562,1;16,35472125;5;15;1928;22461;579748;2837336,6;20,30319543
00754;Avignon;2011;13;46;8577;2;67146;2129640;13068864,51;16,8349644;5;15;1928;22474;589735;2932310,75;20,60750982
00754;Avignon;2012;13;48;8817;2;69463;2018677;12578832,32;15,76489384;5;15;1928;23335;547525;2730050,45;18,44193481
00754;Avignon;2013;13;52;9473;2;67389;1919472;11768451,21;15,87234463;6;16;2020;24740;574271;2860616,15;18,29130866
00754;Avignon;2014;13;49;8277;2;77042;2199972;13390588,35;16,95633203;6;16;2020;25810;579953;2914903,1;17,66994918
00754;Avignon;2015;14;52;8740;2;77818;2123046;13234143,25;16,3402271;7;19;2349;29679;588092;2983847,1;16,00761713
00754;Avignon;2016;14;52;9393;2;79721;2175661;13731627,84;15,22098742;7;19;2349;30178;619625;3146831,65;16,40680564
00754;Avignon;2017;14;52;8730;2;81262;2111455;13482778,79;15,47421888;7;19;2298;30525;585056;2999184,45;15,64161094
00754;Avignon;2018;14;52;8688;2;82412;2001043;13178237,54;14,56123877;7;17;2015;26305;515206;2693706,55;15,49460507
00754;Avignon;2019;13;49;8043;2;80059;2039361;13833557,36;15,38728463;7;17;2020;25946;550981;2928160,15;16,73847345
00754;Avignon;2020;13;49;8243;2;37443;579410;3860873,71;9,236796185;7;17;2220;11978;193467;1025463;12,53252697
2B501;Bastia;2010;3;7;1351;;4788;161771;1090509;17,47202139;1;2;344;2026;69942;482294,5;20,0320779
2B501;Bastia;2011;3;7;1351;;4038;145059;1038495;18,12378886;1;2;344;2050;68370;468265;19,27903134
2B501;Bastia;2012;2;3;607;;3068;134771;926382;22,20916704;1;2;344;2227;77667;524131,4;20,13961099
2B501;Bastia;2013;2;3;607;;3377;136177;916233,5;20,37330437;1;2;344;2452;74418;487476;17,50459855
2B501;Bastia;2014;2;3;607;;3528;134035;890469,5;19,37907722;1;2;344;2638;80147;520649;17,5154837
2B501;Bastia;2015;3;6;906;;4609;150806;1041258,5;18,33050729;1;2;344;2710;73991;491137,5;15,64622542
2B501;Bastia;2016;3;6;906;;7731;195881;1381621;16,96831148;1;2;344;2758;61986;405141;12,96799946
2B501;Bastia;2017;3;6;906;;7720;205088;1422510;17,92200892;1;2;344;2716;58648;376950,5;12,44599126
2B501;Bastia;2018;3;6;906;;7674;195927;1351743,5;17,13628246;1;2;344;2660;49227;312160,5;10,72245383
2B501;Bastia;2019;3;6;906;;7944;218867;1480933,5;18,2713178;1;2;344;2881;58602;358751,5;11,78576385
2B501;Bastia;2020;3;6;906;;3800;53276;346353;9,194870644;1;2;344;1475;16324;96987,5;6,386016798
00751;Bayonne (partie française);2010;10;39;7083;1;64971;1221009;7592665,9;10,64338018;5;8;1412;10450;222382;1107172,4;14,06484901
00751;Bayonne (partie française);2011;9;38;6829;1;71226;1264668;8001788,8;10,10603252;5;11;1842;15148;443367;2450941;18,89266429
00751;Bayonne (partie française);2012;8;37;6600;1;65405;1183725;7403920,45;10,34999866;5;11;1842;15478;414544;2257595,3;17,20789329
00751;Bayonne (partie française);2013;9;38;6829;1;65272;1149316;7140982,65;10,0810879;5;11;1842;15486;423492;2309887,9;17,51910694
00751;Bayonne (partie française);2014;9;38;6829;1;66043;1193658;7333120,05;10,23826746;5;11;1842;15599;414698;2205111,7;17,02068103
00751;Bayonne (partie française);2015;9;38;6829;1;66060;1182416;7446610,95;10,16181684;6;12;2071;17073;422127;2317054,45;15,21278152
00751;Bayonne (partie française);2016;9;39;6920;1;66580;1241522;7739760,59;10,58151805;6;13;2162;17742;464804;2579824,35;16,07315019
00751;Bayonne (partie française);2017;9;39;6920;1;66569;1230617;7796253,16;10,4443409;6;13;2162;17385;436865;2426805;15,05664184
00751;Bayonne (partie française);2018;8;37;6724;1;65537;1189775;7392922,2;10,17576963;5;11;1966;16460;433584;2415505,2;15,40570444
00751;Bayonne (partie française);2019;9;40;7124;1;66114;1269797;8022132,1;11,00336488;5;11;1966;15276;407791;2332018,4;15,76777171
00751;Bayonne (partie française);2020;9;40;7072;1;34946;407563;2564829,22;6,636201846;5;13;2186;9539;191835;1079474,6;12,32257414
60501;Beauvais;2010;2;11;2118;1;15755;518362;3466442,6;17,38431407;2;11;2118;15755;518362;3466442,6;17,38431407
60501;Beauvais;2011;2;11;2118;1;15795;540328;3651722,8;17,96405912;2;11;2118;15795;540328;3651722,8;17,96405912
60501;Beauvais;2012;2;11;2118;1;15842;514287;3424907,6;17,09178417;2;11;2118;15842;514287;3424907,6;17,09178417
60501;Beauvais;2013;2;11;2118;1;15407;474699;3121202,68;16,2179974;2;11;2118;15407;474699;3121202,68;16,2179974
60501;Beauvais;2014;2;11;2118;1;15377;530291;3413011,16;18,15379949;2;11;2118;15377;530291;3413011,16;18,15379949
60501;Beauvais;2015;2;11;2118;1;15820;514226;3372103,9;17,08895044;2;11;2118;15820;514226;3372103,9;17,08895044
60501;Beauvais;2016;2;11;2118;1;16645;516915;3385474,05;16,495099;2;11;2118;16645;516915;3385474,05;16,495099
60501;Beauvais;2017;2;11;2118;1;17073;514704;3450795,2;16,10325526;2;11;2118;17073;514704;3450795,2;16,10325526
60501;Beauvais;2018;2;11;1800;1;21290;445665;2963670,84;13,16764105;2;11;1800;21290;445665;2963670,84;13,16764105
60501;Beauvais;2019;2;13;2315;1;22876;470080;3239191,65;11,55177312;2;13;2315;22876;470080;3239191,65;11,55177312
60501;Beauvais;2020;2;13;2313;1;11965;131908;913272;6,29240497;2;13;2313;11965;131908;913272;6,29240497
00555;Belfort;2010;1;14;2973;1;23365;499569;3132757,36;10,23365356;1;14;2973;23365;499569;3132757,36;10,23365356
00555;Belfort;2011;1;14;2973;1;23452;530040;3084496,06;10,84853497;1;14;2973;23452;530040;3084496,06;10,84853497
00555;Belfort;2012;1;14;2973;1;22774;504547;3087020,69;10,69142382;1;14;2973;22774;504547;3087020,69;10,69142382
00555;Belfort;2013;1;14;2973;1;23645;484481;3090583,05;9,905075196;1;14;2973;23645;484481;3090583,05;9,905075196
00555;Belfort;2014;1;14;2973;1;24484;497742;3272242,25;9,770866312;1;14;2973;24484;497742;3272242,25;9,770866312
00555;Belfort;2015;1;14;2973;1;23872;487437;3276526,7;9,872101784;1;14;2973;23872;487437;3276526,7;9,872101784
00555;Belfort;2016;1;14;2973;1;23666;493492;3363126,54;10,03380644;1;14;2973;23666;493492;3363126,54;10,03380644
00555;Belfort;2017;1;14;2973;1;25845;481801;3342276,43;8,865366134;1;14;2973;25845;481801;3342276,43;8,865366134
00555;Belfort;2018;1;14;2973;1;25434;468169;3217835,99;8,722688092;1;14;2973;25434;468169;3217835,99;8,722688092
00555;Belfort;2019;1;14;2973;1;24575;486372;3459165;9,377300959;1;14;2973;24575;486372;3459165;9,377300959
00555;Belfort;2020;1;14;2973;1;11642;153048;1105211,07;6,202892559;1;14;2973;11642;153048;1105211,07;6,202892559
00553;Bergerac;2010;2;8;1425;;8031;178173;1144778,35;13,07121886;2;8;1425;8031;178173;1144778,35;13,07121886
00553;Bergerac;2011;2;8;1425;;8252;188322;1270689,6;13,41709907;2;8;1425;8252;188322;1270689,6;13,41709907
00553;Bergerac;2012;2;8;1425;;8154;168356;1156739,15;12,19244769;2;8;1425;8154;168356;1156739,15;12,19244769
00553;Bergerac;2013;2;8;1425;;8017;154400;1053198,6;11,45364907;2;8;1425;8017;154400;1053198,6;11,45364907
00553;Bergerac;2014;2;8;1425;;8257;170471;1105047,45;12,06897406;2;8;1425;8257;170471;1105047,45;12,06897406
00553;Bergerac;2015;2;10;1509;1;9705;183090;1223573,45;12,04345352;2;10;1509;9705;183090;1223573,45;12,04345352
00553;Bergerac;2016;2;10;1509;1;12275;189575;1245666,95;10,82691162;2;10;1509;12275;189575;1245666,95;10,82691162
00553;Bergerac;2017;2;10;1509;1;12912;197377;1280943,65;10,9771039;2;10;1509;12912;197377;1280943,65;10,9771039
00553;Bergerac;2018;2;10;1509;1;13778;189148;1200508,15;10,04244258;2;10;1509;13778;189148;1200508,15;10,04244258
00553;Bergerac;2019;2;11;1594;1;14040;208323;1323097,43;10,77628259;2;11;1594;14040;208323;1323097,43;10,77628259
00553;Bergerac;2020;2;12;1597;1;6410;67254;419774,6;8,703101484;2;12;1597;6410;67254;419774,6;8,703101484
25602;Besançon;2010;4;22;3550;2;35767;997403;6365765,91;18,80265137;2;4;789;5333;108635;519715,6;15,02872661
25602;Besançon;2011;4;22;3550;2;36543;1005501;6312378,92;18,30770015;2;4;789;5449;111354;522246,6;14,89496318
25602;Besançon;2012;4;22;3550;2;36542;932886;5825857,95;17,1578021;2;4;789;5580;108101;494409,9;14,06151629
25602;Besançon;2013;4;22;3550;2;36238;860417;5449390,96;15,92894321;2;4;789;5576;108047;510164,9;14,02129791
25602;Besançon;2014;4;22;3550;2;36944;906260;5679741,96;16,38666349;2;4;789;5592;119023;559919,8;15,30399563
25602;Besançon;2015;4;25;4066;2;39226;878003;5594666,74;14,90784673;2;4;763;5181;104191;498503,7;15,11604964
25602;Besançon;2016;4;25;4092;2;42654;920630;5876391,42;14,1106712;2;4;789;5680;137364;666608,1;17,30788131
25602;Besançon;2017;4;25;4066;2;42520;876624;5732840,57;13,56394188;2;4;763;5799;123163;599165,9;16,24342386
25602;Besançon;2018;4;25;4066;2;42353;809404;5335142,72;12,61172124;2;4;763;5684;123589;606747,7;16,64915386
25602;Besançon;2019;4;25;4066;2;41100;836923;5690320,85;13,4190984;2;4;763;5505;107368;531185,8;14,66371302
25602;Besançon;2020;4;25;4066;2;22996;263841;1727173,72;7,540531202;2;4;763;3005;47603;235095,4;11,90860968
00752;Béthune;2010;6;20;4348;1;29249;538260;3140891,22;8,869984185;1;4;497;3674;34130;122800,3;7,438306516
00752;Béthune;2011;6;20;4348;1;26888;596374;3486007,25;10,89268376;1;4;497;3642;42783;158772,6;9,395897983
00752;Béthune;2012;6;20;4348;1;27810;561731;3291520,55;9,90020677;2;5;802;4081;72836;276483,6;12,01967744
00752;Béthune;2013;6;20;4348;1;28568;503894;2961973,85;8,533950165;2;5;802;3670;71259;264539,8;11,88618724
00752;Béthune;2014;6;20;4348;1;29630;587302;3476252,8;9,707584998;2;5;802;4569;79615;307390,6;11,85352047
00752;Béthune;2015;6;20;4348;1;29435;589938;3630964;9,847688655;2;5;802;4698;79048;306536,1;11,41825378
00752;Béthune;2016;5;19;4122;1;29718;600546;3670017,38;10,00515797;2;5;802;5002;86377;341308,2;11,90377425
00752;Béthune;2017;5;19;4122;1;29858;584702;3673746,99;9,674815138;1;4;497;4432;55300;210360,5;10,15051395
00752;Béthune;2018;5;19;4122;1;29807;595210;3808440,72;9,854145534;1;4;497;4510;54672;224192,5;9,733569527
00752;Béthune;2019;5;19;4144;1;29358;582298;3891844,46;9,734473478;1;4;497;4425;57900;241818;10,26430133
00752;Béthune;2020;6;28;5471;2;19810;201272;1243161,43;5,466632336;2;5;802;2729;28962;119365;7,259247005
34501;Béziers;2010;3;26;4108;2;34033;621016;4034193,55;11,46504764;1;5;655;4994;22937;117107,8;3,51976405
34501;Béziers;2011;3;26;4108;2;42629;691585;4563783,55;10,03554162;1;5;655;2715;8683;38702,2;2,435016223
34501;Béziers;2012;2;21;3453;2;39910;661777;4319503,15;10,2441594;;;;;;;
34501;Béziers;2013;2;21;3453;2;39781;631291;4091036,6;9,792760638;;;;;;;
34501;Béziers;2014;2;21;3453;2;40145;687824;4423864,05;10,5485839;;;;;;;
34501;Béziers;2015;2;21;3453;2;39834;690699;4547455,5;10,70215007;;;;;;;
34501;Béziers;2016;2;21;3453;2;39574;695485;4567229,19;10,8417748;;;;;;;
34501;Béziers;2017;2;21;3453;2;39769;700740;4757024,8;10,87665119;;;;;;;
34501;Béziers;2018;2;21;3453;2;40101;674302;4600467,74;10,39416473;;;;;;;
34501;Béziers;2019;2;21;3453;2;39924;702077;4956172,34;10,95447138;1;9;1462;16042;322798;2095105,6;12,78766988
34501;Béziers;2020;2;21;3423;2;20536;179699;1247906,33;5,440819331;1;9;1462;8427;85452;541642,8;6,370283342
41501;Blois;2010;2;12;2598;1;19343;471683;3399011,55;11,49710246;1;3;683;3491;61407;358759,4;7,805018792
41501;Blois;2011;2;12;2598;1;19443;479176;3379267,35;11,54561675;1;3;683;3670;68686;413620,8;8,307390125
41501;Blois;2012;2;12;2598;1;19148;453551;3186394;11,13532701;1;3;683;3596;62389;362676,1;7,668132554
41501;Blois;2013;2;12;2598;1;18781;435816;3019465,6;10,90174209;1;3;683;3423;62576;362869,8;8,07718868
41501;Blois;2014;2;12;2598;1;18997;472052;3218243,6;11,59834919;1;3;683;3548;66007;379184,5;8,090382046
41501;Blois;2015;2;12;2598;1;19061;452357;3186768,2;11,05505938;1;3;683;3565;60180;343926,4;7,318114218
41501;Blois;2016;2;14;2835;1;20875;469288;3296834,2;10,97818016;1;3;683;3823;74888;431193,3;8,678933467
