numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;numCinema;geolocalisation;;;numCommune;nomCommune;populationCommune;numDepartement;numUniteUrbaine;nomUniteUrbaine;populationUniteUrbaine;situationGeographique;;;;;AE;categorieAE;labelAE;;;zoneCommune;nbFilmsProgrammes;nbFilmsInedits;nbFilmsSemaine1;PdMentreesFilmsFR;PdMentreesFilmsUSA;PdMentreesFilmsEUR;PdMentreesFilmsAutres;nbFilmsAE;PdMentreesFilmsAE;latitude;longitude
57582;CINEMA LOUIS DAQUIN;76 RUE VICTOR HUGO;COMMUNE DE BLANC MESNIL;;FIXE;NON;57582;48.941761, 2.457313;;;93007;Le Blanc-Mesnil;55297;93;851;Paris;10706072;02-Grande Couronne;;;;;OUI;C;JPPR;;;B;139;101;25;53,46174078;32,97859426;10,23752681;3,322138146;63;38,27944806;48.941761;2.457313
61504;SALLE ANDRE MALRAUX;25 COURS DE LA REPUBLIQUE;COMMUNE DE BONDY;;FIXE;NON;61504;48.901598, 2.480089;;;93010;Bondy;53439;93;851;Paris;10706072;02-Grande Couronne;;;;;OUI;C;JP;;;B;132;87;6;61,74165457;25,3701016;6,966618287;5,921625544;79;47,11175617;48.901598;2.480089
67324;CASINO DE BOURBONNE;1 PLACE DES BAINS;CASINO DE BOURBONNE LES BAINS;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;67324;47.950629, 5.747761;;;52060;Bourbonne-les-Bains;2118;52;52101;Bourbonne-les-Bains;2118;06-autres communes et unités urbaines;;;;;NON;NON;;;;I;50;38;1;60,57290175;34,8839874;4,342595245;0,200515612;12;20,58435978;47.950629;5.747761
31544;L'OUSTAL;PLACE DU 8 MAI 1945;ASSOCIATION CINEFOL 31;SNC SAGEC - CINE 32 VEO;FIXE;NON;31544;43.350358, 1.474329;;;31033;Auterive;9417;31;31208;Auterive;9417;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;I;189;133;3;39,46842212;53,63634321;2,896043497;3,999191175;101;23,42447595;43.350358;1.474329
57172;REX;PLACE DES ARTS;COMMUNE DE BLAGNAC;SNC SAGEC - CINE 32 VEO;FIXE;NON;57172;43.636005, 1.384463;;;31069;Blagnac;23759;31;31701;Toulouse;948433;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;JP;;;B;154;100;1;75,1577549;23,58020591;1,26203919;0;97;47,35968117;43.636005;1.384463
36672;CINE VOGE;PLACE DE L HOTEL DE VILLE;CENTRE REGIONAL AUDIO VISUEL LORRAINE;;FIXE;NON;36672;48.003606, 6.264555;;;88029;La Vôge-les-Bains;1700;88;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;1;1;0;51,14289928;29,65393501;10,6400236;8,563142113;0;65,55571941;48.003606;6.264555
72881;SALLE GRAND ECRAN;4, RUE DU SOUVENIR;ASSOCIATION MAISON DES LOISIRS ET DE LA CULTURE;;FIXE;NON;72881;48.004696, 6.873744;;;88075;La Bresse;4243;88;88402;La Bresse;24384;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;82;65;0;66,34822804;17,16486903;9,98459168;6,502311248;33;42,65023112;48.004696;6.873744
33801;PATHE CAP SUD;ZONE COMMERCIALE CAP SUD;PATHE AVIGNON;LES CINEMAS GAUMONT PATHE;FIXE;OUI;33801;43.929048, 4.837198;;;84007;Avignon;92130;84;754;Avignon;456042;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;C;217;135;123;61,27412107;28,60163891;7,903780069;2,220459952;59;26,4604811;43.929048;4.837198
58272;CINE VILAR;RUE ST EPVRE;LE PETIT LORRAIN;;FIXE;NON;58272;48.883026, 6.051403;;;54079;Blénod-lès-Pont-à-Mousson;4563;54;54404;Pont-à-Mousson;24248;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;B;43;24;0;38,65467077;48,69112936;8,778958183;3,87524169;26;18,6898451;48.883026;6.051403
34182;STAR;49 RUE DE LA CONSTITUTION;CINE PINEL;;FIXE;NON;34182;48.684271, -1.35894;;;50025;Avranches;7766;50;50301;Avranches;15372;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;96;70;46;54,09551015;19,53517978;17,03021176;9,339098305;34;70,82686456;48.684271;-1.35894
37881;CAMERA;1O5 AV DU 11 NOVEMBRE;CAMERA CINEMA;;FIXE;NON;37881;43.137499, 5.752051;;;83009;Bandol;8122;83;757;Toulon;569793;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;46;33;3;58,10185185;36,11111111;3,472222222;2,314814815;15;79,97685185;43.137499;5.752051
89152;SELECT;32, RUE DES REMPARTS;COMMUNE DE CATEAU CAMBRESIS;ENT. REG. CIN. NORD PAS DE CALAIS;FIXE;NON;89152;50.106254, 3.54484;;;59136;Le Cateau-Cambrésis;7033;59;59208;Le Cateau-Cambrésis;7355;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;49;30;0;64,94205298;23,91349338;9,592301325;1,552152318;11;40,7388245;50.106254;3.54484
39428;CINEMA JEAN-LOUIS TRINTIGNANT;L ESPLANADE;COMMUNE DE BARJAC;;FIXE;NON;39428;44.307917, 4.346467;;;30029;Barjac;1576;30;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;145;95;2;63,58936484;25,70162482;5,926883309;4,782127031;95;51,07705564;44.307917;4.346467
44892;LES NOUVEAUX BLEUS;BOULEVARD DE VERDUN;COMMUNE DE BEAUMONT DE LOMAGNE;SNC SAGEC - CINE 32 VEO;FIXE;NON;44892;43.880921, 0.98659;;;82013;Beaumont-de-Lomagne;3744;82;82103;Beaumont-de-Lomagne;3744;06-autres communes et unités urbaines;;;;;OUI;E;;;;I;112;89;0;62,70923401;24,39862543;7,959206296;4,932934264;39;58,8848243;43.880921;0.98659
45372;CINEMA JEANNE D ARC;RUE JEANNE D ARC;FAMILLES RURALES FEDERATION REGIONALE DES PAYS DE LA LOIRE;SOGECI;FIXE;NON;45372;47.20201, -0.995912;;;49023;Beaupréau-en-Mauges;22965;49;49206;Beaupréau;22965;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;I;98;66;0;56,94802883;29,95016463;10,95710599;2,144700543;49;39,93058646;47.20201;-0.995912
47645;LUX;3 AVENUE DE LA LIBERTE;ASSOCIATION LOISIRS ET CULTURE;SUD CINE;FIXE;NON;47645;46.122277, 1.045319;;;87011;Bellac;4107;87;87202;Bellac;5191;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;C;124;91;1;43,94072219;45,64600292;8,123565018;2,289709873;58;44,08056773;46.122277;1.045319
59690;LA GRANGE DE LA TREMBLAYE;RUE DU PARC;COMMUNE DE BOIS D'ARCY;;FIXE;NON;59690;48.800013, 2.023763;;;78073;Bois-d'Arcy;14299;78;851;Paris;10706072;03-Petite couronne;;;;;NON;NON;;;;B;75;61;0;34,81672617;55,6166272;4,937966138;4,628680499;30;8,967516171;48.800013;2.023763
69641;BUXY;CENTRE COMMERCIAL VAL D'YERRES 2;ASSOCIATION DES CINEMAS INDEPENDANTS;SARL GPCI;FIXE;NON;69641;48.683571, 2.535014;;;91097;Boussy-Saint-Antoine;7027;91;851;Paris;10706072;03-Petite couronne;;;;;OUI;C;;;;B;121;91;63;74,28779246;19,90544308;5,079403564;0,727360892;48;28,99745424;48.683571;2.535014
73423;JEAN COCTEAU;3 RUE ANATOLE FRANCE;ASSOCIATION CINE 220;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;73423;48.608596, 2.303919;;;91103;Brétigny-sur-Orge;26215;91;851;Paris;10706072;03-Petite couronne;;;;;OUI;C;RDJPPR;;;B;179;110;11;41,09741634;50,2844916;6,128990896;2,489101167;94;14,79436466;48.608596;2.303919
50901;SALLE JEANNE D ARC;15 RUE DE LA MER;AVENIR BERNERIE CINEMA;SUD CINE;FIXE;NON;50901;47.079739, -2.03865;;;44012;La Bernerie-en-Retz;2834;44;44304;Pornic;19312;06-autres communes et unités urbaines;;;;;NON;NON;;;;B;70;58;4;52,31143552;19,02676399;15,2676399;13,39416058;23;57,71289538;47.079739;-2.03865
65861;LE BEAULIEU;26 RUE DE BEAULIEU;ASSOCIATION CINEMA LE BEAULIEU;SARL GPCI;FIXE;NON;65861;47.178021, -1.624832;;;44020;Bouguenais;18815;44;44701;Nantes;633690;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;JP;;;B;101;67;0;42,05273759;26,79912104;10,46511628;20,68302509;60;85,59787585;47.178021;-1.624832
86832;THEATRE DE DION;ROUTE DE SUCE;ASSOCIATION DEVELOPPEMENT CULTUREL CARQUEFOU;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;86832;47.279819, -1.508095;;;44026;Carquefou;19411;44;44701;Nantes;633690;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;39;33;0;65,21058127;19,93560738;9,328228333;5,525583014;10;48,70344588;47.279819;-1.508095
55532;CENTRE CULTUREL;RUE PIERRE DE COUBERTIN;ARTS ET TECHNIQUES;ARTEC;FIXE;NON;55532;44.637692, -0.974856;;;33051;Biganos;10258;33;33304;Biganos;17668;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;93;75;1;46,05840698;21,43149763;18,23608591;14,27400948;44;85,90448879;44.637692;-0.974856
86031;CENTRE CULTUREL DE L ESTRAN;123 AVENUE DE MAUBUISSON;ARTS ET TECHNIQUES;ARTEC;FIXE;NON;86031;45.069909, -1.142214;;;33097;Carcans;2388;33;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;71;64;3;62,72727273;31,22042341;5,168119552;0,884184309;22;38,18181818;45.069909;-1.142214
60942;LE FORUM;PLACE DU FORUM;COMMUNE DE BOISSY SAINT LEGER;;FIXE;NON;60942;48.754035, 2.502015;;;94004;Boissy-Saint-Léger;15922;94;851;Paris;10706072;02-Grande Couronne;;;;;NON;NON;;;;B;26;15;0;57,10924066;16,07385284;13,603041;13,21386551;11;75,57245;48.754035;2.502015
92329;UGC CINE CITE;8 PLACE DES 3 GARES;UGC CINE CITE;UGC DIFFUSION;FIXE;OUI;92329;49.048453, 2.010977;;;95127;Cergy;63395;95;851;Paris;10706072;03-Petite couronne;;;;;NON;NON;;;;B;233;132;129;61,45900581;28,40542285;3,873466753;6,262104584;91;12,20142027;49.048453;2.010977
61082;LE XENON;60 RUE GUILLET;CAVELAN ANDRE FERNAND ERNEST;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;61082;49.571514, 0.475348;;;76114;Bolbec;11679;76;76302;Bolbec;18045;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;53;45;13;51,43303137;44,17063309;2,913403961;1,482931573;9;9,71262603;49.571514;0.475348
85211;RIO CINEMA;ALLEES MARINES;ASSOCIATION SCENA RIO;SNC SAGEC - CINE 32 VEO;FIXE;NON;85211;43.641276, -1.432502;;;40065;Capbreton;8776;40;40301;Capbreton;12599;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;C;133;98;39;60,74510504;34,94316491;2,791168244;1,520561804;68;19,55008034;43.641276;-1.432502
88991;CINE 4;PLACE JASMIN;ASSOCIATION LES AMIS DE CINE 4;SNC SAGEC - CINE 32 VEO;FIXE;NON;88991;44.651621, 0.591622;;;47057;Castillonnès;1436;47;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;JP;;;R;145;107;0;42,59407526;39,71176942;9,767814251;7,926341073;80;63,01040833;44.651621;0.591622
68371;LE TRIANON;40 RUE DE LA MAIRIE;LE TRIANON;SAS CINE DIFFUSION;FIXE;NON;68371;48.162712, -0.971524;;;53039;Le Bourgneuf-la-Forêt;1792;53;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;90;67;0;48,6008067;43,8504462;4,826642145;2,722104955;50;20,66918849;48.162712;-0.971524
75694;MEGA CGR;RTE DE TULLE-ESPACE DES 3 PROVIN;CINEMA THEATRE LE SPLENDID;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;75694;45.165031, 1.542022;;;19031;Brive-la-Gaillarde;47349;19;554;Brive-la-Gaillarde;75329;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;125;91;89;55,19421861;28,8166215;8,220415537;7,768744354;20;31,88798555;45.165031;1.542022
80991;SALLE POLYVALENTE;SALLE POLYVALENTE;FEDERATION DEPARTEMENTALE DES FOYERS RURAUX DU LOT;SNC SAGEC - CINE 32 VEO;ITINERANT;NON;80991;44.530413, 1.555391;;;46040;Cabrerets;230;46;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;JP;;;R;64;23;0;54,30697919;22,92035269;13,19510448;9,577563643;43;80,52025911;44.530413;1.555391
81673;LE QUERCY;871 RUE EMILE ZOLA;SOCIETE CINEMATOGRAPHIQUE LE QUERCY;;FIXE;NON;81673;44.447834, 1.439163;;;46042;Cahors;19340;46;46401;Cahors;22764;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;RDJPPR;;;C;19;5;2;34,93619067;52,89015698;10,48705981;1,686592546;18;21,13228613;44.447834;1.439163
81080;SALLE MISTRAL;SALLE MISTRAL;THALIE;LES CINEMAS GAUMONT PATHE;ITINERANT;NON;81080;43.655944, 6.87474;;;6026;Cabris;1295;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;52;37;1;61,99543031;21,93450114;5,940594059;10,12947449;19;47,6770754;43.655944;6.87474
84761;OLYMPIA 5 A 9;5 RUE D ANTIBES;OLYMPIA;UGC MEDITERRANEE;FIXE;NON;84761;43.552366, 7.016598;;;6029;Cannes;74285;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;135;86;47;100;0;0;0;26;0;43.552366;7.016598
86930;JULIETTE GRECO;BOULEVARD LA COLLE BELLE;TOURNEE FAMILIA;SARL MC4 DISTRIBUTION;FIXE;NON;86930;43.772944, 7.193186;;;6033;Carros;12008;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;43;24;1;45,79508807;40,30017365;9,799057306;4,105680972;25;34,97891342;43.772944;7.193186
85323;ATMOSPHERE;3 RUE ANATOLE FRANCE;LES LUMIERES DE LA VILLE;SNC SAGEC - CINE 32 VEO;FIXE;NON;85323;44.574792, 2.081445;;;12052;Capdenac-Gare;4542;12;364;Figeac;16530;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;B;105;78;0;76,03045853;18,93726204;3,707995365;1,324284059;54;57,65601722;44.574792;2.081445
85861;CASINO;CASINO MUNICIPAL;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;SNC SAGEC - CINE 32 VEO;FIXE;NON;85861;43.120092, 0.309567;;;65127;Capvern;1325;65;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;81;66;0;68,0358158;24,50255827;7,347924957;0,113700966;48;38,34565094;43.120092;0.309567
93201;LE SEVIGNE;43 RUE DU MUGUET;LOISIRS CULTURE LE SEVIGNE-CESSON;SAS CINE DIFFUSION;FIXE;NON;93201;48.118209, -1.610628;;;35051;Cesson-Sévigné;17414;35;35701;Rennes;330871;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;;;;B;101;66;8;50,78844972;32,13188614;5,426991604;11,65267254;62;28,17939791;48.118209;-1.610628
99411;LA CHAPELLE ACHARD;SALLE DE LA MAIRIE;FAMILLES RURALES FEDERATION DEPARTEMENTALE DE VENDEE;SOGECIS;ITINERANT;NON;99411;46.587908, -1.642858;;;85152;Les Achards;4925;85;85125;La Mothe-Achard;4925;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;30;13;0;57,21137942;35,14224281;4,335097585;3,311280185;8;21,80449884;46.587908;-1.642858
101491;SALLE DES FETES;3 PLACE DU 8 MAI 1945;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;;ITINERANT;NON;101491;45.626941, 4.935433;;;69270;Chaponnay;4098;69;758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;JP;;;B;59;37;0;39,38249966;53,92341917;5,912093838;0,781987326;21;13,5971417;45.626941;4.935433
101692;ALPHA;24 AVENUE LAMARTINE;ASSOCIATION CINEMATOGRAPHIQUE CHARBONNIERES LES BAINS;GROUPEMENT DES SALLES FAMILIALES DE LYON (GSF);FIXE;NON;101692;45.780835, 4.739883;;;69044;Charbonnières-les-Bains;5003;69;758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;;;;B;91;66;2;55,70657233;34,74213368;5,7531186;3,798175386;52;31,63284305;45.780835;4.739883
102284;LES HALLES;PLACE ST PHILIBERT;ASSOCIATION AU FIL DU TEMPS;;FIXE;NON;102284;46.158309, 4.170764;;;42052;Charlieu;3694;42;42204;Charlieu;9321;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;C;134;92;12;40,86603518;50,135318;3,315290934;5,683355886;72;32,27334235;46.158309;4.170764
102531;CINÉMA DE CHARMOILLE;1 RUE DU CONOT;CINEMA DE CHARMOILLE;SARL MC4 DISTRIBUTION;FIXE;NON;102531;47.246351, 6.672576;;;25125;Charmoille;335;25;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;70;56;0;62,86764706;27,68382353;8,529411765;0,919117647;25;33,45588235;47.246351;6.672576
102853;LE TIVOLI;9 RUE DE LA CHAMPAGNY;ASSOCIATION D'EDUCATION POULAIRE CINEMA;SNC SAGEC - CINE 32 VEO;FIXE;NON;102853;46.435078, 4.273364;;;71106;Charolles;2758;71;71105;Charolles;2758;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;78;63;7;60,75520413;26,54510247;9,181862191;3,517831209;26;30,9504599;46.435078;4.273364
103922;SALLE BELLE EPINE;1 PLACE DE LA REPUBLIQUE;FAMILLES RURALES FEDERATION DEPARTEMENTALE DE VENDEE;;FIXE;NON;103922;46.647373, -0.742446;;;85059;La Châtaigneraie;2536;85;85123;La Châtaigneraie;3843;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;24;13;0;64,37487211;17,61817066;10,35400041;7,652956824;7;68,50828729;46.647373;-0.742446
104051;ATLANTIC CINE;PLACE ERNEST BREANT;EMERAUDE CINEMAS;SAS CINE DIFFUSION;FIXE;NON;104051;47.721188, -1.376037;;;44036;Châteaubriant;12067;44;44302;Châteaubriant;12067;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;134;83;36;57,14285714;29,8757764;7,722567288;5,258799172;64;24,49275362;47.721188;-1.376037
104091;ETOILE CINEMA;19 RUE DES FOSSES;SCENI QUA NON;;FIXE;NON;104091;47.064474, 3.93279;;;58062;Château-Chinon (Ville);2071;58;58101;Château-Chinon (Ville);2071;06-autres communes et unités urbaines;;;;;OUI;E;PR;;;I;96;73;0;65,34569983;31,25351321;1,658234963;1,742551996;63;31,25351321;47.064474;3.93279
104881;CGR CHATEAUROUX;86 AVENUE CHARLES DE GAULLE;CINEMOVIDA;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;104881;46.808819, 1.690195;;;36044;Châteauroux;43732;36;36501;Châteauroux;60779;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;153;110;93;46,60409395;47,06159796;2,782756344;3,55155174;52;13,64022262;46.808819;1.690195
104994;CINEMA THEATRE;13 PLACE DE L HOTEL DE VILLE;CINEMA THEATRE JEAN DE LA FONTAINE;;FIXE;NON;104994;49.046046, 3.402936;;;2168;Château-Thierry;14602;2;2401;Château-Thierry;21591;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;103;71;30;65,41719856;17,30300569;14,32052919;2,959266566;41;44,14529419;49.046046;3.402936
105091;MORCLAN 2OOO;MORCLAN 2000;SOCIETE DES CINEMAS DU CHABLAIS;;FIXE;NON;105091;46.278127, 6.859481;;;74063;Châtel;1224;74;74108;Abondance;3487;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;43;34;24;54,27023582;23,00828553;12,30082855;10,4206501;9;63,70299554;46.278127;6.859481
105652;REX;364 AVE DE LA DIVISION LECLERC;ASSOCIATION CHATENAY ACTION CULTURE;;FIXE;NON;105652;48.765842, 2.259825;;;92019;Châtenay-Malabry;33330;92;851;Paris;10706072;02-Grande Couronne;;;;;OUI;C;RDJPPR;;;B;113;76;45;69,41117764;23,85229541;1,19760479;5,538922156;73;27,69461078;48.765842;2.259825
105931;LE VENDELAIS;1 PLACE DE L EGLISE;ASSOCIATION CULTURELLE DU VENDELAIS;SAS CINE DIFFUSION;FIXE;NON;105931;48.22475, -1.179471;;;35072;Châtillon-en-Vendelais;1700;35;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;JP;;;R;69;49;1;59,60615184;33,95719749;5,191634795;1,245015868;35;20,23761087;48.22475;-1.179471
106072;L'Etoile;RUE A BAUDIN;VILLE DE CHATILLON SUR CHALARONNE;SNC SAGEC - CINE 32 VEO;FIXE;NON;106072;46.119679, 4.956909;;;1093;Châtillon-sur-Chalaronne;4914;1;1124;Châtillon-sur-Chalaronne;4914;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;117;87;1;40,40511727;57,14285714;1,918976546;0,533049041;68;29,10447761;46.119679;4.956909
107251;LUMIERE;PLACE YVES BRINON;ECRANPIC;SARL CINEODE;FIXE;NON;107251;49.622785, 3.220456;;;2173;Chauny;11831;2;2303;Chauny;17550;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;C;141;115;66;53,02706857;44,61617283;2,356758603;0;54;12,80847067;49.622785;3.220456
113523;CINEMA JEANNE MOREAU;22 RUE PAUL VAILLANT COUTURIER;COMMUNE DE CLAMART;;FIXE;NON;113523;48.802513, 2.263801;;;92023;Clamart;52645;92;851;Paris;10706072;02-Grande Couronne;;;;;OUI;C;RDJP;;;B;22;8;2;67,33466934;21,3760855;10,35404142;0,935203741;17;36,20574482;48.802513;2.263801
113611;CASINO;41 ROUTE DE PRESSURES;EDEN CINEMA SARL;;FIXE;NON;113611;47.458201, 3.515322;;;58079;Clamecy;3867;58;58107;Clamecy;4165;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;119;91;21;64,10517255;29,36849519;5,062993974;1,463338289;57;25,69841146;47.458201;3.515322
115891;GALAXY;57 AVENUE VICTOR HUGO;RAYLUMOND;;FIXE;NON;115891;45.69146, -0.322862;;;16102;Cognac;18654;16;16401;Cognac;26408;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;43;30;24;35,81602736;53,44185194;8,297703396;2,444417298;10;12,41265575;45.69146;-0.322862
117051;L'HELIOS;27 A 39 RUE DU BOURNARD;QUATRE CLUBS SARL;;FIXE;NON;117051;48.923159, 2.255372;;;92025;Colombes;85199;92;851;Paris;10706072;02-Grande Couronne;;;;;OUI;C;JPPR;;;B;138;96;66;48,88402027;41,8868958;3,039846638;6,1892373;70;22,3880597;48.923159;2.255372
117341;CENTRAL;43 RUE DU CENTRE;COMMUNE DE COLOMIERS;SNC SAGEC - CINE 32 VEO;FIXE;NON;117341;43.611008, 1.332576;;;31149;Colomiers;38801;31;31701;Toulouse;948433;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;RDJPPR;;;B;133;82;21;67,00545831;27,36683606;4,216073781;1,411631846;80;23,31074722;43.611008;1.332576
117921;LA COUPOLE;RUE JEAN FRANCOIS MILLET;SCENE NATIONALE DE SENART;;FIXE;NON;117921;48.659579, 2.566711;;;77122;Combs-la-Ville;22154;77;851;Paris;10706072;03-Petite couronne;;;;;NON;NON;;;;B;82;60;0;60,76023392;32,29532164;5,701754386;1,242690058;46;9,195906433;48.659579;2.566711
119305;PATHE;RUE DE L'HAUTIL;PATHE CONFLANS;LES CINEMAS GAUMONT PATHE;FIXE;OUI;119305;49.004829, 2.077668;;;78172;Conflans-Sainte-Honorine;35019;78;851;Paris;10706072;03-Petite couronne;;;;;NON;NON;;;;B;223;131;116;63,3812064;24,48091916;8,748461223;3,389413213;61;47,09889208;49.004829;2.077668
119331;LE CAPITOLE;PLACE EMILE ROUX;ASSOCIATION CULTURELLE EMILE ROUX;SNC SAGEC - CINE 32 VEO;FIXE;NON;119331;46.012696, 0.670482;;;16106;Confolens;2711;16;16102;Confolens;2711;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;143;99;0;60,09309718;33,34468665;3,837420527;2,72479564;78;57,44777475;46.012696;0.670482
120181;GAUMONT CITE EUROPE;1001 BOULEVARD DU KENT;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;120181;50.931939, 1.8108;;;62239;Coquelles;2519;62;62504;Calais;100640;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;177;114;99;56,68979756;16,72797582;19,15712893;7,425097699;44;73,3079904;50.931939;1.8108
121951;EDEN CINEMA;2 RUE SAINT AGNAN;EDEN CINEMA SARL;;FIXE;NON;121951;47.409738, 2.924065;;;58086;Cosne-Cours-sur-Loire;10388;58;58301;Cosne-Cours-sur-Loire;11508;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;117;93;11;57,7205549;29,44963279;6,011424427;6,818387886;43;43,6757639;47.409738;2.924065
122291;LA MALINE;LE MAIL;ASSOCIATION RETAISE DE DEVELOPPEMENT CULTUREL;SUD CINE;FIXE;NON;122291;46.191994, -1.426164;;;17121;La Couarde-sur-Mer;1199;17;17118;Ars-en-Ré;4467;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;115;89;2;52,7343245;36,10859729;8,235294118;2,921784098;63;17,23335488;46.191994;-1.426164
122720;SALLE DES FETES;SALLE DES FETES;CINE RURAL 60;;ITINERANT;NON;122720;49.412798, 1.840232;;;60164;Le Coudray-Saint-Germer;951;60;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;JPPR;;;R;64;29;0;39,73325924;55,00602019;4,519774011;0,740946559;30;15,26349912;49.412798;1.840232
123373;HEMISPHERE THEATER;23 RUE MARCEL CLAVIER;ZARATHUSHTRA;;FIXE;NON;123373;48.809696, 3.090876;;;77131;Coulommiers;15116;77;77402;Coulommiers;27344;03-Petite couronne;;;;;OUI;D;JP;;;C;43;30;19;100;0;0;0;11;68,40442338;48.809696;3.090876
125201;GERGOVIE;AVENUE DES DOMES;KALEIDOSCOPE;;FIXE;NON;125201;45.731555, 3.199146;;;63124;Cournon-d'Auvergne;19768;63;63701;Clermont-Ferrand;265892;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;;;;B;119;100;33;38,93928821;15,84089323;19,70225634;25,51756222;62;54,12886718;45.731555;3.199146
127232;ESPACE CULTUREL EOLE;16, RUE CENTRALE;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;;FIXE;NON;127232;45.745756, 4.718034;;;69069;Craponne;10979;69;758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;70;50;0;44,91091042;44,30070784;1,513302416;9,275079326;38;22,18696607;45.745756;4.718034
