numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;numCinema;geolocalisation;;;numCommune;nomCommune;populationCommune;numDepartement;numUniteUrbaine;nomUniteUrbaine;populationUniteUrbaine;situationGeographique;;;;;AE;categorieAE;labelAE;;;zoneCommune;nbFilmsProgrammes;nbFilmsInedits;nbFilmsSemaine1;PdMentreesFilmsFR;PdMentreesFilmsUSA;PdMentreesFilmsEUR;PdMentreesFilmsAutres;nbFilmsAE;PdMentreesFilmsAE;latitude;longitude
467301;SALLE GERARD PHILIPE;22 RUE LOUIS LEJEUNE;ASSOCIATION CINEMA GERARD PHILIPE;ENT. REG. CIN. NORD PAS DE CALAIS;FIXE;NON;467301;50.68623, 3.14461;;;59646;Wasquehal;20963;59;59702;Lille (partie française);1039397;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;101;67;0;35,30797165;56,74706763;5,761488752;2,183471976;50;9,622591162;50.68623;3.14461
469500;CINEMA GRENETTE;PLACE DE LA VICTOIRE;COMMUNE DE YSSINGEAUX;SNC SAGEC - CINE 32 VEO;FIXE;NON;469500;45.143821, 4.124759;;;43268;Yssingeaux;7122;43;43201;Yssingeaux;7122;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;I;134;104;17;48,67235079;32,71619976;11,27892814;7,332521315;57;45,95615104;45.143821;4.124759
701400;SUPERDEVOLUY REX;LE BOIS D'AUROUZE;CINEODE;SARL CINEODE;ITINERANT;NON;701400;44.6771389, 5.926679000000036;;;5139;Dévoluy;994;5;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;44;35;2;49,23231815;26,15152278;17,74477725;6,871381827;9;42,68814498;44.6771389;5.926679000000036
715100;CINEVAL;PLACE DU 8 MAI 1945;ASSOCIATION DU CINEMA DE VAUGNERAY;SARL MC4 DISTRIBUTION;FIXE;NON;715100;45.736994, 4.657674;;;69255;Vaugneray;5418;69;758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;;;;B;122;93;5;30,16406621;48,78503307;12,86768736;8,183213359;60;21,09840319;45.736994;4.657674
715700;AUDITORIUM;ROUTE DU CENTRE;CENTRE DEPARTEMENTAL DE PROMOTION DU CINEMA;;FIXE;NON;715700;45.398217, 6.56643;;;73015;Les Allues;1848;73;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;53;35;3;56,85456614;8,581603548;20,15728818;14,40654213;16;89,89992251;45.398217;6.56643
720500;CINE FESTIVAL;3 AVENUE DE VERDUN;CINEMA MODERNE;;FIXE;NON;720500;45.961254, 5.356402;;;1004;Ambérieu-en-Bugey;14127;1;1302;Ambérieu-en-Bugey;17920;06-autres communes et unités urbaines;;;;;OUI;E;RDJP;;;C;99;62;28;59,02623007;21,77267272;12,87502143;6,326075776;43;38,11074919;45.961254;5.356402
720551;MA JESTIC - ESPACE DES LUMIERES;16 RUE COURVOISIER;CINE 70;SARL CINE 70 (Turpin);FIXE;OUI;720551;47.634045, 6.139787;;;70550;Vesoul;15058;70;70401;Vesoul;28707;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;RDJP;;;C;285;166;114;40,63488337;46,94589536;9,25719428;3,162026984;144;20,4159086;47.634045;6.139787
720650;CINE LUMIERE;RUE DE LA SOCIETE FRANCAISE;CINE LUMIERE;CVL;FIXE;NON;720650;47.22562, 2.057905;;;18279;Vierzon;26919;18;18401;Vierzon;30159;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;143;115;74;100;0;0;0;55;0;47.22562;2.057905
720800;LES TOILES DU LAC;14 RUE DANIEL ROPS;J F R S A S;SAS JFR (Roupioz);FIXE;OUI;720800;45.693031, 5.895383;;;73008;Aix-les-Bains;29822;73;73601;Chambéry;187010;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;143;112;108;54,87684729;40,78817734;4,137931034;0,197044335;31;24,13793103;45.693031;5.895383
721100;AMPHI;1 ALLEE DES BROTTEAUX;LE PARIS;SARL LE PARIS (Bouquet);FIXE;OUI;721100;46.209005, 5.230481;;;1053;Bourg-en-Bresse;40819;1;1501;Bourg-en-Bresse;59778;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;156;125;99;57,64984227;34,4637224;7,886435331;0;56;19,63722397;46.209005;5.230481
721750;CGR ALBI;PLACE DE L'AMITIE ENTRE LES PEUP;CAP CINEMA ALBI;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;721750;43.923796, 2.144604;;;81004;Albi;49475;81;81502;Albi;74751;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;134;100;98;50,03189793;37,56778309;5,374800638;7,025518341;30;35,91706539;43.923796;2.144604
722000;LA MUSE;ROUTE DE LAVAUR;EIDOS;SNC SAGEC - CINE 32 VEO;FIXE;NON;722000;43.961546, 1.342434;;;82025;Bressols;3696;82;82501;Montauban;78084;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;RDJP;;;B;127;81;2;58,9064143;30,09463722;6,098843323;4,900105152;90;54,78443743;43.961546;1.342434
723560;LA BALEINE;59 Cours Julien;SHELLAC EXPLOITATION;;FIXE;NON;723560;43.2936968, 5.383868200000052;;;13055;Marseille;861635;13;759;Marseille - Aix-en-Provence;1585498;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;A;RDJPPR;;;C;108;42;33;33,89842877;55,41396983;7,67762615;3,009975244;85;11,24221824;43.2936968;5.383868200000052
723760;PATHE;21 PLACE DU GRAND OUEST;PATHE MASSY;LES CINEMAS GAUMONT PATHE;FIXE;OUI;723760;48.724173, 2.262676;;;91377;Massy;48363;91;851;Paris;10706072;03-Petite couronne;;;;;NON;NON;;;;B;155;105;101;43,20610687;49,3129771;1,221374046;6,259541985;33;20,45801527;48.724173;2.262676
724600;CINEVILLE;3 RUE CHARLES VANEL;CINEVILLE;SAS CINE DIFFUSION;FIXE;NON;724600;48.065518, -1.626459;;;35352;Vern-sur-Seiche;7871;35;35216;Vern-sur-Seiche;7871;06-autres communes et unités urbaines;;;;;NON;NON;;;;I;135;84;58;52,30064672;40,39978958;5,753937556;1,545626141;39;18,57690999;48.065518;-1.626459
724640;LE BORDEAU;18 RUE DE GENEVE;COMMUNE DE SAINT-GENIS-POUILLY;;FIXE;NON;724640;46.242665, 6.021223;;;1354;Saint-Genis-Pouilly;10824;1;652;Genève (SUI) - Annemasse (partie française);178404;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;77;36;0;8,006912442;13,99769585;6,970046083;71,02534562;50;75,89285714;46.242665;6.021223
483;ENTREPOT;7 ET 9 RUE FRANCIS DE PRESSENSE;MANUFACTURE A FILMS;;FIXE;NON;483;48.83393, 2.31652;;;75114;Paris 14e Arrondissement;139992;75;851;Paris;10706072;01-Paris;;;;;OUI;A;RDJP;;;C;210;76;18;45,32022788;19,95241971;15,17560884;19,55174357;159;84,67413761;48.83393;2.31652
721;MK2 ODEON COTE SAINT-MICHEL;7 RUE HAUTEFEUILLE;LES CINEMAS PATHE GAUMONT;SA MK2 VISION;FIXE;NON;721;48.852188, 2.342788;;;75106;Paris 6e Arrondissement;42428;75;851;Paris;10706072;01-Paris;;;;;OUI;A;RD;;;C;79;64;41;58,54137541;7,076759204;19,15484988;15,22701551;61;84,30197723;48.852188;2.342788
751;ST ANDRE DES ARTS;30 RUE ST ANDRE DES ARTS;SOCIETE CINEMA SAINT ANDRE DES ARTS;;FIXE;NON;751;48.853361, 2.34211;;;75106;Paris 6e Arrondissement;42428;75;851;Paris;10706072;01-Paris;;;;;OUI;A;;;;C;163;56;28;64,80367494;10,37952532;8,968609865;15,84818987;117;59,98578147;48.853361;2.34211
803;Bretagne;73 BD DU MONTPARNASSE;CINEMAS RYTMANN SAS;;FIXE;NON;803;48.843752, 2.324925;;;75106;Paris 6e Arrondissement;42428;75;851;Paris;10706072;01-Paris;;;;;NON;NON;;;;C;23;10;9;0;76,67775386;20,16239483;3,159851301;7;25,22011348;48.843752;2.324925
883;CHRISTINE CINEMA CLUB;4 RUE CHRISTINE;TRIOMPH CINEMA;;FIXE;NON;883;48.854455, 2.340132;;;75106;Paris 6e Arrondissement;42428;75;851;Paris;10706072;01-Paris;;;;;OUI;A;PR;;;C;242;5;2;8,246694257;74,78214057;15,24511288;1,726052286;223;90,52858248;48.854455;2.340132
2543;MAC MAHON;5/7 AV MAC MAHON;CINEMA MAC MAHON;;FIXE;NON;2543;48.875715, 2.294655;;;75117;Paris 17e Arrondissement;168533;75;851;Paris;10706072;01-Paris;;;;;NON;NON;;;;C;15;0;0;45,47581903;28,93915757;24,57098284;1,014040562;15;100;48.875715;2.294655
3211;LE CINEMA DES CINEASTES;7 AVENUE DE CLICHY;SARL DES AUTEURS REALISATEURS PRODUCTEURS ARP;SARL MC4 DISTRIBUTION;FIXE;NON;3211;48.884303, 2.326888;;;75117;Paris 17e Arrondissement;168533;75;851;Paris;10706072;01-Paris;;;;;OUI;A;RDJP;;;C;86;41;36;65,41074273;9,408157744;17,03838408;8,142715441;73;87,71529051;48.884303;2.326888
3222;PATHE WEPLER;132 -140 BOULEVARD DE CLICHY;LES CINEMAS PATHE GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;3222;48.883938, 2.328034;;;75118;Paris 18e Arrondissement;197580;75;851;Paris;10706072;01-Paris;;;;;NON;NON;;;;C;192;120;108;42,219971;40,62848857;14,53429474;2,617245695;57;34,51999285;48.883938;2.328034
5861;MK2 BASTILLE COTE BEAUMARCHAIS;3 BD R LENOIR 4/6 BD BEAUMARCHAI;MK2 CINEMAS;SA MK2 VISION;FIXE;NON;5861;48.854674, 2.369381;;;75111;Paris 11e Arrondissement;149834;75;851;Paris;10706072;01-Paris;;;;;OUI;A;RDJP;;;C;73;55;40;43,98760397;23,33293878;22,49792862;10,18152863;53;68,89587122;48.854674;2.369381
7711;GAUMONT MONTPARNOS;16 18 RUE D ODESSA;CINEMAS RYTMANN SAS;LES CINEMAS GAUMONT PATHE;FIXE;NON;7711;48.841914, 2.324596;;;75114;Paris 14e Arrondissement;139992;75;851;Paris;10706072;01-Paris;;;;;NON;NON;;;;C;86;74;25;53,12946301;29,58261925;9,177734933;8,110182805;48;62,85168523;48.841914;2.324596
8132;GAUMONT ALESIA;73 AVENUE DU GENERAL LECLERC;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;8132;48.828166, 2.327463;;;75114;Paris 14e Arrondissement;139992;75;851;Paris;10706072;01-Paris;;;;;NON;NON;;;;C;151;97;79;39,56023015;46,32582557;12,84577934;1,268164941;59;33,41427131;48.828166;2.327463
8531;LE GRAND ACTION;5 RUE DES ECOLES;ACTION RIVE GAUCHE;;FIXE;NON;8531;48.847537, 2.352122;;;75105;Paris 5e Arrondissement;59333;75;851;Paris;10706072;01-Paris;;;;;OUI;A;PR;;;C;167;14;11;20,87115107;53,71108661;19,06438205;6,35338027;129;83,35736704;48.847537;2.352122
9452;LE LOUXOR;170 BOULEVARD DE MAGENTA;CINELOUXOR;SARL EXHANTHUS;FIXE;NON;9452;48.883487, 2.349853;;;75110;Paris 10e Arrondissement;91770;75;851;Paris;10706072;01-Paris;;;;;OUI;A;RDJPPR;;;C;158;48;35;39,0362015;27,20368511;23,38628713;10,37382626;120;79,10116341;48.883487;2.349853
9700;PATHE BEAUGRENELLE;7 RUE LINOIS;PATHE BEAUGRENELLE;LES CINEMAS GAUMONT PATHE;FIXE;OUI;9700;48.848895, 2.282585;;;75115;Paris 15e Arrondissement;234994;75;851;Paris;10706072;01-Paris;;;;;NON;NON;;;;C;154;88;79;33,22300915;46,77282476;16,28438951;3,719776574;47;32,55489207;48.848895;2.282585
10184;REX;26 PLACE CLEMENCEAU;RD DIFFUSION;;FIXE;NON;10184;50.108677, 1.834667;;;80001;Abbeville;23278;80;80401;Abbeville;26023;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;RDJPPR;;;C;136;66;22;74,38202247;15,28089888;4,719101124;5,617977528;104;17,07865169;50.108677;1.834667
11854;CINEMA DE L'ESPACE;AVENUE ROOSEVELT;ASSOCIATION DU CINEMA DE LA PLAGE;;FIXE;NON;11854;49.048659, -1.595352;;;50003;Agon-Coutainville;2796;50;50203;Agon-Coutainville;7475;06-autres communes et unités urbaines;;;;;OUI;E;JPPR;;;C;98;78;2;56,06604121;25,33112583;9,464679912;9,138153054;51;39,79028698;49.048659;-1.595352
12101;L AIGLON;7 RUE DU DOCTEUR ROUYER;CINEMA L' AIGLON (EX CASINO DE JOINVILLE SARL);SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;12101;48.762976, 0.62734;;;61214;L' Aigle;8053;61;61301;L'Aigle;11190;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;133;87;13;20,43399638;79,56600362;0;0;73;0;48.762976;0.62734
12572;LE GOELAND;RUE DU GL LECLERC ET RUE PASTEUR;SOCIETE CINEMATOGRAPHIQUE LUCONNAISE;SUD CINE;FIXE;NON;12572;46.332847, -1.303138;;;85001;L' Aiguillon-sur-Mer;2121;85;85114;L'Aiguillon-sur-Mer;2792;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;118;79;8;61,14871044;27,44649716;6,356319737;5,048472654;43;65,9685385;46.332847;-1.303138
13413;CEZANNE;1 RUE MARCEL GUILLAUME;LE CEZANNE;LES CINEMAS GAUMONT PATHE;FIXE;OUI;13413;43.525387, 5.446893;;;13001;Aix-en-Provence;142668;13;759;Marseille - Aix-en-Provence;1585498;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;133;96;93;68,33696442;21,60493827;6,644880174;3,413217139;34;58,46042121;43.525387;5.446893
15682;SALLE POLYVALENTE;SALLE POLYVALENTE;CINEAMBUL 72;;ITINERANT;NON;15682;47.983405, 0.148339;;;72003;Allonnes;11128;72;72701;Le Mans;210018;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;77;31;0;55,51693316;30,59886781;8,948257027;4,935942;39;42,26338266;47.983405;0.148339
19702;IDEAL CINEMA;10 RUE EMILE VAMBROUK;FESTIVE ET CINEMATOGRAPHIQUE ANICHOISE;;FIXE;NON;19702;50.33114, 3.252155;;;59008;Aniche;10372;59;59701;Valenciennes (partie française);335992;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;80;53;0;47,32665238;38,27839889;7,119272432;7,275676302;20;27,30116434;50.33114;3.252155
19983;CINE ACTUEL MJC;3 RUE DU 8 MAI;MJC CENTRE ANNEMASSE;;FIXE;NON;19983;46.191752, 6.231982;;;74012;Annemasse;35234;74;652;Genève (SUI) - Annemasse (partie française);178404;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;RDJP;;;C;83;45;0;65,43181021;20,22905224;9,249737057;5,089400491;63;67,50029216;46.191752;6.231982
20203;NACELLES;BD DE L EUROPE;BAUCINE;;FIXE;NON;20203;45.242757, 4.670325;;;7010;Annonay;16698;7;7401;Annonay;27378;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;97;75;44;61,5720524;15,08976225;8,030082484;15,30810286;36;61,20815138;45.242757;4.670325
20672;CASINO;6 ET 8 BD DU 24 AOUT;LA COTENTINE;;FIXE;NON;20672;43.57983, 7.122516;;;6004;Antibes;74875;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;;;;B;117;89;63;39,25459647;52,6055896;5,996640331;2,143173595;52;13,63342686;43.57983;7.122516
20931;LE SELECT;10 AV DIVISION LECLERC;CENTRE CULTUREL MUNICIPAL D'ANTONY;;FIXE;NON;20931;48.753029, 2.304782;;;92002;Antony;61711;92;851;Paris;10706072;02-Grande Couronne;;;;;OUI;C;RDJPPR;;;B;204;155;89;60,30027933;28,46543296;6,110335196;5,123952514;143;30,20251397;48.753029;2.304782
22634;JEAN VILAR;1 RUE PAUL SIGNAC;COMMUNE D ARCUEIL;;FIXE;NON;22634;48.801352, 2.330702;;;94003;Arcueil;21516;94;851;Paris;10706072;02-Grande Couronne;;;;;OUI;C;RDJPPR;;;B;165;118;1;46,64944637;41,5096823;10,57238282;1,268488508;125;29,8662411;48.801352;2.330702
23301;JEAN GABIN;12-14 BOULEVARD LEON FEIX;COMMUNAUTE D AGGLOMERATION ARGENTEUIL BEZONS;;FIXE;NON;23301;48.946909, 2.249331;;;95018;Argenteuil;110388;95;851;Paris;10706072;03-Petite couronne;;;;;OUI;C;RDJP;;;B;77;43;0;79,67101179;5,276225947;8,845437616;6,207324643;63;88,85785227;48.946909;2.249331
23323;LE FIGUIER BLANC;3TER RUE GREGOIRE COLLAS;COMMUNAUTE D AGGLOMERATION ARGENTEUIL BEZONS;;FIXE;NON;23323;48.943679, 2.24855;;;95018;Argenteuil;110388;95;851;Paris;10706072;03-Petite couronne;;;;;OUI;C;RDJPPR;;;B;163;99;29;27,61741835;60,59720062;6,220839813;5,564541213;92;6,634525661;48.943679;2.24855
23561;L'ARGENTIS;PLACE NICOLAS LEBLANC;LES AMIS DU CINEMA;;FIXE;NON;23561;47.558659, 2.446881;;;18011;Argent-sur-Sauldre;2142;18;18101;Argent-sur-Sauldre;2142;06-autres communes et unités urbaines;;;;;NON;NON;;;;I;68;58;4;66,31148321;13,82361336;11,93035867;7,934544763;20;70,63076777;47.558659;2.446881
23933;FEMINA;8 BD EMILE ZOLA;LE CAPITOLE;SARL CINEPROFILMS;FIXE;NON;23933;43.674097, 4.627703;;;13004;Arles;52886;13;552;Arles;55766;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;87;66;56;67,84479032;18,55814959;4,896238651;8,700821444;10;57,19844358;43.674097;4.627703
23951;ACTES SUD LE MEJAN;23 QUAI MARX DORMOY;LE CAPITOLE;;FIXE;NON;23951;43.678479, 4.624726;;;13004;Arles;52886;13;552;Arles;55766;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;RDJPPR;;;C;149;82;44;61,55907226;22,50690781;11,20321527;4,730804655;109;43,20522482;43.678479;4.624726
26180;SALLE POLYVALENTE;ESPACE VEZINOIS;MONDES ET MULTITUDES;;ITINERANT;NON;26180;44.174083, 2.607518;;;12011;Arvieu;787;12;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;JP;;;R;52;33;0;68,59417242;20,32141784;6,323220186;4,761189546;22;59,22198859;44.174083;2.607518
26402;LA LOCOMOTIVE;PLACE DE L'ANCIENNE GARE;DORMOY SEBIRE AUDREY;;FIXE;NON;26402;47.546509, -2.910816;;;56005;Arzon;2095;56;56102;Arzon;2095;06-autres communes et unités urbaines;;;;;NON;NON;;;;I;115;87;22;52,41993394;39,36162574;6,462731581;1,755708746;52;20,24271147;47.546509;-2.910816
29563;CINE AUDUN;31 RUE LECLERC;MAISON DES JEUNES ET DE LA CULTURE D'AUDUN LE TICHE;;FIXE;NON;29563;49.470467, 5.957243;;;57038;Audun-le-Tiche;6753;57;366;Esch-sur-Alzette (LUX) - Villerupt (partie française);20247;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;5;0;0;68,12537856;23,0466384;7,843731072;0,984251969;2;48,51605088;49.470467;5.957243
30482;CHANTECLER;25 BD DES FONTAINES;ANCELOT PHILIPPE MARCEL;;FIXE;NON;30482;49.770863, 1.753271;;;76035;Aumale;2177;76;157;Aumale;2579;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;47;37;7;50,58891123;2,844010342;30,53720195;16,02987647;12;87,76213732;49.770863;1.753271
32771;L EMPIRE;JARDIN DE L HOTEL DE VILLE;COMMUNE D'AUXONNE;;FIXE;NON;32771;47.193943, 5.404892;;;21038;Auxonne;7743;21;21206;Auxonne;7743;06-autres communes et unités urbaines;;;;;NON;NON;;;;I;46;43;0;44,25734526;36,3024039;10,69562188;8,744628963;16;69,44605737;47.193943;5.404892
33122;VAUBAN;1 RUE DU MARECHAL FOCH;COMMUNE D'AVALLON;;FIXE;NON;33122;47.490254, 3.909327;;;89025;Avallon;6807;89;89203;Avallon;6807;06-autres communes et unités urbaines;;;;;OUI;E;RDJP;;;I;120;87;24;64,7020585;28,29902492;3,163596966;3,83531961;61;44,59371614;47.490254;3.909327
33772;UTOPIA REPUBLIQUE (UTOPIA 5);5 RUE FIGUIERE;FELICITE FILMS;;FIXE;NON;33772;43.947217, 4.806805;;;84007;Avignon;92130;84;754;Avignon;456042;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;B;RDPR;;;C;133;92;38;65,52676296;20,40498442;6,534975928;7,533276692;107;70,22798074;43.947217;4.806805
33912;LE FAMILIA;RUE EDOUARD DEPRET;ASSOCIATION GESTION CINEMA FAMILIA;;FIXE;NON;33912;50.408702, 2.824662;;;62065;Avion;18245;62;756;Douai - Lens;504537;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;37;22;1;67,02942362;20,30095392;8,51807067;4,151551794;18;57,71194411;50.408702;2.824662
34482;CASINO;ALLEES DU COULOUBRET;SOCIETE DU CASINO D'AX LES THERMES;SNC SAGEC - CINE 32 VEO;FIXE;NON;34482;42.72135, 1.838852;;;9032;Ax-les-Thermes;1231;9;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;79;59;0;63,05298979;20,04132231;5,785123967;11,12056393;41;58,81137579;42.72135;1.838852
35872;REX;RUE LASSUS NESTIER;CINEMAS REX;IMAGO;FIXE;NON;35872;42.788987, 0.591188;;;31042;Bagnères-de-Luchon;2384;31;31113;Bagnères-de-Luchon;3934;06-autres communes et unités urbaines;;;;;OUI;E;RDJP;;;C;81;64;31;51,84691721;31,58136543;12,22778646;4,343930901;39;42,83745291;42.788987;0.591188
35953;THEATRE VICTOR HUGO;14 AV VICTOR HUGO;COMMUNE DE BAGNEUX;;FIXE;NON;35953;48.804045, 2.321692;;;92007;Bagneux;39487;92;851;Paris;10706072;02-Grande Couronne;;;;;NON;NON;;;;B;30;12;2;35,03106968;43,40878828;13,54860186;8,011540169;15;9,809143364;48.804045;2.321692
36013;LE CIN'HOCHE;6 RUE HOCHE;ASSOCIATION BAGNOLETAISE DU CINEMA;;FIXE;NON;36013;48.869237, 2.417029;;;93006;Bagnolet;35881;93;851;Paris;10706072;02-Grande Couronne;;;;;OUI;C;RDJPPR;;;B;141;87;4;42,72438249;52,94693079;3,90070922;0,427977501;111;22,01027146;48.869237;2.417029
36071;CASINO DU LAC;6 AVENUE ROBERT  COUSIN;SOGECOM - CASINO DE BAGNOLES DE L  ORNE;;FIXE;NON;36071;48.557714, -0.418487;;;61483;Bagnoles de l'Orne Normandie;2697;61;61105;Bagnoles-de-l'Orne;3084;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;C;92;78;6;62,50965251;26,15186615;6,846846847;4,491634492;25;55,68854569;48.557714;-0.418487
37350;CINE TOILE;2 RUE DES COLOMBES;CINEMA CONFLUENCES MENNECY;;FIXE;NON;37350;48.528643, 2.388787;;;91045;Ballancourt-sur-Essonne;7538;91;91402;Ballancourt-sur-Essonne;35283;03-Petite couronne;;;;;NON;NON;;;;C;47;38;30;49,23102365;24,24342649;16,10716058;10,41838928;12;38,56457748;48.528643;2.388787
38501;CINEMA DE BARAQUEVILLE;PLACE RENE CASSIN;LES LUMIERES DE LA VILLE;SNC SAGEC - CINE 32 VEO;FIXE;NON;38501;44.277667, 2.43172;;;12056;Baraqueville;3141;12;12101;Baraqueville;3141;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;88;80;0;55,18987342;17,17657155;19,21905171;8,414503325;37;67,07573482;44.277667;2.43172
39131;LE REFUGE;LE REFUGE;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;;FIXE;NON;39131;42.8964384, 0.06247450000000754;;;65481;Barèges;176;65;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;65;56;4;64,57894737;20,42105263;11,57894737;3,421052632;15;38,78947368;42.8964384;0.06247450000000754
39442;L ODEON;RUE BARRI;POLYMAGES;;FIXE;NON;39442;43.558187, 6.006581;;;83012;Barjols;3051;83;83109;Barjols;3051;06-autres communes et unités urbaines;;;;;NON;NON;;;;I;7;0;0;61,0738255;30,79670924;5,969906906;2,159558346;5;31,23511583;43.558187;6.006581
39474;COLISEE;15 RUE NOTRE-DAME;LES OISEAUX;;FIXE;NON;39474;48.775088, 5.160512;;;55029;Bar-le-Duc;15548;55;55301;Bar-le-Duc;18845;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;C;129;101;79;76,53441845;14,03865717;1,085113598;8,341810783;46;40,35266192;48.775088;5.160512
39662;SELECT;AV DE LA REPUBLIQUE;CHAMPALAUNE BRUNO MAURICE GERARD;;FIXE;NON;39662;49.380918, -1.77881;;;50031;Barneville-Carteret;2218;50;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;71;57;15;49,55700864;43,77022473;6,072440804;0,600325827;28;16,51900288;49.380918;-1.77881
41142;REGENT;5  TER RUE CESAR CAMPINCHI;SOCIETE INSULAIRE CINEMATOGRAPHIQUE LE REGENT;SARL MC4 DISTRIBUTION;FIXE;NON;41142;42.697652, 9.448441;;;2B033;Bastia;44355;2B;2B501;Bastia;67699;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;96;66;57;33,44463196;49,49779147;12,60820911;4,449367463;27;26,43759468;42.697652;9.448441
42841;VOG;14 RUE DU PALAIS DE JUSTICE;BAZAS CULTURE CINEMA;SNC SAGEC - CINE 32 VEO;FIXE;NON;42841;44.432356, -0.21416;;;33036;Bazas;4734;33;33122;Bazas;4734;06-autres communes et unités urbaines;;;;;OUI;E;JPPR;;;I;153;110;2;59,65941343;30,69063387;8,230842006;1,419110691;90;67,98486282;44.432356;-0.21416
44005;SALLE DE LA CHAUDANNE;RUE DE LA FONDERIE;OFFICE DE TOURISME D'ARECHES BEAUFORT;SARL MC4 DISTRIBUTION;FIXE;NON;44005;45.717264, 6.575641;;;73034;Beaufort;2088;73;73106;Beaufort;3611;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;62;45;3;59,51340326;28,35810023;11,69386169;0,43463481;23;46,67346542;45.717264;6.575641
44042;CINEMA DE BEAUFORT EN VALLEE;PLACE NOTRE DAME;GRAND ECRAN;SAS CINE DIFFUSION;FIXE;NON;44042;47.440442, -0.217892;;;49021;Beaufort-en-Anjou;7104;49;49204;Beaufort-en-Vallée;7104;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;126;103;0;42,54663057;49,21780987;5,833834737;2,40172483;67;8,265643803;47.440442;-0.217892
44239;COUR DE L'ECOLE;COUR DE L'ECOLE;VILLERMAUX CYRILLE JOSEPH GERARD;;ITINERANT;NON;44239;44.368236, 4.268552;;;7028;Beaulieu;487;7;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;10;8;0;57,42024965;29,37586685;4,563106796;8,640776699;2;39,00138696;44.368236;4.268552
45132;BEAUMONT PALACE;6 AV ANATOLE FRANCE;COMMUNE DE BEAUMONT SUR OISE;SARL GPCI;FIXE;NON;45132;49.141412, 2.283076;;;95052;Beaumont-sur-Oise;9699;95;459;Persan - Beaumont-sur-Oise;37357;03-Petite couronne;;;;;OUI;D;JPPR;;;C;120;87;0;25,92268672;56,8479972;11,42207451;5,80724156;58;18,80356831;49.141412;2.283076
