numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;geolocalisation;nouvelleRegion;numDepartement;numCommune
25179;MAISON DU VAL D'AZUN;1PLACE DU VAL D'AZUN;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;;FIXE;NON;42.955828, -0.213947;Occitanie;65;65032
26662;L ALCAZAR;1 RUE DE LA STATION;ASSOCIATION DE GESTION DES CINEMAS D ASNIERES;;FIXE;NON;48.906327, 2.284046;Ile-de-France;92;92004
27573;CINEMA VENTURA;RUE SAMUEL DESBORDES;LE CENTRE CULTUREL DES PORTES DE L' ESSONNE;;FIXE;NON;48.7102, 2.388137;Ile-de-France;91;91027
29062;JEAN MARAIS;RUE DES ECOLES;ASSOCIATION CINEFOL 31;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.671301, 1.43582;Occitanie;31;31022
29123;CINE 32;73 AVENUE DE L'YSER;CINE 32;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.651097, 0.594265;Occitanie;32;32013
30761;CINEMA PARADISO THEATRE;RUE DE VERDUN;ASSOCIATION DU CINEMA PARADISO;;FIXE;NON;49.020149, -0.629742;Normandie;14;14027
32092;LE CLOS;LE CLOS;MC4  DISTRIBUTION;SARL MC4 DISTRIBUTION;FIXE;NON;45.1750733, 5.540751;Auvergne - Rhône-Alpes;38;38225
32363;ARLETTY;5 RUE PERNETTE;CINEMA ARLETTY;;FIXE;NON;46.95158, 4.296621;Bourgogne - Franche-Comté;71;71014
32651;MEGA CGR CASINO;1 BOULEVARD DU 11 NOVEMBRE;SOCIETE D EXPLOITATION CINEMATOGRAPHIQUE AUXERROISE;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;47.793473, 3.56576;Bourgogne - Franche-Comté;89;89024
32941;STUDIO 7;LE CHEMIN DES ECOLIERS;CINEMA STUDIO 7;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.543431, 1.565026;Occitanie;31;31036
33621;CAMEO;51 RUE DES PRES;ASSOCIATION LE SONHIR 3;SONHIR;FIXE;NON;50.124842, 3.926833;Hauts-de-France;59;59036
35272;LE CONCORDE;10 RUE DE L ABBE MUNIER;ASSOCIATION D' EDUCATION POPULAIRE ET SOCIALE;;FIXE;NON;48.447747, 6.736992;Grand-Est;54;54039
36352;FLANDRIA;45, RUE DES VIVIERS;OFFICE MUNICIPAL DE LA JEUNESSE ET DE LA CULTURE EDUCATION PERMA;ENT. REG. CIN. NORD PAS DE CALAIS;FIXE;NON;50.740146, 2.736651;Hauts-de-France;59;59043
39174;THEATRE MONTDORY;RUE DU GENERAL GIRAUD;COMMUNE DE BARENTIN;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;49.544612, 0.95126;Normandie;76;76057
40708;CINE POLE SUD;SCI MAPHI;CINE POLE SUD;SARL GPCI;FIXE;OUI;47.215304, -1.465696;Pays de la Loire;44;44009
41781;LE CELTIC;1 RUE DE LA LIBERATION;LES ENFANTS DE LA CLARTE;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;47.877156, -3.017589;Bretagne;56;56010
42201;STELLA CINEMA;14 RUE DES JUIFS;AEP LE FOYER BAUMOIS STELLA CINEMA;SARL MC4 DISTRIBUTION;FIXE;NON;47.353131, 6.359659;Bourgogne - Franche-Comté;25;25047
42621;MELIES;10/12 RUE GENAS DUHOMME;SOCIETE DU CINEMA LE MELIES;;FIXE;NON;49.278064, -0.70355;Normandie;14;14047
44131;CINEMA LE DUNOIS;11 RUE DE LA MAILLE D OR;COMMUNE DE BEAUGENCY;CVL;FIXE;NON;47.777284, 1.628684;Centre - Val-de-Loire;45;45028
45602;L'ORON;2 AV MICHEL VILLAZ;CLEMENCON BERNADETTE EPOUSE BRACOUD;SARL MC4 DISTRIBUTION;FIXE;NON;45.338891, 5.057286;Auvergne - Rhône-Alpes;38;38034
46613;CINEMA JEAN-CLAUDE CARRIERE;AVENUE DES JUSTES PARMI LES NATIONS;CINE2MA;;FIXE;NON;43.611508, 3.171558;Occitanie;34;34028
47476;PATHE BELFORT;1 BOULEVARD RICHELIEU;PATHE BELFORT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;47.63059, 6.861946;Bourgogne - Franche-Comté;90;90010
52141;PLAZZA VICTOR HUGO;6 RUE GAMBETTA;SAUCIER COLARD CHARLOTTE;;FIXE;NON;47.240015, 6.025346;Bourgogne - Franche-Comté;25;25056
52162;ESPACE PLANOISE;PLACE DE L' EUROPE;ASSOCIATION ESPACE BESANCON PLANOISE;;FIXE;NON;47.21818, 5.973484;Bourgogne - Franche-Comté;25;25056
54692;THEATRE PAUL ELUARD;162 RUE MAURICE BERTEAUX;THEATRE PAUL ELUARD;SARL GPCI;FIXE;NON;48.931156, 2.207081;Ile-de-France;95;95063
54931;ROBERT DOISNEAU;94 AVENUE DE LA REPUBLIQUE;ASSOCIATION MAISON DES JEUNES ET DE LA CULTURE BRETENOUX;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.92068, 1.841345;Occitanie;46;46029
57451;BON ACCUEIL;RUE DES CAPUCINS;ASSOCIATION BON ACCUEIL CINEMA;;FIXE;NON;48.589226, 6.84543;Grand-Est;54;54077
59351;LOUIS JOUVET;6, RUE CURIE;COMMUNE DE BOHAIN EN VERMANDOIS;SARL CINEODE;FIXE;NON;49.983958, 3.455918;Hauts-de-France;2;2095
59604;JEAN RENOIR;RUE DU GENERAL LECLERC;COMMUNE DE BOIS COLOMBES;;FIXE;NON;48.916548, 2.266897;Ile-de-France;92;92009
62804;UGC CINE CITE;13-15 RUE GEORGES BONNAC;UGC SAS;UGC DIFFUSION;FIXE;OUI;44.8405, -0.582021;Nouvelle Aquitaine;33;33063
64352;LE 7 EME ART;PLACE MARMONTEL;COMMUNE DE BORT LES ORGUES;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.401122, 2.498735;Nouvelle Aquitaine;19;19028
66761;STARS;18 RUE NATIONALE;L ETOILE;SAS AGORA CINEMAS;FIXE;NON;50.722562, 1.605722;Hauts-de-France;62;62160
66923;PATHE;26 RUE LE CORBUSIER;EUROPALACES NICE BOULOGNE;LES CINEMAS GAUMONT PATHE;FIXE;NON;48.837649, 2.239534;Ile-de-France;92;92012
67304;RIO BORVO;RUE DE LA PETITE MURETTE;CINEVASION;;FIXE;NON;46.618744, 3.759124;Bourgogne - Franche-Comté;71;71047
67711;CINEMA CLAUDE MILLER;PLACE DE L HOTEL DE VILLE;BENNAAMANE AHMED;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.953962, 1.755702;Nouvelle Aquitaine;23;23030
67904;CINEMA LES ECRINS;RUE GAMBETTA;LES CINEMAS ASSOCIES;;FIXE;NON;45.055549, 6.028706;Auvergne - Rhône-Alpes;38;38052
67981;LA  GRENETTE;COURS DE VERDUN;ALLIANCE BOURGUIGNONNE CINEMATOGRAPHIQUE;SARL LE PARIS (Bouquet);FIXE;NON;46.206273, 5.22595;Auvergne - Rhône-Alpes;1;1053
68423;KINEPOLIS;RUE THEOPHILE DIEDERICHS;KINEPOLIS BOURGOIN;KINEPOLIS;FIXE;OUI;45.590599, 5.277321;Auvergne - Rhône-Alpes;38;38053
68517;LE COEUR D'OR;RUE SAINT JEAN;B.S.M CINE;;FIXE;NON;45.622605, 6.777587;Auvergne - Rhône-Alpes;73;73054
72985;LE FAUTEUIL ROUGE;ZA BOCAPOLE;CINEMAS BOCAGE;;FIXE;NON;46.850232, -0.474956;Nouvelle Aquitaine;79;79049
74339;COSMO CINEMAS;AVENUE DU GENERAL BARBOT;COSMO;SARL CINEPROFILMS;FIXE;NON;44.900658, 6.632743;Provence-Alpes-Côte-d'Azur;5;5023
74471;LE DONJON;PLACE SAINTE ANNE;LETOURNEUR LANIEPCE MARGUERITE;;FIXE;NON;49.471445, -1.631851;Normandie;50;50082
75703;REX 1;3 BD DU GAL KOENIG;BRIVE MEDIA CULTURE;;FIXE;NON;45.158027, 1.529898;Nouvelle Aquitaine;19;19031
80981;LE NORMANDIE;9 AV PIAT;LA COMPAGNIE DES CINEMAS DE LA COTE;SAS CINE DIFFUSION;FIXE;NON;49.290634, -0.113862;Normandie;14;14117
82741;LE TEMPLE;RUE DU BARRY;COMMUNE DE CAMARES;;FIXE;NON;43.824209, 2.878911;Occitanie;12;12044
82752;SALLE POLYVALENTE;SALLE POLYVALENTE;CINEVAL;;ITINERANT;NON;44.162816, 4.889682;Provence-Alpes-Côte-d'Azur;84;84029
84382;CINEMA LE BEAULIEU;ROUTE D'INGRANDES;COMITE DES FETES DE CANDE;SAS CINE DIFFUSION;FIXE;NON;47.551609, -1.038715;Pays de la Loire;49;49054
84745;SALLE RAIMU;AVENUE DE LA BORDE;MJC CENTRE SOCIAL COEUR DE RANGUIN;SARL MC4 DISTRIBUTION;FIXE;NON;43.567121, 6.963836;Provence-Alpes-Côte-d'Azur;6;6029
84830;CANNET TOILES;1 RUE VICTORIEN SARDOU;COMMUNE LE CANNET;SARL MC4 DISTRIBUTION;FIXE;NON;43.576083, 7.017663;Provence-Alpes-Côte-d'Azur;6;6030
84831;CINETOILE ROCHEVILLE;2 AVENUE FRANKLIN ROOSEVELT;COMMUNE LE CANNET;SARL MC4 DISTRIBUTION;FIXE;NON;43.56912, 7.005225;Provence-Alpes-Côte-d'Azur;6;6030
84981;ESPACE CULTUREL FRANCOIS MITTERRAND;PARC GEORGES PIERRE;COMMUNE DE CANTELEU;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;49.452077, 1.037664;Normandie;76;76157
85981;FAVOLS;AVENUE VIGNAU-ANGLADE;ARTS ET TECHNIQUES;ARTEC;FIXE;NON;44.895434, -0.508506;Nouvelle Aquitaine;33;33096
86173;SLE COMMUNALE DU FOYER RURAL;31 RUE MARECHAL FOCH;LE CINEMA DU SOLEIL;SNC SAGEC - CINE 32 VEO;ITINERANT;NON;43.4765018, 6.182329100000061;Provence-Alpes-Côte-d'Azur;83;83032
87646;CINE LES CALANQUES;20 AVENUE EMMANUEL AGOSTINI;CENTRE CULTUREL EMMANUEL AGOSTINI;;FIXE;NON;43.215622, 5.538828;Provence-Alpes-Côte-d'Azur;13;13022
89644;MILLENIUM;PLACE DES MANTILLES;COMMUNE DE CAUDRY;;FIXE;NON;50.127719, 3.415275;Hauts-de-France;59;59139
90312;FEMINA;58 COURS GAMBETTA;LES CINEMAS DE CAVAILLON;;FIXE;NON;43.837243, 5.040229;Provence-Alpes-Côte-d'Azur;84;84035
90313;LA CIGALE;79 AV DU MARECHAL JOFFRE;LES CINEMAS DE CAVAILLON;;FIXE;NON;43.834515, 5.041736;Provence-Alpes-Côte-d'Azur;84;84035
94745;CINE TRISKELL;PLACE DU FOIRAIL;CINE AVENIR;;FIXE;NON;46.84884, -1.872212;Pays de la Loire;85;85047
94802;LE CHALL ENGER;PLACE LOUIS DUMOLLARD;COMMUNE DE CHALLES LES EAUX;;FIXE;NON;45.548622, 5.986578;Auvergne - Rhône-Alpes;73;73064
94922;ESPACE CINE;RUE FELIX FAURE;COMMUNE DE CHALONNES SUR LOIRE;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;47.353192, -0.764716;Pays de la Loire;49;49063
95041;NEF;5 RUE FRUCTIDOR;ANEMONE SARL;;FIXE;NON;46.781473, 4.853059;Bourgogne - Franche-Comté;71;71076
96533;JEAN GABIN;RUE PIERRE DE COUBERTIN;CINE MONTEREAU POINT COM;;FIXE;NON;48.398755, 2.80515;Ile-de-France;77;77079
96950;SALLE YVES RENAULT;4 RUE JEAN PERRIN;CINE-OFF;;FIXE;NON;47.341938, 0.723719;Centre - Val-de-Loire;37;37050
99051;CINE LUMIERE;8 RUE TRAVOT;ASSOCIATION GESTION DU CINEMA LE SULLY;SARL CINEODE;FIXE;NON;46.68832, -1.052512;Pays de la Loire;85;85051
104032;ETOILE;RUE DES TOURS CARREES;ASSOCIATION ETOILE CINEMA;SAS CINE DIFFUSION;FIXE;NON;48.110334, -1.405013;Bretagne;35;35068
104863;APOLLO;4 RUE ALBERT 1ER;ASSOCIATION POUR LA GESTION DES ESPACES CULTURELS;;FIXE;NON;46.810828, 1.697689;Centre - Val-de-Loire;36;36044
104933;SALLE SAINT JEAN;2 RUE POINCARÉ;COMMUNE DE CHATEAU SALINS;;FIXE;NON;48.822643, 6.507084;Grand-Est;57;57132
105092;LE CHAMOIS;95 ROUTE DE VONNES;SOCIETE DES CINEMAS DU CHABLAIS;;FIXE;NON;46.2662845, 6.84154239999998;Auvergne - Rhône-Alpes;74;74063
105404;LOFT CINEMAS;PLACE DU CHATELET;SARL CINEA;;FIXE;NON;46.820621, 0.544345;Nouvelle Aquitaine;86;86066
106031;CINEMA;7BIS RUE DE LA MAIRIE;THEATRE DE CHATILLON;;FIXE;NON;48.800675, 2.288049;Ile-de-France;92;92020
108592;FOYER CULTUREL;PLACE CAIL;CINE CHEF;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.108833, -0.068552;Nouvelle Aquitaine;79;79083
110372;STUDIO 31;31 PLACE D'ARIANE;LE CINEMA DE CHESSY;SARL GPCI;FIXE;NON;48.856412, 2.773682;Ile-de-France;77;77111
111071;VOX;AV DE JAGORNAC;ASSOCIATION SOU DES ECOLES LAIQUES DE LA VILLE DU CHEYLARD;SARL MC4 DISTRIBUTION;FIXE;NON;44.907088, 4.421455;Auvergne - Rhône-Alpes;7;7064
111583;FRANCOIS TRUFFAUT;2 RUE DE L ECOLE;ASSOCIATION FRANCOIS TRUFFAUT;;FIXE;NON;48.703333, 2.314917;Ile-de-France;91;91161
112095;CINEMOVIDA;ARCADES ROUGES;SOCIETE NOUVELLE D  ENTREPRISE DE SPECTACLES;;FIXE;OUI;47.061739, -0.881773;Pays de la Loire;49;49099
112811;LUMIERE;PLACE EVARISTE GRAS;SOCIETE DU KURSAAL CINEMA;;FIXE;NON;43.175703, 5.604941;Provence-Alpes-Côte-d'Azur;13;13028
113271;LE MAGNOAC;LE MAGNOAC;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;;FIXE;NON;43.257218, 0.483469;Occitanie;65;65148
114211;SALLE JEAN GIONO;LE BOURG;ECRAN VAGABOND DU TRIEVES;;FIXE;NON;44.814065, 5.63181;Auvergne - Rhône-Alpes;38;38113
114523;SALLE LEBRUN;7, PLACE CORROYER;COMMUNE DE CLERMONT;SARL CINEODE;FIXE;NON;49.377974, 2.414916;Hauts-de-France;60;60157
114717;LES AMBIANCES;7 RUE SAINT DOMINIQUE;LE PARIS;SARL MC4 DISTRIBUTION;FIXE;NON;45.778539, 3.081053;Auvergne - Rhône-Alpes;63;63113
115334;LE CONNETABLE;ZAC ILOT CHAMP DE FOIRE;CINEMA LE CONNETABLE;SAS CINE DIFFUSION;FIXE;NON;47.083295, -1.287262;Pays de la Loire;44;44043
115511;LES ARTS;PLACE DU MARCHE;COMMUNE DE CLUNY;;FIXE;NON;46.43482, 4.657216;Bourgogne - Franche-Comté;71;71137
115521;DANAY;71 ROUTE DE L' ETALE;DUO;;FIXE;NON;45.904524, 6.425393;Auvergne - Rhône-Alpes;74;74080
115565;CINETOILES;14 PLACE DES ALLOBROGES;CINEVALLEES;;FIXE;NON;46.058081, 6.580638;Auvergne - Rhône-Alpes;74;74081
116021;RAIMU;AVENUE GEORGE CLEMENCEAU;POLYMAGES;;FIXE;NON;43.250728, 6.537455;Provence-Alpes-Côte-d'Azur;83;83042
117025;M J C THEATRE DE COLOMBES;96, 98 RUE ST DENIS;MAISON DES JEUNES ET DE LA CULTURE DU THEATRE DE COLOMBES;;FIXE;NON;48.923862, 2.250041;Ile-de-France;92;92025
118073;THEATRE ALPHONSE THIVRIER;THEATRE ALPHONSE THIVRIER;UNION DEPARTEMENT ASSOCIATIONS D'ANIMATION MILIEU RURAL ALLIER;;ITINERANT;NON;46.287439, 2.74393;Auvergne - Rhône-Alpes;3;3082
119054;ROYAL;PLACE DE L HOTEL DE VILLE;LES FEUX DE LA RAMPE;;FIXE;NON;48.8506, -0.551002;Normandie;14;14174
120293;ARCEL;15 PLACE LEON CASSE;EDEN CASINO;SARL GPCI;FIXE;NON;48.603813, 2.469302;Ile-de-France;91;91174
120963;THEATRE DU CORMIER;123 RUE DE SAINT-GERMAIN;COMMUNE DE CORMEILLES EN PARISIS;;FIXE;NON;48.959824, 2.189151;Ile-de-France;95;95176
123914;ABEL GANCE;184 BD ST DENIS;ASSOCIATION ESPACE CARPEAUX;;FIXE;NON;48.901327, 2.271867;Ile-de-France;92;92026
125291;REX;PLACE VERCINGETORIX;ASSOCIATION COURPIERE CINEMA;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.755201, 3.536932;Auvergne - Rhône-Alpes;63;63125
127103;LA TURBINE;PLACE CHORUS;CENTRE DEPARTEMENTAL DE PROMOTION DU CINEMA;;FIXE;NON;45.904817, 6.100656;Auvergne - Rhône-Alpes;74;74010
128541;CINEMA DU PALAIS;40 ALLEE PARMENTIER;CINEMAS DU PALAIS;;FIXE;NON;48.786063, 2.444158;Ile-de-France;94;94028
128605;LE MORVAN;6 ET 8 RUE DE LA VERRERIE;GERARD DAVOINE ET SES ENFANTS;LES CINEMAS GAUMONT PATHE;FIXE;NON;46.805596, 4.420044;Bourgogne - Franche-Comté;71;71153
130633;REX;41 43 RUE DE LA CHALOTAIS;LES FEUX DE LA RAMPE;SAS CINE DIFFUSION;FIXE;NON;48.242699, -4.494348;Bretagne;29;29042
133681;SALLE PAULETTE DONZEL;SALLE PAULETTE DONZEL;URFOL FRANCHE COMTE;;ITINERANT;NON;47.049645, 6.481499;Bourgogne - Franche-Comté;25;25271
136672;LE MORNY;23 AV DU GENERAL DE GAULLE;EXPLOITATION CINEMATOGRAPHIQUE LECHANTEUR PERE ET FILS;;FIXE;NON;49.356857, 0.072039;Normandie;14;14220
138741;ELDORADO;21 RUE ALFRED DE MUSSET;LEAUREL;;FIXE;NON;47.314412, 5.048804;Bourgogne - Franche-Comté;21;21231
139022;SALLE DU FOYER COMMUNAL;SALLE DU FOYER COMMUNAL;COOPERATIVE REGIONALE DU CINEMA CULTUREL;;ITINERANT;NON;48.539414, 7.423392;Grand-Est;67;67098
141410;LE TREFLE;ZONE DE LOISIRS LE TRÈFLE;LE TREFLE;SAS CINEMA LE TREFLE (Letzugs);FIXE;OUI;48.521892, 7.500139;Grand-Est;67;67101
141631;HIPPODROME;PLACE DU BARLET;HIPPODROME DE DOUAI THEATRE D'ARRAS DIT TANDEM;;FIXE;NON;50.365337, 3.083696;Hauts-de-France;59;59178
141657;MAJESTIC;BOULEVARD DE LA RÉPUBLIQUE;MAJESTIC SA;SA MAJESTIC (Turpin);FIXE;OUI;50.375978, 3.075606;Hauts-de-France;59;59178
141712;LE K.;39 RUE LOUIS PASTEUR;LES TOILES DE MER;;FIXE;NON;48.088483, -4.329101;Bretagne;29;29046
142171;PARTERRE;SQUARE DE LAC MEGANTIC;ASSOCIATION DOURDANNAISE D'ANIMATION CULTURELLE;SARL GPCI;FIXE;NON;48.528741, 2.015215;Ile-de-France;91;91200
143720;OCINE MARINE;RUE DES FUSILIERS MARINS;AMC EUROPE;OCINE;FIXE;OUI;51.033536, 2.372294;Hauts-de-France;59;59183
143772;SALLE DES FETES;SALLE DES FETES;CENTRE REGIONAL PROMOTION IMAGE LE SENECHAL;SNC SAGEC - CINE 32 VEO;ITINERANT;NON;46.300709, 1.673061;Nouvelle Aquitaine;23;23075
144262;L'ORANGE BLEUE;7 RUE JEAN MERMOZ;COMMUNE DE EAUBONNE;;FIXE;NON;48.992968, 2.278288;Ile-de-France;95;95203
145241;MEGARAMA;1 RUE DES SOURCES;LES IMAGES;SAS AGORA CINEMAS;FIXE;OUI;47.278354, 5.995713;Bourgogne - Franche-Comté;25;25212
147471;CINEMA POUR TOUS;RUE DU CHATEAU;CINEMA POUR TOUS;SARL CINEODE;FIXE;NON;44.644532, 2.564434;Occitanie;12;12094
149362;LE MAJESTIC;6 RUE LELIEVRE;HUNEAU JEAN;;FIXE;NON;48.298541, -0.935976;Pays de la Loire;53;53096
149631;AMITIE;RUE JEAN PHILIPPE BAPST;ERSTEIN CINEMA;;FIXE;NON;48.421595, 7.661242;Grand-Est;67;67130
152732;LE KORRIGAN;4 BD LEGRIS;BOUCHERON JEAN LEON;;FIXE;NON;48.626357, -2.833902;Bretagne;22;22055
158201;LE ROC;71 RUE NATIONALE;CINEMA LE ROC BAR CONFISERIE;SARL GPCI;FIXE;NON;46.712066, -1.314796;Pays de la Loire;85;85089
158783;GERARD PHILIPE;8 RUE SAINT DENIS;ASSOCIATION OFFICE FERTOIS CULTURE ET LOISIRS;;FIXE;NON;48.5905665, -0.3580058000000008;Normandie;61;61168
160742;LE KID;22 RUE ST JACQUES;VILLE DE LA FLECHE;;FIXE;NON;47.699791, -0.080579;Pays de la Loire;72;72154
160923;VIKING;17-19 RUE ABBE LECORNU;CINEMAS LES 4 VIKINGS;SAS CINE DIFFUSION;FIXE;NON;48.749639, -0.563195;Normandie;61;61169
163150;MEGA CGR;LIEU DIT LES BRANDES;FONTAIMOND;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;46.529206, 0.279764;Nouvelle Aquitaine;86;86100
164003;CINEMA LE RENAISSANCE;RUE DE L ANCIEN HOPITAL;SOCIETE CINEMATOGRAPHIQUE LUCONNAISE;SARL CINEODE;FIXE;NON;46.466465, -0.803028;Pays de la Loire;85;85092
164112;LE KOSMOS;243TER AVENUE DE LA REPUBLIQUE;FONTENAY EN SCENES;;FIXE;NON;48.852329, 2.461111;Ile-de-France;94;94033
164731;CASINO;46 RUE EMMANUEL BROUSSE;CYAN LOISIRS;SARL GPCI;FIXE;NON;42.505205, 2.040244;Occitanie;66;66124
168071;CINE FRANCHEVILLE;MONTEE DES ROCHES;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;;FIXE;NON;45.73125, 4.765987;Auvergne - Rhône-Alpes;69;69089
169572;M J C;2 AV DU PARC DES SPORTS;MAISON DES JEUNES ET DE LA CULTURE DE FRESNES;;FIXE;NON;48.752796, 2.313077;Ile-de-France;94;94034
171650;7EME ART;ROUTE DU VILLAGE;STUDIO CINEMA;SARL CINEPROFILMS;FIXE;NON;42.657224, 9.423381;Corse;2B;2B120
171881;LE TAHITI;AV DE TAHITI;COMMUNE DE GACE;SARL GPCI;FIXE;NON;48.794527, 0.298902;Normandie;61;61181
172744;LE CLUB;RUE BON HOTEL;ASSOCIATION CONFERENCE JEANNE D'ARC;;FIXE;NON;44.55986, 6.07839;Provence-Alpes-Côte-d'Azur;5;5061
173083;LE ROCHER;AV MARX DORMOY;VILLE DE LA GARDE;;FIXE;NON;43.124317, 6.009199;Provence-Alpes-Côte-d'Azur;83;83062
174961;CINEMA DE GENCAY;PASSAGE DES 3 MARCHANDS;ASSOCIATION CINEMA DE GENCAY;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.374596, 0.404662;Nouvelle Aquitaine;86;86103
175404;ODEON;3 RUE JEAN JAURES;PANORAMIC 21;;FIXE;NON;47.241889, 5.217949;Bourgogne - Franche-Comté;21;21292
175513;CINEMA JEAN VIGO;1 RUE PIERRE ET MARIE CURIE;ASSOCIATION CENTRE DE LOISIRS;;FIXE;NON;48.928469, 2.293206;Ile-de-France;92;92036
177112;LE CLUB;PLACE DU PETIT CHATEAU;LES CINEMAS GIENNOIS;SARL GPCI;FIXE;NON;47.733433, 2.650054;Centre - Val-de-Loire;45;45155
177663;CINEMA DE LA COMMUNAUTE DE COMMUNE;53 BOULEVARD DU NORD;COMMUNAUTE DE COMMUNES DES COTEAUX ARRATS GIMONE;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.626338, 0.878691;Occitanie;32;32147
180261;GORRON CINEMA;23 BOULEVARD FAVRIE;VILLE DE GORRON;;FIXE;NON;48.413307, -0.814298;Pays de la Loire;53;53107
181351;JEANNE D ARC;RUE HUGOT DERVILLE;AEP OEUVRE DE JEANNE D'ARC;SAS CINE DIFFUSION;FIXE;NON;48.141023, -3.606192;Bretagne;56;56066
184213;VOG;RUE DES IRIS;SARL VOG;SARL MC4 DISTRIBUTION;FIXE;NON;43.544412, 4.131107;Occitanie;30;30133
185002;REX;13 RUE ST JACQUES;CINEMA REX;;FIXE;NON;45.189425, 5.728332;Auvergne - Rhône-Alpes;38;38185
187793;GETARI ENEA;77 RUE DE L EGLISE;GRAAC GETARI ENEA;;FIXE;NON;43.420117, -1.60616;Nouvelle Aquitaine;64;64249
188251;SALLE MUNICIPALE;222 AV GEORGES CLEMENCEAU;ASSOCIATION COMITE MUNICIPAL DES FETES;;FIXE;NON;44.932115, 4.875562;Auvergne - Rhône-Alpes;7;7102
188591;LES KORRIGANS;6 RUE SAINT NICOLAS;LES BALADINS;;FIXE;NON;48.559935, -3.148205;Bretagne;22;22070
189661;AQUITAINE;1 RUE CARNOT;GOSSE PHILIPPE;SAINT LOUIS;FIXE;NON;43.656112, -0.592314;Nouvelle Aquitaine;40;40119
191591;HARITZ BARNE;7 RUE YATS;ASSOCIATION ZABALKI;SAINT LOUIS;FIXE;NON;43.382881, -1.306533;Nouvelle Aquitaine;64;64256
192961;CINEMA DE LA PLAGE;34 RUE DE L AUMESLE;ASSOCIATION DU CINEMA DE LA PLAGE;;FIXE;NON;48.977726, -1.557167;Normandie;50;50231
194541;VARIETES;12 RUE DU THEATRE;COMMUNE DE HENDAYE;SAINT LOUIS;FIXE;NON;43.355543, -1.773311;Nouvelle Aquitaine;64;64260
195211;LE GEN ERIC;RUE DE L'OCEAN;CINEMA LE GEN'ERIC;SARL GPCI;FIXE;NON;47.414702, -1.655686;Pays de la Loire;44;44073
195741;CAFE DES IMAGES;4 SQUARE DU THEATRE;ASSOCIATION DU CAFE DES IMAGES;GAP;FIXE;NON;49.202885, -0.332513;Normandie;14;14327
199121;ARTHUS CINE;VENELLE CARN AR GUILLOU;ASSOCIATION ARTHUS CINE;SAS CINE DIFFUSION;FIXE;NON;48.363571, -3.746066;Bretagne;29;29081
199152;LE SIGNAL;L ALPE D HUEZ;SOCIETE DES CINEMAS HUEZ CHAMROUSSE;SAS AGORA CINEMAS;FIXE;NON;45.080667, 6.0585;Auvergne - Rhône-Alpes;38;38191
199153;PALAIS;AVENUE DE BRANDES;AGORA CINEMAS;SARL MC4 DISTRIBUTION;FIXE;NON;45.090313, 6.07033;Auvergne - Rhône-Alpes;38;38191
200262;LE CUBE;14 ROUTE DE CHINON;CINE-OFF;;FIXE;NON;47.125566, 0.414813;Centre - Val-de-Loire;37;37119
201482;LE CLUB;PLACE DE VERDUN;ASSOCIATION ETOILES ET TOILE;;FIXE;NON;49.320073, -1.104154;Normandie;14;14342
201661;OLYMPIA;6 RUE JEAN BART;FEDERATION DES ASSOCIATIONS LAIQUES D' EDUCATION POPULAIRE GERS;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.614931, 1.089434;Occitanie;32;32160
203311;STELLA;RUE DES TROIS SAPINS;AEP STELLA CINEMA;SAS CINE DIFFUSION;FIXE;NON;47.959564, -1.491109;Bretagne;35;35136
203910;MAJESTIC COMPIEGNE;PLACE JACQUES TATI;MAJESTIC COMPIEGNE;SA Majestic Compiegne (Meunier);FIXE;OUI;49.402871, 2.774688;Hauts-de-France;60;60325
204111;FOYER RURAL;FOYER RURAL;FEDERATION DEPARTEMENTALE DES FOYERS RURAUX DE MOSELLE;;ITINERANT;NON;48.842059, 6.241568;Grand-Est;54;54276
205213;CENTRE CULTUREL ESPACE MALRAUX;ALLEE ANDRE MALRAUX;CINE-OFF;;FIXE;NON;47.351751, 0.6454439999999977;Centre - Val-de-Loire;37;37122
