geolocalisation;latitude;longitude
45.501585, 5.142493;45.501585;5.142493
45.340205, 4.313068;45.340205;4.313068
45.51246, 4.263395;45.51246;4.263395
44.397257, 0.588996;44.397257;0.588996
44.398567, 0.590542;44.398567;0.590542
49.118217, -1.098287;49.118217;-1.098287
47.586452, 7.564551;47.586452;7.564551
43.074223, 5.927991;43.074223;5.927991
45.323346, 6.538468;45.323346;6.538468
44.833366, 5.59397;44.833366;5.59397
45.185764, 5.747373;45.185764;5.747373
48.793451, 2.514771;48.793451;2.514771
43.453509, 5.860383;43.453509;5.860383
47.180946, -2.149737;47.180946;-2.149737
42.366924, 9.53137;42.366924;9.53137
43.687155, 5.708539;43.687155;5.708539
48.400769, -0.099188;48.400769;-0.099188
48.687279, -3.992419;48.687279;-3.992419
48.651051, -2.83135;48.651051;-2.83135
48.431183, -4.623373;48.431183;-4.623373
47.135691, 2.548784;47.135691;2.548784
48.756508, 2.371928;48.756508;2.371928
45.855676, 3.547437;45.855676;3.547437
49.362347, 6.111437;49.362347;6.111437
45.881671, 6.325794;45.881671;6.325794
46.369762, 6.481305;46.369762;6.481305
47.734838, 3.292272;47.734838;3.292272
43.563857, 1.404136;43.563857;1.404136
50.524614, 1.585193;50.524614;1.585193
43.581932, 1.345083;43.581932;1.345083
45.065738, 4.834751;45.065738;4.834751
46.34852, -1.448152;46.34852;-1.448152
48.780183, 1.992423;48.780183;1.992423
46.46634, 1.038441;46.46634;1.038441
48.682507, 2.169714;48.682507;2.169714
48.675884, 2.175597;48.675884;2.175597
45.396194, 4.281269;45.396194;4.281269
45.550069, 2.312425;45.550069;2.312425
47.148814, 6.343241;47.148814;6.343241
44.384549, 4.991924;44.384549;4.991924
44.655637, 4.36656;44.655637;4.36656
47.670076, -2.792332;47.670076;-2.792332
48.837881, 2.157499;48.837881;2.157499
45.763741, 4.920277;45.763741;4.920277
43.723214, 7.110472;43.723214;7.110472
45.697279, 4.8697;45.697279;4.8697
48.754993, 2.269638;48.754993;2.269638
49.873882, 0.796808;49.873882;0.796808
43.387059, 0.055241;43.387059;0.055241
43.757919, 0.302664;43.757919;0.302664
43.991372, 3.607058;43.991372;3.607058
48.837867, -1.221993;48.837867;-1.221993
45.612006, 5.156182;45.612006;5.156182
43.701093, 7.311425;43.701093;7.311425
44.351282, 2.034728;44.351282;2.034728
44.788343, -0.532977;44.788343;-0.532977
50.616176, 3.139061;50.616176;3.139061
50.615793, 3.126269;50.615793;3.126269
49.254713, 3.092158;49.254713;3.092158
49.324649, -0.001154;49.324649;-0.001154
48.849453, 2.437319;48.849453;2.437319
43.733221, 5.808646;43.733221;5.808646
44.312781, 4.951099;44.312781;4.951099
48.201738, 5.943243;48.201738;5.943243
49.395324, 4.700053;49.395324;4.700053
45.348209, 2.438915;45.348209;2.438915
49.618891, 0.753617;49.618891;0.753617
44.72169, 5.924351;44.72169;5.924351
44.744571, -1.093117;44.744571;-1.093117
43.682089, 3.806546;43.682089;3.806546
46.697805, -1.426619;46.697805;-1.426619
46.673549, -1.425858;46.673549;-1.425858
43.123515, 5.948704;43.123515;5.948704
43.32208, 3.271565;43.32208;3.271565
48.797186, 2.469391;48.797186;2.469391
46.129437, 3.429201;46.129437;3.429201
48.784168, 2.039775;48.784168;2.039775
44.204672, 0.62747;44.204672;0.62747
43.887186, -0.501779;43.887186;-0.501779
44.618656, 4.384301;44.618656;4.384301
41.672626, 9.302129;41.672626;9.302129
44.665847, 1.193196;44.665847;1.193196
48.984111, 2.372423;48.984111;2.372423
48.7946166, 2.5525718999999754;48.7946166;2.5525718999999754
48.612354, -2.049568;48.612354;-2.049568
48.827796, 2.116072;48.827796;2.116072
48.718766, 2.589559;48.718766;2.589559
