numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;geolocalisation;nouvelleRegion;numDepartement;numCommune;nomCommune
407871;OCINE;RUE DU LION D'OR;OCINE;OCINE;FIXE;OUI;50.750679, 2.250328;Hauts-de-France;62;62765;Saint-Omer
408323;UTOPIA;1 PLACE MENDES-FRANCE;ASSOCIATION CINEMAS DES DEUX RIVES;;FIXE;NON;49.044334, 2.106823;Ile-de-France;95;95572;Saint-Ouen-l'Aumône
409142;CIRCUIT ALAIN RESNAIS;2 AVENUE MAS SALAT;OFFICE CULTUREL CLERMONTAIS;;ITINERANT;NON;43.528827, 3.517645;Occitanie;34;34281;Saint-Pargoire
409903;7 EME ART;ROUTE DE PIERRELATTE;LE NAVIRE;SARL CINEODE;FIXE;NON;44.353475, 4.739599;Auvergne - Rhone-Alpes;26;26324;Saint-Paul-Trois-Chateaux
411244;CENTRE CULTUREL COMMUNAL;37BIS AVENUE DE LA REPUBLIQUE;CINE-OFF;;FIXE;NON;47.389603, 0.719808;Centre - Val-de-Loire;37;37233;Saint-Pierre-des-Corps
412532;SAINT POURCINOIS;COUR DES BENEDICTINS;COMMUNAUTE DE COMMUNES SAINT POURCAIN SIOULE LIMAGNE;;ITINERANT;NON;46.307498, 3.289943;Auvergne - Rhone-Alpes;3;3254;Saint-Pourcain-sur-Sioule
414162;CINE PALACE;4 AV FAUCONNET;ASSOCIATION CINE PALACE;SARL MC4 DISTRIBUTION;FIXE;NON;43.788778, 4.829098;Provence-Alpes-Cote-d'Azur;13;13100;Saint-Remy-de-Provence
418633;CINEMA STAR;3 TRAVERSE DE LA GENDARMERIE;COMMUNE DE SAINT TROPEZ;SARL CINEPROFILMS;FIXE;NON;43.269837, 6.635574;Provence-Alpes-Cote-d'Azur;83;83119;Saint-Tropez
418992;CASINO MUNICIPAL;LE PERREY;CASINO DE SAINT VALERY EN CAUX;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;49.863, 0.706604;Normandie;76;76655;Saint-Valery-en-Caux
419082;CINE  GALAURE;AVENUE DESIRE VALETTE;ASSOCIATION DIFFUSION EXPLOITATION CINEMATOGRAPHIQUE SUD EST;SARL GPCI;FIXE;NON;45.176008, 4.816127;Auvergne - Rhone-Alpes;26;26333;Saint-Vallier
420443;AREVI;AV DU DOCTEUR LEMOYNE;COMMUNAUTE DE COMMUNES DU PAYS DE SAINT YRIEIX;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.51138, 1.20357;Nouvelle Aquitaine;87;87187;Saint-Yrieix-la-Perche
421441;LE MANOIR;11 TER AVENUE DES SABLES;ASSOCIATION CINEMA LE MANOIR;SUD CINE;FIXE;NON;46.465494, -1.62086;Pays de la Loire;85;85288;Talmont-Saint-Hilaire
421911;CINEMA JACQUES PERRIN;19 RUE BATAILLON BERTHIER;CINEMA MARIVAUX;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.898249, 4.4318;Auvergne - Rhone-Alpes;69;69243;Tarare
421923;CENTRE MULTIMEDIA;AVENUE PAUL JOUCLA;OFFICE DU TOURISME DU PAYS DE TARASCON;;FIXE;NON;42.846422, 1.603935;Occitanie;9;9306;Tarascon-sur-Ariege
422871;STUDIO CINE;207 RUE DE PARIS;STUDIO 207;;FIXE;NON;49.026312, 2.224754;Ile-de-France;95;95607;Taverny
423383;OLYMPIA CINE;2 RUE D'ORCHIES;LES TOILES DU NORD;;FIXE;NON;50.526289, 3.170036;Hauts-de-France;59;59586;Templeuve-en-Pevele
423561;CASINO;7, RUE MARCEAU;CENTRE D'ANIMATION CULTURELLE INTERCOMMUNALE DU TERNOIS;SARL CINEODE;FIXE;NON;49.657142, 3.298248;Hauts-de-France;2;2738;Tergnier
423865;CINE ROC;16 AVENUE JEAN JAURES;COMMUNE DE TERRASSON LA VILLEDIEU;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.131093, 1.301938;Nouvelle Aquitaine;24;24547;Terrasson-Lavilledieu
424194;GRAND ECRAN;CAP OCEAN;SARL GRAND ECRAN;STE D'EXPLOITATION GRAND ECRAN (FRIDMAN);FIXE;OUI;44.637099, -1.153746;Nouvelle Aquitaine;33;33529;La Teste-de-Buch
424465;RELAIS CULTUREL REGIONAL;51 RUE KLEBER;ASSOCIATION ARTS ET CULTURE PAYS THANNAIS;;FIXE;NON;47.805797, 7.101395;Grand-Est;68;68334;Thann
426533;AGORA;23 RUE PIERRE CHEVENARD;VEGA;;FIXE;NON;46.030249, 4.313447;Auvergne - Rhone-Alpes;69;69248;Thizy-les-Bourgs
427442;Salle Saint-Gobain;Place Saint-Gobain;COMMUNE DE THOUROTTE;;FIXE;NON;49.482001, 2.884056;Hauts-de-France;60;60636;Thourotte
427703;FOYER;1 BIS, RUE ALBERT SAMAIN;ASSOCIATION ARTS ET LOISIRS;SARL GPCI;FIXE;NON;50.471998, 3.073172;Hauts-de-France;59;59592;Thumeries
429814;CITEA;12 RUE DE RIGNY;CINE SPECTACLE;;FIXE;NON;48.676183, 5.893159;Grand-Est;54;54528;Toul
430222;A B C SALLE A;13 RUE ST BERNARD;ASSOCIATION POUR LA PROMOTION DU CINEMA ABC;;FIXE;NON;43.60903, 1.443975;Occitanie;31;31555;Toulouse
430771;STUDIOS DU FRESNOY SALLE;22 RUE DU FRESNOY;LE FRESNOY STUDIO NATIONAL DES ARTS CONTEMPORAINS;;FIXE;NON;50.699907, 3.155883;Hauts-de-France;59;59599;Tourcoing
431351;ESPACE SAINT MICHEL;ESPACE SAINT MICHEL;ASSOCIATION CINEFOL 31;;ITINERANT;NON;43.216817, 0.882662;Occitanie;31;31028;Aurignac
431771;MEGA CGR 2 LIONS;AVENUE MARCEL MERIEUX;TOURMOND;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;47.365422, 0.680755;Centre - Val-de-Loire;37;37261;Tours
433570;CINELAND;ZAC DU ROND PIONT DE BREZILLET;CINECRANS;SAS CINE DIFFUSION;FIXE;OUI;48.493105, -2.761907;Bretagne;22;22360;Tregueux
434402;JOACASINO;ESPLANADE LOUIS ARAGON;CASINO DU TREPORT;SARL CINEODE;FIXE;NON;50.061473, 1.367587;Normandie;76;76711;Le Treport
436453;CGR TROYES;RUE DES BAS TREVOIS;AUBOISE D EXPLOITATION CINEMATOGRAPHIQUE;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;48.291806, 4.080707;Grand-Est;10;10387;Troyes
437012;ATLANTIC;PLACE DES ANCIENS COMBATTANTS;DAVID;SARL GPCI;FIXE;NON;47.348261, -2.512088;Pays de la Loire;44;44211;La Turballe
437401;CHANTECLER;45 PLACE MONTMAIN;LES AMIS DU CINEMA;;FIXE;NON;45.754303, 6.417593;Auvergne - Rhone-Alpes;73;73303;Ugine
437630;ESPACE LE TREFLE;29, RUE D'ENSISHEIM;MAISON DES JEUNES ET DE LA CULTURE D' UNGERSHEIM;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;47.876905, 7.309221;Grand-Est;68;68343;Ungersheim
438001;ITSAS MENDI;RUE BERNARD DE CORAL;AEP LES AMIS DE LA JEUNESSE D URRUGNE;;FIXE;NON;43.36278, -1.696856;Nouvelle Aquitaine;64;64545;Urrugne
439271;LES VARIETES;72 RUE DE CHELLES;ASSOCIATION VAIROISE D'ANIMATION CULTURELLE;;FIXE;NON;48.874168, 2.632366;Ile-de-France;77;77479;Vaires-sur-Marne
439721;LES ARCADES;PLACE DES CHALANDS;CENTRE D'ACTION CULTUREL DU VAL DE REUIL;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;49.271387, 1.212255;Normandie;27;27701;Val-de-Reuil
439901;APOLLO;RUE DES LIMOUSINS;COMMUNE DE VALENCE D'AGEN;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.107657, 0.889685;Occitanie;82;82186;Valence
439941;LE NAVIRE;9 BD D ALSACE;LE NAVIRE;;FIXE;NON;44.93274, 4.89523;Auvergne - Rhone-Alpes;26;26362;Valence
441861;GARENNE;12 RUE ALEXANDRE LE PONTOIS;SOCIETE RENNAISE DE DIFFUSION CINEMATOGRAPHIQUE;SAS CINE DIFFUSION;FIXE;NON;47.654885, -2.756096;Bretagne;56;56260;Vannes
444091;LE SCHUSS;AVENUE DU PERE TASSE;COMMUNE DE CHAMROUSSE;SARL MC4 DISTRIBUTION;FIXE;NON;45.111573, 5.875976;Auvergne - Rhone-Alpes;38;38567;Chamrousse
446494;CINE VENDOME;2 RUE DARREAU;SARL CINE VENDOME;;FIXE;NON;47.802972, 1.06936;Centre - Val-de-Loire;41;41269;Vendôme
446901;LE SLALOM;ALPES DE VENOSC;OFFICE DU TOURISME DES DEUX ALPES;SARL MC4 DISTRIBUTION;FIXE;NON;44.995012, 6.117879;Auvergne - Rhone-Alpes;38;38253;Les Deux Alpes
450171;CINE VAILLANT;RUE DU GENERAL DE GAULLE;ASSOCIATION CINE VAILLANT;SARL GPCI;FIXE;NON;47.167104, -1.467908;Pays de la Loire;44;44215;Vertou
452571;AMPHI;8/10 RUE ROCHEBRUN;SOCIETE CINEMA LE PARIS;SARL LE PARIS (Bouquet);FIXE;OUI;45.520383, 4.86896;Auvergne - Rhone-Alpes;38;38544;Vienne
454671;LA TRACE;430 ROUTE DE LA VEILLAZ DEVANT;LA TRACE;SARL MC4 DISTRIBUTION;FIXE;NON;46.216827, 6.440326;Auvergne - Rhone-Alpes;74;74301;Villard
455071;CINEMA JEAN PERRIN;RUE DE BUGEY;VILLE DE VILLARS LES DOMBES;SARL CINEODE;FIXE;NON;45.999263, 5.031235;Auvergne - Rhone-Alpes;1;1443;Villars-les-Dombes
457562;LE KINO CINE;UNIVERSITE CHARLES DE GAULLE;KINO CINE;;FIXE;NON;50.608989, 3.134086;Hauts-de-France;59;59009;Villeneuve-d'Ascq
457861;ANDRE MALRAUX;28 AVENUE DE VERDUN;ASSOCIATION POUR LE CINEMA SALLE ANDRE MALRAUX;;FIXE;NON;48.935662, 2.333275;Ile-de-France;92;92078;Villeneuve-la-Garenne
460135;RIO;6 RUE GEORGES CLEMENCEAU;ASSOCIATION POLE DE L'IMAGE;;FIXE;NON;49.469111, 5.928509;Grand-Est;54;54580;Villerupt
462321;LE VINCENNES;30 AV DE PARIS;LE VINCENNES;;FIXE;NON;48.845095, 2.434268;Ile-de-France;94;94080;Vincennes
463643;AURORE CINEMA;19 BD DE LAVAL;AURORE DE VITRE;SAS CINE DIFFUSION;FIXE;NON;48.123858, -1.200713;Bretagne;35;35360;Vitre
464706;PASS R L;RUE DES FABRIQUES;LE ROYAL;;FIXE;NON;45.364057, 5.593001;Auvergne - Rhone-Alpes;38;38563;Voiron
468741;SALLE MICHEL BONNET;SALLE MICHEL BONNET;MARLY SCOPE CINEMA;;ITINERANT;NON;49.150597, 6.146816;Grand-Est;57;57751;Woippy
576000;PATHE ATLANTIS;8 ALLEE LA PEROUSE;PATHE NANTES;LES CINEMAS GAUMONT PATHE;FIXE;OUI;47.222987, -1.628379;Pays de la Loire;44;44162;Saint-Herblain
700000;MEGA CGR;RUE DE L'INDUSTRIE - ZI NORD;GEORRAY;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;45.683172, 4.766021;Auvergne - Rhone-Alpes;69;69027;Brignais
702550;LOUIS NODON;RUE FERDINAND BUISSON;ECRAN VILLAGE;;FIXE;NON;44.89487, 4.642625;Auvergne - Rhone-Alpes;7;7338;Vernoux-en-Vivarais
703700;LE PALMYR;AVENUE PIERRE SIBARD;COMMUNE DES MATHES;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.714055, -1.142718;Nouvelle Aquitaine;17;17225;Les Mathes
704450;CENTRE CULTUREL;ESPACE JEAN PAUL DE ROCCA SERRA;STUDIO CINEMA;;FIXE;NON;41.592115, 9.276211;Corse;2A;2A247;Porto-Vecchio
720450;MEGARAMA;12 BOULEVARD MOISE FOGLIA;LUMINA 2000;SAS AGORA CINEMAS;FIXE;OUI;47.489082, 6.838484;Bourgogne - Franche-Comte;25;25031;Audincourt
720600;MEGA CGR CENTRE;ALLEE DE GLAIN;KORIC;SARL LES FILMS DE LA ROCHELLE;FIXE;NON;43.485068, -1.471948;Nouvelle Aquitaine;64;64102;Bayonne
720750;CGR MONTAUBAN;ZONE DU FUTUROPOLE;CAP  CINEMA MONTAUBAN;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;43.973656, 1.38232;Occitanie;82;82121;Montauban
720850;MEGA CGR;1 PLACE SCHEURER KESTNER;SOCIETE D'EXPLOITATION CINEMATOGRAPHIQUE;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;48.081767, 7.355074;Grand-Est;68;68066;Colmar
721000;UGC CINE CITE CONFLUENCE;1 RUE MONTROCHET;UGC CINE CITE;UGC DIFFUSION;FIXE;OUI;45.738623, 4.82112;Auvergne - Rhone-Alpes;69;69123;Lyon
721450;PATHE CHAMBERY LES HALLES;4 RUE DERRIERE LES MURS;PATHE CHAMBERY;LES CINEMAS GAUMONT PATHE;FIXE;OUI;45.566568, 5.91835;Auvergne - Rhone-Alpes;73;73065;Chambery
722040;CGR LESCAR;180 BOULEVARD DE L'EUROPE;LESCARMOND;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;43.319282, -0.433455;Nouvelle Aquitaine;64;64335;Lescar
722200;AURECINEMA;PLACE DES HETRES;AURECINEMA;;FIXE;NON;45.370156, 4.199354;Auvergne - Rhone-Alpes;43;43012;Aurec-sur-Loire
722241;EUROPACORP CINEMAS;54 RUE CHANTERAC;CINEMA LA JOLIETTE;LES CINEMAS GAUMONT PATHE;FIXE;OUI;43.36065, 5.330055;Provence-Alpes-Cote-d'Azur;13;13055;Marseille
723960;CAP CINEMA MANOSQUE;2 ESPACE SOUBEYRAN;CAP CINEMA MANOSQUE;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;43.836195, 5.779884;Provence-Alpes-Cote-d'Azur;4;4112;Manosque
724760;ECRAN 7;AVENUE DU CHaTEAU D'EAU;ECRAN 7;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.578553, 1.262865;Occitanie;31;31526;La Salvetat-Saint-Gilles
724800;GALAXY;1 RUE DE LA BELLE ALLEE;CIDECO;;FIXE;NON;44.97498, 5.575891;Auvergne - Rhone-Alpes;38;38090;Chateau-Bernard
12;UGC GEORGE V;146 AVENUE DES CHAMPS ELYSEES;UGC SAS;UGC DIFFUSION;FIXE;OUI;48.873073, 2.298394;Ile-de-France;75;75108;Paris 8e Arrondissement
54;GAUMONT CHAMPS ELYSEES MARIGNAN;27/33 AVENUE DES CHAMPS ELYSEES;LES CINEMAS PATHE GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;NON;48.869654, 2.306873;Ile-de-France;75;75108;Paris 8e Arrondissement
311;GRAND REX;5 BD POISSONNIERE;THEATRE LE REX;UGC DIFFUSION;FIXE;NON;48.86872, 2.347608;Ile-de-France;75;75102;Paris 2e Arrondissement
612;UGC MAILLOT;PALAIS CONGRES PL PORTE MAILLOT;PARAFRANCE COMMUNICATION;UGC DIFFUSION;FIXE;NON;48.878512, 2.282965;Ile-de-France;75;75117;Paris 17e Arrondissement
741;LUXEMBOURG;67 69 RUE MONSIEUR LE PRINCE;CINEPOQUE;;FIXE;NON;48.84824, 2.340797;Ile-de-France;75;75106;Paris 6e Arrondissement
814;LUCERNAIRE FORUM;53 RUE NOTRE DAME DES CHAMPS;LE LUCERNAIRE FORUM;;FIXE;NON;48.844244, 2.330407;Ile-de-France;75;75106;Paris 6e Arrondissement
1031;PUBLICIS ELYSEES;133 AV DES CHAMPS ELYSEES;EUROPALACES ETOILE;;FIXE;NON;48.872794, 2.296984;Ile-de-France;75;75108;Paris 8e Arrondissement
2982;CAUMARTIN;101 RUE ST LAZARE;CINEVOG SARL;;FIXE;NON;48.87561, 2.32791;Ile-de-France;75;75109;Paris 9e Arrondissement
4731;MK2 QUAI DE SEINE;14 QUAI DE LA SEINE;MK2 QUAI DE SEINE;SA MK2 VISION;FIXE;NON;48.885073, 2.371493;Ile-de-France;75;75119;Paris 19e Arrondissement
6212;MK2 NATION;133 BOULEVARD DIDEROT;MK2 CINEMAS;SA MK2 VISION;FIXE;NON;48.848213, 2.39311;Ile-de-France;75;75112;Paris 12e Arrondissement
6611;UGC CINE CITE BERCY;2 COUR SAINT-EMILION;UGC CINE CITE ILE DE FRANCE;UGC DIFFUSION;FIXE;OUI;48.833595, 2.38604;Ile-de-France;75;75112;Paris 12e Arrondissement
7491;GAUMONT AQUABOULEVARD;8/16 RUE DU COLONEL PIERRE AVIA;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;48.830408, 2.276322;Ile-de-France;75;75115;Paris 15e Arrondissement
8361;ESPACE SAINT MICHEL;7 PLACE ST MICHEL;SOCIETE DE DIFFUSION AUDIOVISUELLE;;FIXE;NON;48.853093, 2.344228;Ile-de-France;75;75105;Paris 5e Arrondissement
8425;QUARTIER LATIN I;9 RUE CHAMPOLLION;CINE SORBONNE;;FIXE;NON;48.849504, 2.342788;Ile-de-France;75;75105;Paris 5e Arrondissement
8513;REFLET MEDICIS 2;7 RUE CHAMPOLLION;LES ECRANS DE PARIS;;FIXE;NON;48.849591, 2.342836;Ile-de-France;75;75105;Paris 5e Arrondissement
8621;LES FAUVETTES;58 AVENUE DES GOBELINS;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;NON;48.833574, 2.353775;Ile-de-France;75;75113;Paris 13e Arrondissement
9802;CLUB DE L ETOILE;14 RUE TROYON;SOCIETE CINEMATOGRAPHIQUE THEATRALE ET AUDIOVISUELLE CTAV 14;;FIXE;NON;48.876113, 2.295345;Ile-de-France;75;75117;Paris 17e Arrondissement
9920;PATHE;30 AVENUE CORENTIN CARIOU;PATHE LA VILLETTE;LES CINEMAS GAUMONT PATHE;FIXE;OUI;48.897016, 2.385181;Ile-de-France;75;75119;Paris 19e Arrondissement
10192;CGR ABBEVILLE LA SUCRERIE;2 RUE DE MENCHECOURT;ABBEVILLE CINE;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;50.115049, 1.824393;Hauts-de-France;80;80001;Abbeville
10552;SALLE CHARLES CHAPLIN;ESPACE CULTUREL ALAIN POHER 7 AVENUE AUGUSTE DURU;LES BORDS DE SCENES;;FIXE;NON;48.724181, 2.420302;Ile-de-France;94;94001;Ablon-sur-Seine
12612;CINEMA MODERNE;CHEMIN DU CINEMA;VILLE D'AIGURANDE;;FIXE;NON;46.431926, 1.830697;Centre - Val-de-Loire;36;36001;Aigurande
13161;ESPACE CULTUREL AREA;6 PLACE DU CHATEAU;OCINE;;FIXE;NON;50.639733, 2.390569;Hauts-de-France;62;62014;Aire-sur-la-Lys
13513;VICTORIA;36 AV VICTORIA;VICTORIA;SAS JFR (Roupioz);FIXE;NON;45.68994, 5.909791;Auvergne - Rhone-Alpes;73;73008;Aix-les-Bains
13622;ESPACE CULTUREL VILLENEUVE;ROUTE DE CHALLANS;ASSOCIATION CINE AIZENAY;;FIXE;NON;46.744249, -1.6164029999999912;Pays de la Loire;85;85003;Aizenay
13683;ESPACE CULTUREL MUNICIPAL;BOULEVARD PASCAL ROSSINI;ASSOCIATION LATINITA;;FIXE;NON;41.915976, 8.731036;Corse;2A;2A004;Ajaccio
13685;ESPACE DIAMANT;BOULEVARD PASCAL ROSSIMI;VILLE D AJACCIO;;FIXE;NON;41.915976, 8.731036;Corse;2A;2A004;Ajaccio
14033;LE CASINO;29 RUE DE BOULAN;BLED ALAIN JOSEPH CHARLES;;FIXE;NON;50.004652, 2.648257;Hauts-de-France;80;80016;Albert
14222;CASSE MASSION;LA RUA;SYNDICAT INITIATIVE ALBIEZ;SARL MC4 DISTRIBUTION;FIXE;NON;45.217522, 6.343043;Auvergne - Rhone-Alpes;73;73013;Albiez-Montrond
15792;LE MOTTARET;STATION DE MERIBEL;GERARD DAVOINE ET SES ENFANTS;;FIXE;NON;45.404713, 6.578019;Auvergne - Rhone-Alpes;73;73015;Les Allues
16573;LA FACADE 1;RUE BLAISE PASCAL;COMMUNE D'AMBERT;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.547184, 3.745498;Auvergne - Rhone-Alpes;63;63003;Ambert
17545;GAUMONT;RUE DE L'EUROPE;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;49.244796, 6.132187;Grand-Est;57;57019;Amneville
18291;PALACE;19 R SELLENICK / AV REPUBLIQUE;LE PALACE;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;49.246748, 1.416469;Normandie;27;27016;Les Andelys
18861;LES 400 COUPS;12 RUE CLAVEAU;CYBELE;;FIXE;NON;47.472132, -0.553522;Pays de la Loire;49;49007;Angers
18866;PATHE;AVENUE DES DROITS DE L'HOMME;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;47.478647, -0.549339;Pays de la Loire;49;49007;Angers
20311;SALLE DE CINEMA;LE BOURG;ASSOCIATION ANOST CINEMA;;FIXE;NON;47.068237, 4.09482;Bourgogne - Franche-Comte;71;71009;Anost
21532;LE CESAR;RUE SCUDERY;JOUVE MICHELE;SARL LES FILMS DE LA ROCHELLE;FIXE;NON;43.875034, 5.396362;Provence-Alpes-Cote-d'Azur;84;84003;Apt
22636;MEGARAMA;8 AVENUE SALVADOR ALLENDE;CINEARCUEIL;SAS AGORA CINEMAS;FIXE;NON;48.810228, 2.328168;Ile-de-France;94;94003;Arcueil
23392;L EAU VIVE;AVENUE CHARLES DE GAULLE;CINEMAS G LAMIC;SARL MC4 DISTRIBUTION;FIXE;NON;44.792274, 6.558372;Provence-Alpes-Cote-d'Azur;5;5006;L' Argentiere-la-Bessee
23513;EDEN PALACE;8 RUE BARBES;ASSOCIATION EDEN PALACE;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.588805, 1.51986;Centre - Val-de-Loire;36;36006;Argenton-sur-Creuse
24246;CINEMA LES LUMIERES;RUE DE LA GARE;MLPA;UGC DIFFUSION;FIXE;NON;50.686113, 2.894624;Hauts-de-France;59;59017;Armentieres
26132;ST MICHEL;RUE ST MICHEL;UNION SAINT MICHEL;SAINT LOUIS;FIXE;NON;43.10327, -0.430803;Nouvelle Aquitaine;64;64062;Arudy
27834;PALACE;11 AV LOUIS DELFIEU;REYNAUD ROGER ANDRE;;FIXE;NON;43.292517, 5.566079;Provence-Alpes-Cote-d'Azur;13;13005;Aubagne
28462;CINE DOME;AVENUE LAVOISIER;SOCIETE DES CINEMAS D'AUBIERE;LES CINEMAS GAUMONT PATHE;FIXE;OUI;45.756523, 3.143499;Auvergne - Rhone-Alpes;63;63014;Aubiere
31236;CRISTAL;1 PLACE DE LA PAIX;SOCIETE DES CINEMAS D AURILLAC;LES CINEMAS GAUMONT PATHE;FIXE;NON;44.92393, 2.442797;Auvergne - Rhone-Alpes;15;15014;Aurillac
31331;LES ECRINS;OFFICE MUNICIPA DE TOURISME;SKI CLUB AURIS EN OISANS;;FIXE;NON;45.037556, 6.081406;Auvergne - Rhone-Alpes;38;38020;Auris
33791;UTOPIA MANUTENTION 1;4 RUE DES ESCALIERS SAINTE ANNE;FELICITE FILMS;;FIXE;NON;43.951249, 4.808538;Provence-Alpes-Cote-d'Azur;84;84007;Avignon
35861;LE MAINTENON;RUE ALFRED ROLLAND;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;;FIXE;NON;43.062858, 0.15111;Occitanie;65;65059;Bagneres-de-Bigorre
36122;CASINO;14 RUE DU CASINO;SOCIETE D EXPLOITATION DES CINEMAS CONSTANT;SARL CINEPROFILMS;FIXE;NON;44.16605, 4.620681;Occitanie;30;30028;Bagnols-sur-Ceze
36282;SALLE MUNICIPALE CLAUDE PLAN;SALLE MUNICIPALE CLAUDE PLAN;CINE PLAN;;ITINERANT;NON;43.662182, 4.013467;Occitanie;34;34022;Baillargues
40293;LE VAGABOND;3 BIS BD DE LA REPUBLIQUE;IMPACT CINE VIDEO;;FIXE;NON;48.230581, 4.709869;Grand-Est;10;10033;Bar-sur-Aube
41134;STUDIO CINEMAS;1 RUE DE LA MISERICORDE;STUDIO CINEMA;SARL CINEPROFILMS;FIXE;NON;42.695783, 9.447861;Corse;2B;2B033;Bastia
42717;L'ATALANTE;3 QUAI AMIRAL SALA;CINEMA L'ATALANTE;;FIXE;NON;43.495508, -1.471382;Nouvelle Aquitaine;64;64102;Bayonne
44502;LE CINEMA DE BEAULIEU;RUE ALBERT 1ER;GRAND CASINO DE BEAULIEU;SARL MC4 DISTRIBUTION;FIXE;NON;43.705177, 7.329524;Provence-Alpes-Cote-d'Azur;6;6011;Beaulieu-sur-Mer
45471;THEATRE SAINT MARTIN;THEATRE SAINT MARTIN;CINE LIGUE HAUTS DE FRANCE;;ITINERANT;NON;50.427424, 1.879935;Hauts-de-France;62;62100;Beaurainville
47950;VARIETES;42 RUE DE LA REPUBLIQUE;COMMUNE DE BELLEGARDE SUR VALSERINE;;FIXE;NON;46.107207, 5.825389;Auvergne - Rhone-Alpes;1;1033;Bellegarde-sur-Valserine
48241;STUDIO;3 RUE DES POMMIERS;DAVOINE ET COMPAGNIE;SARL MC4 DISTRIBUTION;FIXE;NON;45.57230759999999, 6.741789599999947;Auvergne - Rhone-Alpes;73;73150;La Plagne Tarentaise
52174;MEGARAMA BEAUX  ARTS;3 RUE GUSTAVE COURBET;MEGARAMA BEAUX ARTS;SAS AGORA CINEMAS;FIXE;OUI;47.240272, 6.023995;Bourgogne - Franche-Comte;25;25056;Besancon
52619;LE MARILYN;PLACE NOEL BLACHE;CINEMA LE MARILYN;;FIXE;NON;43.349529, 6.177013;Provence-Alpes-Cote-d'Azur;83;83018;Besse-sur-Issole
53461;TRISKEL;2 RUE DU TREGOR;EVEIL TRISKEL;SAS CINE DIFFUSION;FIXE;NON;48.183726, -1.649328;Bretagne;35;35024;Betton
57221;CINEMA ST LAURENT;9 RUE DU 11 NOVEMBRE;ASSOCIATION  CINEMA SAINT LAURENT;SARL GPCI;FIXE;NON;47.476369, -1.763766;Pays de la Loire;44;44015;Blain
57821;COLONNES;RUE DU DOCTEUR CASTERA;ETABLISSEMENT LOCAL ACTION CULTURELLES LES COLONNES;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.910625, -0.633757;Nouvelle Aquitaine;33;33056;Blanquefort
58143;LE ZOETROPE;33 BIS COURS DE LA REPUBLIQUE;SOCIETE DE DEVELOPPEMENT DU CINEMA EN GIRONDE;ARTEC;FIXE;NON;45.12999, -0.661334;Nouvelle Aquitaine;33;33058;Blaye
59211;L ENTRACT;23 RUE ALSACE LORRAINE;ASSOCIATION CINEMA L'ENTRACT;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.7445112, 4.006010699999933;Auvergne - Rhone-Alpes;42;42019;Boen-sur-Lignon
62121;GERARD PHILIPE;2 RUE PABLO NERUDA;COMMUNE DE BONNEUIL SUR MARNE;;FIXE;NON;48.774577, 2.486664;Ile-de-France;94;94011;Bonneuil-sur-Marne
66714;CINE LUMIERE;ROUTE DE SAINT GAUDENS;ASSOCIATION CINE PASSION;;FIXE;NON;43.290386, 0.651246;Occitanie;31;31080;Boulogne-sur-Gesse
66835;CINEMA LANDOWSKI;28 AVENUE ANDRE-MORIZET;COMMUNE DE BOULOGNE-BILLANCOURT;;FIXE;NON;48.83591, 2.239289;Ile-de-France;92;92012;Boulogne-Billancourt
67021;MAJESTIC;ROUTE NATIONALE;LAPORTA GERMAIN;;FIXE;NON;42.524735, 2.832419;Occitanie;66;66024;Le Boulou
68025;LE CINEMA;PLACE ANDRE MALRAUX;MAISON DE LA CULTURE DE BOURGES;;FIXE;NON;47.10605, 2.431929;Centre - Val-de-Loire;18;18033;Bourges
