numCommune;nomCommune;populationCommune;situationGeographique;zoneCommune;numDepartement;nouvelleRegion;numUniteUrbaine
49092;Chemille-en-Anjou;21492;05-Unites urbaines de 20 000 a 100 000 hbts;I;49;Pays de la Loire;49210
50129;Cherbourg-en-Cotentin;80616;05-Unites urbaines de 20 000 a 100 000 hbts;C;50;Normandie;50501
86078;Civray;2664;06-autres communes et unites urbaines;C;86;Nouvelle Aquitaine;86113
78165;Les Clayes-sous-Bois;17645;03-Petite couronne;B;78;Ile-de-France;851
55122;Commercy;5826;06-autres communes et unites urbaines;I;55;Grand-Est;55203
50139;Conde-sur-Vire;4082;06-autres communes et unites urbaines;I;50;Normandie;50106
54136;Conflans-en-Jarnisy;2356;06-autres communes et unites urbaines;B;54;Grand-Est;54301
62250;Courrieres;10696;04-Unites urbaines de 100 000 hbts ou plus;B;62;Hauts-de-France;756
50147;Coutances;8688;06-autres communes et unites urbaines;C;50;Normandie;50206
79048;La Creche;5524;06-autres communes et unites urbaines;I;79;Nouvelle Aquitaine;79202
60175;Creil;35575;04-Unites urbaines de 100 000 hbts ou plus;C;60;Hauts-de-France;60601
84042;Cucuron;1781;04-Unites urbaines de 100 000 hbts ou plus;R;84;Provence-Alpes-Cote-d'Azur;0
56052;Damgan;1703;04-Unites urbaines de 100 000 hbts ou plus;R;56;Bretagne;0
70198;Dampierre-sur-Salon;1281;04-Unites urbaines de 100 000 hbts ou plus;R;70;Bourgogne - Franche-Comte;0
40088;Dax;20683;05-Unites urbaines de 20 000 a 100 000 hbts;C;40;Nouvelle Aquitaine;40402
62268;Desvres;5031;06-autres communes et unites urbaines;C;62;Hauts-de-France;62203
76217;Dieppe;29965;05-Unites urbaines de 20 000 a 100 000 hbts;C;76;Normandie;76404
71176;Digoin;7908;06-autres communes et unites urbaines;C;71;Bourgogne - Franche-Comte;353
21231;Dijon;155114;04-Unites urbaines de 100 000 hbts ou plus;C;21;Bourgogne - Franche-Comte;21701
35093;Dinard;9936;05-Unites urbaines de 20 000 a 100 000 hbts;C;35;Bretagne;458
35095;Dol-de-Bretagne;5646;06-autres communes et unites urbaines;I;35;Bretagne;35131
64204;Eaux-Bonnes;341;04-Unites urbaines de 100 000 hbts ou plus;R;64;Nouvelle Aquitaine;0
32119;Eauze;3869;06-autres communes et unites urbaines;I;32;Occitanie;32103
69081;ecully;17947;04-Unites urbaines de 100 000 hbts ou plus;B;69;Auvergne - Rhone-Alpes;758
19073;egletons;4274;06-autres communes et unites urbaines;I;19;Nouvelle Aquitaine;19106
5046;Embrun;6177;06-autres communes et unites urbaines;C;5;Provence-Alpes-Cote-d'Azur;5201
95210;Enghien-les-Bains;11413;03-Petite couronne;B;95;Ile-de-France;851
51230;epernay;23169;05-Unites urbaines de 20 000 a 100 000 hbts;C;51;Grand-Est;51401
93031;epinay-sur-Seine;54840;02-Grande Couronne;B;93;Ile-de-France;851
95219;Ermont;28832;03-Petite couronne;B;95;Ile-de-France;851
22054;Erquy;3898;06-autres communes et unites urbaines;I;22;Bretagne;22114
91223;etampes;24271;03-Petite couronne;C;91;Ile-de-France;91401
11140;Ferrals-les-Corbieres;1173;04-Unites urbaines de 100 000 hbts ou plus;R;11;Occitanie;0
1160;Ferney-Voltaire;9482;04-Unites urbaines de 100 000 hbts ou plus;B;1;Auvergne - Rhone-Alpes;652
72132;La Ferte-Bernard;8875;06-autres communes et unites urbaines;C;72;Pays de la Loire;72301
39228;Foncine-le-Haut;1048;04-Unites urbaines de 100 000 hbts ou plus;R;39;Bourgogne - Franche-Comte;0
77186;Fontainebleau;14974;03-Petite couronne;C;77;Ile-de-France;77406
92032;Fontenay-aux-Roses;23963;02-Grande Couronne;B;92;Ile-de-France;851
13038;Fontvieille;3627;06-autres communes et unites urbaines;I;13;Provence-Alpes-Cote-d'Azur;13106
95250;Fosses;9566;03-Petite couronne;C;95;Ile-de-France;95401
83061;Frejus;52897;05-Unites urbaines de 20 000 a 100 000 hbts;C;83;Provence-Alpes-Cote-d'Azur;83502
13042;Gemenos;6387;04-Unites urbaines de 100 000 hbts ou plus;B;13;Provence-Alpes-Cote-d'Azur;759
88196;Gerardmer;8294;06-autres communes et unites urbaines;C;88;Grand-Est;88301
38179;Gieres;6483;04-Unites urbaines de 100 000 hbts ou plus;B;38;Auvergne - Rhone-Alpes;38701
91272;Gif-sur-Yvette;21069;03-Petite couronne;B;91;Ile-de-France;851
76312;Gournay-en-Bray;6294;06-autres communes et unites urbaines;C;76;Normandie;76205
74136;Le Grand-Bornand;2154;06-autres communes et unites urbaines;I;74;Auvergne - Rhone-Alpes;74101
13044;Grans;4703;05-Unites urbaines de 20 000 a 100 000 hbts;B;13;Provence-Alpes-Cote-d'Azur;13501
4094;Greoux-les-Bains;2628;06-autres communes et unites urbaines;I;4;Provence-Alpes-Cote-d'Azur;4101
4094;Greoux-les-Bains;2628;06-autres communes et unites urbaines;I;4;Provence-Alpes-Cote-d'Azur;4101
38186;Gresse-en-Vercors;395;04-Unites urbaines de 100 000 hbts ou plus;R;38;Auvergne - Rhone-Alpes;0
71230;Gueugnon;7184;06-autres communes et unites urbaines;I;71;Bourgogne - Franche-Comte;71204
35126;Guichen;8231;06-autres communes et unites urbaines;I;35;Bretagne;35213
33199;Gujan-Mestras;20817;05-Unites urbaines de 20 000 a 100 000 hbts;C;33;Nouvelle Aquitaine;33501
67180;Haguenau;34846;05-Unites urbaines de 20 000 a 100 000 hbts;C;67;Grand-Est;67501
76351;Le Havre;172366;04-Unites urbaines de 100 000 hbts ou plus;C;76;Normandie;76701
59295;Hazebrouck;21709;05-Unites urbaines de 20 000 a 100 000 hbts;C;59;Hauts-de-France;59401
62427;Henin-Beaumont;26379;04-Unites urbaines de 100 000 hbts ou plus;C;62;Hauts-de-France;756
14338;Houlgate;1956;05-Unites urbaines de 20 000 a 100 000 hbts;B;14;Normandie;14402
49160;Ingrandes-Le Fresne sur Loire;2615;06-autres communes et unites urbaines;C;49;Pays de la Loire;156
36088;Issoudun;12029;06-autres communes et unites urbaines;I;36;Centre - Val-de-Loire;36301
13047;Istres;43086;04-Unites urbaines de 100 000 hbts ou plus;B;13;Provence-Alpes-Cote-d'Azur;759
91315;Itteville;6676;03-Petite couronne;C;91;Ile-de-France;91402
85114;Jard-sur-Mer;2642;06-autres communes et unites urbaines;C;85;Pays de la Loire;85121
49163;Jarze Villages;2750;04-Unites urbaines de 100 000 hbts ou plus;R;49;Pays de la Loire;0
54280;Joeuf;6518;05-Unites urbaines de 20 000 a 100 000 hbts;C;54;Grand-Est;454
89206;Joigny;9580;06-autres communes et unites urbaines;I;89;Bourgogne - Franche-Comte;89301
17197;Jonzac;3451;06-autres communes et unites urbaines;C;17;Nouvelle Aquitaine;17201
95323;Jouy-le-Moutier;15971;03-Petite couronne;B;95;Ile-de-France;851
91326;Juvisy-sur-Orge;16365;03-Petite couronne;B;91;Ile-de-France;851
31254;Labege;4277;04-Unites urbaines de 100 000 hbts ou plus;B;31;Occitanie;31701
40134;Labouheyre;2720;06-autres communes et unites urbaines;I;40;Nouvelle Aquitaine;40101
77243;Lagny-sur-Marne;21488;03-Petite couronne;B;77;Ile-de-France;851
13050;Lambesc;9584;06-autres communes et unites urbaines;I;13;Provence-Alpes-Cote-d'Azur;13213
41106;Lamotte-Beuvron;4750;06-autres communes et unites urbaines;I;41;Centre - Val-de-Loire;41110
29105;Landivisiau;9079;06-autres communes et unites urbaines;C;29;Bretagne;29301
48080;Langogne;2894;06-autres communes et unites urbaines;C;48;Occitanie;48102
52269;Langres;7786;06-autres communes et unites urbaines;C;52;Grand-Est;52202
38205;Lans-en-Vercors;2649;04-Unites urbaines de 100 000 hbts ou plus;R;38;Auvergne - Rhone-Alpes;0
73290;Val-Cenis;2141;04-Unites urbaines de 100 000 hbts ou plus;R;73;Auvergne - Rhone-Alpes;0
59339;Leers;9620;04-Unites urbaines de 100 000 hbts ou plus;B;59;Hauts-de-France;59702
33240;Lesparre-Medoc;5699;06-autres communes et unites urbaines;C;33;Nouvelle Aquitaine;33208
59350;Lille;232741;04-Unites urbaines de 100 000 hbts ou plus;C;59;Hauts-de-France;59702
94044;Limeil-Brevannes;25639;02-Grande Couronne;B;94;Ile-de-France;851
39300;Lons-le-Saunier;17459;05-Unites urbaines de 20 000 a 100 000 hbts;C;39;Bourgogne - Franche-Comte;39401
44084;Le Loroux-Bottereau;8031;06-autres communes et unites urbaines;C;44;Pays de la Loire;44303
85128;Lucon;9394;06-autres communes et unites urbaines;I;85;Pays de la Loire;85208
65295;Luz-Saint-Sauveur;982;04-Unites urbaines de 100 000 hbts ou plus;R;65;Occitanie;0
58149;Luzy;1981;04-Unites urbaines de 100 000 hbts ou plus;R;58;Bourgogne - Franche-Comte;0
69123;Lyon;513275;04-Unites urbaines de 100 000 hbts ou plus;C;69;Auvergne - Rhone-Alpes;758
69123;Lyon;513275;04-Unites urbaines de 100 000 hbts ou plus;C;69;Auvergne - Rhone-Alpes;758
69123;Lyon;513275;04-Unites urbaines de 100 000 hbts ou plus;C;69;Auvergne - Rhone-Alpes;758
25356;Maiche;4273;06-autres communes et unites urbaines;I;25;Bourgogne - Franche-Comte;25109
56124;Malestroit;2459;06-autres communes et unites urbaines;C;56;Bretagne;56112
72180;Mamers;5304;06-autres communes et unites urbaines;C;72;Pays de la Loire;72202
72181;Le Mans;143325;04-Unites urbaines de 100 000 hbts ou plus;C;72;Pays de la Loire;72701
78361;Mantes-la-Jolie;44799;03-Petite couronne;B;78;Ile-de-France;851
2A154;Marignana;106;04-Unites urbaines de 100 000 hbts ou plus;R;2A;Corse;0
13055;Marseille;861635;04-Unites urbaines de 100 000 hbts ou plus;C;13;Provence-Alpes-Cote-d'Azur;759
13055;Marseille;861635;04-Unites urbaines de 100 000 hbts ou plus;C;13;Provence-Alpes-Cote-d'Azur;759
48092;Marvejols;4841;06-autres communes et unites urbaines;C;48;Occitanie;48201
32242;Masseube;1518;04-Unites urbaines de 100 000 hbts ou plus;R;32;Occitanie;0
17224;Matha;2175;06-autres communes et unites urbaines;I;17;Nouvelle Aquitaine;17101
15120;Mauriac;3671;06-autres communes et unites urbaines;C;15;Auvergne - Rhone-Alpes;15105
74173;Megeve;3210;05-Unites urbaines de 20 000 a 100 000 hbts;B;74;Auvergne - Rhone-Alpes;462
91386;Mennecy;13959;03-Petite couronne;B;91;Ile-de-France;851
6083;Menton;28231;05-Unites urbaines de 20 000 a 100 000 hbts;C;6;Provence-Alpes-Cote-d'Azur;6501
25380;Metabief;1179;04-Unites urbaines de 100 000 hbts ou plus;R;25;Bourgogne - Franche-Comte;0
1244;Meximieux;7655;06-autres communes et unites urbaines;C;1;Auvergne - Rhone-Alpes;1206
35177;La Meziere;4644;06-autres communes et unites urbaines;I;35;Bretagne;35127
1247;Mijoux;336;04-Unites urbaines de 100 000 hbts ou plus;R;1;Auvergne - Rhone-Alpes;0
39333;Moirans-en-Montagne;2088;06-autres communes et unites urbaines;I;39;Bourgogne - Franche-Comte;39102
33289;Monsegur;1500;04-Unites urbaines de 100 000 hbts ou plus;R;33;Nouvelle Aquitaine;0
35184;Montauban-de-Bretagne;5095;06-autres communes et unites urbaines;I;35;Bretagne;35129
21425;Montbard;5331;06-autres communes et unites urbaines;C;21;Bourgogne - Franche-Comte;21205
37154;Montbazon;4154;04-Unites urbaines de 100 000 hbts ou plus;B;37;Centre - Val-de-Loire;37701
80561;Montdidier;6201;06-autres communes et unites urbaines;C;80;Hauts-de-France;80202
91421;Montgeron;23727;03-Petite couronne;B;91;Ile-de-France;851
24291;Montignac;2807;06-autres communes et unites urbaines;I;24;Nouvelle Aquitaine;24104
78423;Montigny-le-Bretonneux;33123;03-Petite couronne;B;78;Ile-de-France;851
95424;Montigny-les-Cormeilles;20789;03-Petite couronne;B;95;Ile-de-France;851
76447;Montivilliers;16016;04-Unites urbaines de 100 000 hbts ou plus;B;76;Normandie;76701
34172;Montpellier;277639;04-Unites urbaines de 100 000 hbts ou plus;C;34;Occitanie;34701
7189;Ribes;297;04-Unites urbaines de 100 000 hbts ou plus;R;7;Auvergne - Rhone-Alpes;0
53161;Montsurs-Saint-Cenere;2561;06-autres communes et unites urbaines;I;53;Pays de la Loire;53101
40197;Morcenx;4415;06-autres communes et unites urbaines;I;40;Nouvelle Aquitaine;40107
38261;Morestel;4364;06-autres communes et unites urbaines;C;38;Auvergne - Rhone-Alpes;38302
80570;Moreuil;4007;06-autres communes et unites urbaines;C;80;Hauts-de-France;80117
39368;Hauts de Bienne;5391;06-autres communes et unites urbaines;C;39;Bourgogne - Franche-Comte;39202
29151;Morlaix;14830;05-Unites urbaines de 20 000 a 100 000 hbts;C;29;Bretagne;29403
74191;Morzine;2870;06-autres communes et unites urbaines;C;74;Auvergne - Rhone-Alpes;74114
73181;Moutiers;3607;06-autres communes et unites urbaines;C;73;Auvergne - Rhone-Alpes;73110
68226;Munster;4603;06-autres communes et unites urbaines;C;68;Grand-Est;68302
68227;Muntzenheim;1192;04-Unites urbaines de 100 000 hbts ou plus;R;68;Grand-Est;0
54395;Nancy;105162;04-Unites urbaines de 100 000 hbts ou plus;C;54;Grand-Est;54701
92050;Nanterre;93742;02-Grande Couronne;B;92;Ile-de-France;851
44109;Nantes;303382;04-Unites urbaines de 100 000 hbts ou plus;C;44;Pays de la Loire;44701
44109;Nantes;303382;04-Unites urbaines de 100 000 hbts ou plus;C;44;Pays de la Loire;44701
1269;Nantua;3525;06-autres communes et unites urbaines;C;1;Auvergne - Rhone-Alpes;1123
77333;Nemours;13358;03-Petite couronne;C;77;Ile-de-France;77401
45142;Fay-aux-Loges;3691;06-autres communes et unites urbaines;C;45;Centre - Val-de-Loire;45202
86177;Neuville-de-Poitou;5352;06-autres communes et unites urbaines;I;86;Nouvelle Aquitaine;86115
58194;Nevers;34228;05-Unites urbaines de 20 000 a 100 000 hbts;C;58;Bourgogne - Franche-Comte;58501
6088;Nice;342522;04-Unites urbaines de 100 000 hbts ou plus;C;6;Provence-Alpes-Cote-d'Azur;6701
6088;Nice;342522;04-Unites urbaines de 100 000 hbts ou plus;C;6;Provence-Alpes-Cote-d'Azur;6701
6088;Nice;342522;04-Unites urbaines de 100 000 hbts ou plus;C;6;Provence-Alpes-Cote-d'Azur;6701
6088;Nice;342522;04-Unites urbaines de 100 000 hbts ou plus;C;6;Provence-Alpes-Cote-d'Azur;6701
6088;Nice;342522;04-Unites urbaines de 100 000 hbts ou plus;C;6;Provence-Alpes-Cote-d'Azur;6701
30189;Nimes;150672;04-Unites urbaines de 100 000 hbts ou plus;C;30;Occitanie;30601
30189;Nimes;150672;04-Unites urbaines de 100 000 hbts ou plus;C;30;Occitanie;30601
79191;Niort;58952;05-Unites urbaines de 20 000 a 100 000 hbts;C;79;Nouvelle Aquitaine;79501
77337;Noisiel;15627;03-Petite couronne;B;77;Ile-de-France;851
7167;Les Ollieres-sur-Eyrieux;970;04-Unites urbaines de 100 000 hbts ou plus;R;7;Auvergne - Rhone-Alpes;0
5096;Orcieres;715;04-Unites urbaines de 100 000 hbts ou plus;R;5;Provence-Alpes-Cote-d'Azur;0
1283;Oyonnax;22392;05-Unites urbaines de 20 000 a 100 000 hbts;C;1;Auvergne - Rhone-Alpes;1401
91477;Palaiseau;33114;03-Petite couronne;B;91;Ile-de-France;851
42165;Panissieres;2943;06-autres communes et unites urbaines;I;42;Auvergne - Rhone-Alpes;42101
93055;Pantin;55180;02-Grande Couronne;B;93;Ile-de-France;851
40217;Parentis-en-Born;5933;06-autres communes et unites urbaines;I;40;Nouvelle Aquitaine;40109
33314;Pauillac;4861;06-autres communes et unites urbaines;I;33;Nouvelle Aquitaine;33201
66136;Perpignan;121934;04-Unites urbaines de 100 000 hbts ou plus;C;66;Occitanie;66601
31424;Plaisance-du-Touch;17896;04-Unites urbaines de 100 000 hbts ou plus;B;31;Occitanie;31701
22219;Plouguenast;1844;04-Unites urbaines de 100 000 hbts ou plus;R;22;Bretagne;0
86194;Poitiers;87918;04-Unites urbaines de 100 000 hbts ou plus;C;86;Nouvelle Aquitaine;86601
39434;Poligny;4104;06-autres communes et unites urbaines;I;39;Bourgogne - Franche-Comte;39107
69155;Pomeys;1136;04-Unites urbaines de 100 000 hbts ou plus;R;69;Auvergne - Rhone-Alpes;0
21496;Pontailler-sur-Saone;1293;04-Unites urbaines de 100 000 hbts ou plus;R;21;Bourgogne - Franche-Comte;0
29220;Pont-l'Abbe;8206;06-autres communes et unites urbaines;C;29;Bretagne;29306
26252;Portes-les-Valence;10209;04-Unites urbaines de 100 000 hbts ou plus;B;26;Auvergne - Rhone-Alpes;651
73206;Pralognan-la-Vanoise;744;04-Unites urbaines de 100 000 hbts ou plus;R;73;Auvergne - Rhone-Alpes;0
66150;Prats-de-Mollo-la-Preste;1127;04-Unites urbaines de 100 000 hbts ou plus;R;66;Occitanie;0
11304;Quillan;3336;06-autres communes et unites urbaines;C;11;Occitanie;11109
22262;Quintin;2809;06-autres communes et unites urbaines;I;22;Bretagne;22101
88372;Raon-l'etape;6420;06-autres communes et unites urbaines;C;88;Grand-Est;266
43162;Retournac;2899;04-Unites urbaines de 100 000 hbts ou plus;R;43;Auvergne - Rhone-Alpes;0
31451;Revel;9546;06-autres communes et unites urbaines;I;31;Occitanie;31209
44143;Reze;39649;04-Unites urbaines de 100 000 hbts ou plus;B;44;Pays de la Loire;44701
24352;Riberac;3932;06-autres communes et unites urbaines;C;24;Nouvelle Aquitaine;24202
37196;Richelieu;1787;06-autres communes et unites urbaines;C;37;Centre - Val-de-Loire;37101
69286;Rillieux-la-Pape;30375;04-Unites urbaines de 100 000 hbts ou plus;B;69;Auvergne - Rhone-Alpes;758
91521;Ris-Orangis;27797;03-Petite couronne;B;91;Ile-de-France;851
42186;Rive-de-Gier;15182;04-Unites urbaines de 100 000 hbts ou plus;B;42;Auvergne - Rhone-Alpes;753
16281;La Rochefoucauld;2954;06-autres communes et unites urbaines;I;16;Nouvelle Aquitaine;16104
17300;La Rochelle;75404;04-Unites urbaines de 100 000 hbts ou plus;C;17;Nouvelle Aquitaine;17601
93063;Romainville;26031;02-Grande Couronne;B;93;Ile-de-France;851
31458;Roques;4469;04-Unites urbaines de 100 000 hbts ou plus;B;31;Occitanie;31701
7199;Rosieres;1188;05-Unites urbaines de 20 000 a 100 000 hbts;B;7;Auvergne - Rhone-Alpes;7402
93064;Rosny-sous-Bois;44728;02-Grande Couronne;B;93;Ile-de-France;851
39470;Les Rousses;3410;04-Unites urbaines de 100 000 hbts ou plus;R;39;Bourgogne - Franche-Comte;0
16292;Ruffec;3477;06-autres communes et unites urbaines;C;16;Nouvelle Aquitaine;16106
72264;Sable-sur-Sarthe;12496;06-autres communes et unites urbaines;C;72;Pays de la Loire;72302
64499;Salies-de-Bearn;4741;06-autres communes et unites urbaines;I;64;Nouvelle Aquitaine;64107
33498;Salles;6785;06-autres communes et unites urbaines;I;33;Nouvelle Aquitaine;33204
74258;Samoens;2396;06-autres communes et unites urbaines;C;74;Auvergne - Rhone-Alpes;74110
67434;Sarre-Union;2906;06-autres communes et unites urbaines;I;67;Grand-Est;67125
78586;Sartrouville;52538;03-Petite couronne;B;78;Ile-de-France;851
67437;Saverne;11238;06-autres communes et unites urbaines;C;67;Grand-Est;67307
49331;Segre-en-Anjou Bleu;17603;06-autres communes et unites urbaines;C;49;Pays de la Loire;49212
67462;Selestat;19252;06-autres communes et unites urbaines;I;67;Grand-Est;67306
60612;Senlis;14777;06-autres communes et unites urbaines;C;60;Hauts-de-France;60306
28373;Senonches;3092;06-autres communes et unites urbaines;I;28;Centre - Val-de-Loire;28107
89387;Sens;25784;05-Unites urbaines de 20 000 a 100 000 hbts;C;89;Bourgogne - Franche-Comte;89401
92072;Sevres;23332;02-Grande Couronne;B;92;Ile-de-France;851
4209;Sisteron;7213;06-autres communes et unites urbaines;I;4;Provence-Alpes-Cote-d'Azur;4204
46309;Souillac;3353;06-autres communes et unites urbaines;C;46;Occitanie;46107
40310;Soustons;7664;06-autres communes et unites urbaines;I;40;Nouvelle Aquitaine;40205
67482;Strasbourg;277270;04-Unites urbaines de 100 000 hbts ou plus;C;67;Grand-Est;67701
67482;Strasbourg;277270;04-Unites urbaines de 100 000 hbts ou plus;C;67;Grand-Est;67701
45315;Sully-sur-Loire;5386;06-autres communes et unites urbaines;C;45;Centre - Val-de-Loire;45302
24372;Saint-Astier;5530;06-autres communes et unites urbaines;C;24;Nouvelle Aquitaine;24203
49292;Val-du-Layon;3352;04-Unites urbaines de 100 000 hbts ou plus;R;49;Pays de la Loire;0
78545;Saint-Cyr-l'ecole;18221;03-Petite couronne;B;78;Ile-de-France;851
37214;Saint-Cyr-sur-Loire;15911;04-Unites urbaines de 100 000 hbts ou plus;B;37;Centre - Val-de-Loire;37701
88413;Saint-Die-des-Vosges;20079;05-Unites urbaines de 20 000 a 100 000 hbts;C;88;Grand-Est;88403
26301;Saint-Donat-sur-l'Herbasse;4018;06-autres communes et unites urbaines;I;26;Auvergne - Rhone-Alpes;26104
42207;Saint-Chamond;34870;04-Unites urbaines de 100 000 hbts ou plus;B;42;Auvergne - Rhone-Alpes;753
6120;Saint-etienne-de-Tinee;1468;04-Unites urbaines de 100 000 hbts ou plus;R;6;Provence-Alpes-Cote-d'Azur;0
69202;Sainte-Foy-les-Lyon;21978;04-Unites urbaines de 100 000 hbts ou plus;B;69;Auvergne - Rhone-Alpes;758
31483;Saint-Gaudens;11327;06-autres communes et unites urbaines;C;31;Occitanie;31302
69204;Saint-Genis-Laval;21342;04-Unites urbaines de 100 000 hbts ou plus;B;69;Auvergne - Rhone-Alpes;758
78551;Saint-Germain-en-Laye;39980;03-Petite couronne;B;78;Ile-de-France;851
64483;Saint-Jean-de-Luz;14133;04-Unites urbaines de 100 000 hbts ou plus;B;64;Nouvelle Aquitaine;751
85234;Saint-Jean-de-Monts;8621;06-autres communes et unites urbaines;C;85;Pays de la Loire;85301
74242;Saint-Jorioz;5747;04-Unites urbaines de 100 000 hbts ou plus;B;74;Auvergne - Rhone-Alpes;74601
57616;Saint-Julien-les-Metz;3214;04-Unites urbaines de 100 000 hbts ou plus;B;57;Grand-Est;57701
42246;Saint-Julien-Molin-Molette;1160;04-Unites urbaines de 100 000 hbts ou plus;R;42;Auvergne - Rhone-Alpes;0
87154;Saint-Junien;11156;06-autres communes et unites urbaines;I;87;Nouvelle Aquitaine;87301
60581;Saint-Just-en-Chaussee;5972;06-autres communes et unites urbaines;I;60;Hauts-de-France;60201
65388;Saint-Lary-Soulan;854;04-Unites urbaines de 100 000 hbts ou plus;R;65;Occitanie;0
35287;Saint-Lunaire;2276;05-Unites urbaines de 20 000 a 100 000 hbts;B;35;Bretagne;458
35288;Saint-Malo;45719;05-Unites urbaines de 20 000 a 100 000 hbts;I;35;Bretagne;35402
69227;Saint-Martin-en-Haut;3907;06-autres communes et unites urbaines;I;69;Auvergne - Rhone-Alpes;69105
6127;Saint-Martin-Vesubie;1394;04-Unites urbaines de 100 000 hbts ou plus;R;6;Provence-Alpes-Cote-d'Azur;0
73261;Saint-Michel-de-Maurienne;2472;06-autres communes et unites urbaines;C;73;Auvergne - Rhone-Alpes;73104
91570;Saint-Michel-sur-Orge;20160;03-Petite couronne;B;91;Ile-de-France;851
82168;Saint-Nazaire-de-Valentane;363;04-Unites urbaines de 100 000 hbts ou plus;R;82;Occitanie;0
44069;Guerande;16294;04-Unites urbaines de 100 000 hbts ou plus;B;44;Pays de la Loire;44601
44188;Saint-Philbert-de-Grand-Lieu;8767;06-autres communes et unites urbaines;I;44;Pays de la Loire;44211
14654;Saint-Pierre-en-Auge;7835;06-autres communes et unites urbaines;C;14;Normandie;14119
2691;Saint-Quentin;55649;05-Unites urbaines de 20 000 a 100 000 hbts;C;2;Hauts-de-France;2501
17397;Saint-Savinien;2427;04-Unites urbaines de 100 000 hbts ou plus;R;17;Nouvelle Aquitaine;0
40282;Saint-Sever;4884;06-autres communes et unites urbaines;I;40;Nouvelle Aquitaine;40108
4197;Sainte-Tulle;3449;05-Unites urbaines de 20 000 a 100 000 hbts;B;4;Provence-Alpes-Cote-d'Azur;4401
42275;Saint-Priest-en-Jarez;6175;04-Unites urbaines de 100 000 hbts ou plus;B;42;Auvergne - Rhone-Alpes;753
42305;La Talaudiere;6608;04-Unites urbaines de 100 000 hbts ou plus;B;42;Auvergne - Rhone-Alpes;753
13108;Tarascon;15056;05-Unites urbaines de 20 000 a 100 000 hbts;B;13;Provence-Alpes-Cote-d'Azur;456
59586;Templeuve-en-Pevele;5930;06-autres communes et unites urbaines;C;59;Hauts-de-France;59211
43244;Tence;3106;06-autres communes et unites urbaines;I;43;Auvergne - Rhone-Alpes;43102
88468;Le Thillot;3513;06-autres communes et unites urbaines;C;88;Grand-Est;88303
24551;Thiviers;2893;06-autres communes et unites urbaines;C;24;Nouvelle Aquitaine;24108
74282;Filliere;9104;04-Unites urbaines de 100 000 hbts ou plus;R;74;Auvergne - Rhone-Alpes;0
79329;Thouars;9225;06-autres communes et unites urbaines;C;79;Nouvelle Aquitaine;79302
14689;Le Hom;3680;04-Unites urbaines de 100 000 hbts ou plus;R;14;Normandie;0
17448;Tonnay-Boutonne;1161;04-Unites urbaines de 100 000 hbts ou plus;R;17;Nouvelle Aquitaine;0
31555;Toulouse;471941;04-Unites urbaines de 100 000 hbts ou plus;C;31;Occitanie;31701
17452;La Tremblade;4641;06-autres communes et unites urbaines;C;17;Nouvelle Aquitaine;17301
93073;Tremblay-en-France;35381;02-Grande Couronne;B;93;Ile-de-France;851
19272;Tulle;14390;05-Unites urbaines de 20 000 a 100 000 hbts;C;19;Nouvelle Aquitaine;19401
30334;Uzes;8540;06-autres communes et unites urbaines;C;30;Occitanie;30301
84137;Vaison-la-Romaine;6072;06-autres communes et unites urbaines;C;84;Provence-Alpes-Cote-d'Azur;84203
73304;Val-d'Isere;1583;04-Unites urbaines de 100 000 hbts ou plus;R;73;Auvergne - Rhone-Alpes;0
59606;Valenciennes;44043;04-Unites urbaines de 100 000 hbts ou plus;C;59;Hauts-de-France;59701
73306;Valloire;1135;04-Unites urbaines de 100 000 hbts ou plus;R;73;Auvergne - Rhone-Alpes;0
50615;Valognes;6745;06-autres communes et unites urbaines;C;50;Normandie;50205
5177;Vars;573;04-Unites urbaines de 100 000 hbts ou plus;R;5;Provence-Alpes-Cote-d'Azur;0
95637;Vaureal;16221;03-Petite couronne;B;95;Ile-de-France;851
78642;Verneuil-sur-Seine;15366;03-Petite couronne;B;78;Ile-de-France;851
7129;Lamastre;2361;06-autres communes et unites urbaines;I;7;Auvergne - Rhone-Alpes;7102
78646;Versailles;85771;03-Petite couronne;B;78;Ile-de-France;851
2789;Vervins;2502;06-autres communes et unites urbaines;C;2;Hauts-de-France;2120
5179;Veynes;3159;06-autres communes et unites urbaines;C;5;Provence-Alpes-Cote-d'Azur;5103
38547;Villard-Bonnot;7096;04-Unites urbaines de 100 000 hbts ou plus;B;38;Auvergne - Rhone-Alpes;38701
69264;Villefranche-sur-Saone;36671;04-Unites urbaines de 100 000 hbts ou plus;B;69;Auvergne - Rhone-Alpes;758
91687;Viry-Chatillon;30831;03-Petite couronne;B;91;Ile-de-France;851
86298;Vouneuil-sur-Vienne;2142;04-Unites urbaines de 100 000 hbts ou plus;R;86;Nouvelle Aquitaine;0
59646;Wasquehal;20963;04-Unites urbaines de 100 000 hbts ou plus;B;59;Hauts-de-France;59702
43268;Yssingeaux;7122;06-autres communes et unites urbaines;I;43;Auvergne - Rhone-Alpes;43201
5139;Devoluy;994;04-Unites urbaines de 100 000 hbts ou plus;R;5;Provence-Alpes-Cote-d'Azur;0
69255;Vaugneray;5418;04-Unites urbaines de 100 000 hbts ou plus;B;69;Auvergne - Rhone-Alpes;758
